Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,114.00,48.00,34.00,32.00,40.00,13.00,27.00,19.00,10.00,1.90,114.00,16.00,30.00,53.33,17.00,34.00,50.00,32.00,39.00,82.05,1.00,5.00,0.50,0.00,20.00,0.00,10.00,1.00,130.00
Brasília,1,0.00,111.00,45.00,50.00,16.00,29.00,8.00,21.00,25.00,8.00,3.13,111.00,15.00,28.00,53.57,25.00,44.00,56.82,16.00,20.00,80.00,0.00,7.00,0.88,3.00,27.00,0.11,8.00,1.00,131.00
Paulistano,1,0.00,108.00,39.00,52.00,17.00,36.00,14.00,22.00,19.00,15.00,1.27,108.00,13.00,29.00,44.83,26.00,42.00,61.90,17.00,23.00,73.91,3.00,11.00,0.73,1.00,24.00,0.04,15.00,10.00,122.00
Fortaleza B. C. / CFO,1,0.00,101.00,27.00,48.00,26.00,34.00,11.00,23.00,9.00,13.00,0.69,101.00,9.00,24.00,37.50,24.00,41.00,58.54,26.00,33.00,78.79,0.00,5.00,0.38,1.00,24.00,0.04,13.00,1.00,98.00
Pinheiros,1,0.00,95.00,6.00,66.00,23.00,50.00,15.00,35.00,10.00,8.00,1.25,95.00,2.00,13.00,15.38,33.00,62.00,53.23,23.00,27.00,85.19,1.00,9.00,1.13,6.00,20.00,0.30,8.00,2.00,118.00
Sesi Franca,1,0.00,85.00,39.00,36.00,10.00,34.00,4.00,30.00,22.00,19.00,1.16,85.00,13.00,27.00,48.15,18.00,27.00,66.67,10.00,16.00,62.50,4.00,4.00,0.21,3.00,23.00,0.13,19.00,3.00,100.00
Macaé Basquete,1,0.00,84.00,27.00,34.00,23.00,28.00,7.00,21.00,8.00,16.00,0.50,84.00,9.00,22.00,40.91,17.00,31.00,54.84,23.00,25.00,92.00,1.00,14.00,0.88,0.00,28.00,0.00,16.00,2.00,89.00
Mogi,1,0.00,83.00,27.00,44.00,12.00,52.00,16.00,36.00,15.00,20.00,0.75,83.00,9.00,25.00,36.00,22.00,41.00,53.66,12.00,20.00,60.00,3.00,11.00,0.55,4.00,16.00,0.25,20.00,3.00,102.00
Rio Claro,1,0.00,80.00,18.00,42.00,20.00,28.00,8.00,20.00,18.00,17.00,1.06,80.00,6.00,21.00,28.57,21.00,34.00,61.76,20.00,28.00,71.43,3.00,13.00,0.76,2.00,22.00,0.09,17.00,2.00,88.00
Minas,1,0.00,75.00,27.00,34.00,14.00,31.00,10.00,21.00,18.00,12.00,1.50,75.00,9.00,27.00,33.33,17.00,34.00,50.00,14.00,23.00,60.87,3.00,13.00,1.08,3.00,23.00,0.13,12.00,4.00,84.00
Coop/São José Basketball,1,0.00,74.00,27.00,34.00,13.00,33.00,10.00,23.00,10.00,12.00,0.83,74.00,9.00,29.00,31.03,17.00,39.00,43.59,13.00,18.00,72.22,0.00,5.00,0.42,2.00,22.00,0.09,12.00,2.00,65.00
L. Sorocabana,1,0.00,71.00,9.00,48.00,14.00,39.00,21.00,18.00,14.00,11.00,1.27,71.00,3.00,19.00,15.79,24.00,54.00,44.44,14.00,19.00,73.68,1.00,17.00,1.55,1.00,25.00,0.04,11.00,3.00,80.00
Vitória,1,0.00,69.00,15.00,36.00,18.00,36.00,10.00,26.00,6.00,20.00,0.30,69.00,5.00,12.00,41.67,18.00,34.00,52.94,18.00,27.00,66.67,0.00,7.00,0.35,2.00,20.00,0.10,20.00,3.00,68.00
Caxias do Sul Basquete,1,0.00,52.00,18.00,22.00,12.00,35.00,12.00,23.00,10.00,17.00,0.59,52.00,6.00,26.00,23.08,11.00,37.00,29.73,12.00,18.00,66.67,0.00,16.00,0.94,1.00,18.00,0.06,17.00,4.00,45.00
