Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,0.00,106.00,30.00,56.00,20.00,33.00,12.00,21.00,26.00,10.00,2.60,106.00,10.00,24.00,41.67,28.00,47.00,59.57,20.00,28.00,71.43,3.00,11.00,1.10,3.00,25.00,0.12,10.00,1.00,128.00
Flamengo,1,0.00,102.00,18.00,68.00,16.00,30.00,3.00,27.00,26.00,10.00,2.60,102.00,6.00,14.00,42.86,34.00,49.00,69.39,16.00,18.00,88.89,3.00,17.00,1.70,1.00,13.00,0.08,10.00,2.00,141.00
Brasília,1,0.00,94.00,24.00,48.00,22.00,35.00,11.00,24.00,20.00,17.00,1.18,94.00,8.00,26.00,30.77,24.00,38.00,63.16,22.00,25.00,88.00,5.00,7.00,0.41,2.00,28.00,0.07,17.00,3.00,106.00
Mogi,1,0.00,86.00,24.00,48.00,14.00,41.00,14.00,27.00,19.00,7.00,2.71,86.00,8.00,19.00,42.11,24.00,56.00,42.86,14.00,21.00,66.67,0.00,10.00,1.43,5.00,23.00,0.22,7.00,3.00,104.00
Pinheiros,1,0.00,83.00,21.00,44.00,18.00,42.00,9.00,33.00,13.00,12.00,1.08,83.00,7.00,19.00,36.84,22.00,45.00,48.89,18.00,21.00,85.71,2.00,4.00,0.33,9.00,22.00,0.41,12.00,2.00,101.00
Bauru Basket,1,0.00,83.00,24.00,34.00,25.00,40.00,9.00,31.00,14.00,17.00,0.82,83.00,8.00,19.00,42.11,17.00,31.00,54.84,25.00,29.00,86.21,4.00,5.00,0.29,1.00,20.00,0.05,17.00,3.00,97.00
Fortaleza B. C. / CFO,1,0.00,78.00,24.00,36.00,18.00,35.00,7.00,28.00,11.00,23.00,0.48,78.00,8.00,22.00,36.36,18.00,30.00,60.00,18.00,24.00,75.00,2.00,13.00,0.57,1.00,22.00,0.05,23.00,3.00,83.00
Paulistano,1,0.00,77.00,30.00,40.00,7.00,41.00,8.00,33.00,16.00,17.00,0.94,77.00,10.00,22.00,45.45,20.00,36.00,55.56,7.00,9.00,77.78,3.00,5.00,0.29,2.00,15.00,0.13,17.00,3.00,94.00
Caxias do Sul Basquete,1,0.00,76.00,12.00,50.00,14.00,34.00,9.00,25.00,14.00,19.00,0.74,76.00,4.00,21.00,19.05,25.00,40.00,62.50,14.00,20.00,70.00,0.00,11.00,0.58,1.00,24.00,0.04,19.00,7.00,79.00
Coop/São José Basketball,1,0.00,71.00,18.00,40.00,13.00,39.00,13.00,26.00,12.00,16.00,0.75,71.00,6.00,25.00,24.00,20.00,41.00,48.78,13.00,17.00,76.47,1.00,8.00,0.50,2.00,21.00,0.10,16.00,5.00,72.00
Rio Claro,1,0.00,70.00,33.00,34.00,3.00,25.00,4.00,21.00,15.00,20.00,0.75,70.00,11.00,25.00,44.00,17.00,34.00,50.00,3.00,4.00,75.00,4.00,8.00,0.40,1.00,15.00,0.07,20.00,3.00,67.00
L. Sorocabana,1,0.00,70.00,9.00,46.00,15.00,36.00,15.00,21.00,7.00,18.00,0.39,70.00,3.00,16.00,18.75,23.00,51.00,45.10,15.00,19.00,78.95,0.00,17.00,0.94,3.00,26.00,0.12,18.00,5.00,70.00
Minas,1,0.00,67.00,18.00,40.00,9.00,23.00,6.00,17.00,14.00,9.00,1.56,67.00,6.00,28.00,21.43,20.00,36.00,55.56,9.00,15.00,60.00,4.00,10.00,1.11,2.00,26.00,0.08,9.00,2.00,63.00
Vitória,1,0.00,63.00,15.00,30.00,18.00,35.00,15.00,20.00,6.00,11.00,0.55,63.00,5.00,23.00,21.74,15.00,44.00,34.09,18.00,21.00,85.71,0.00,13.00,1.18,1.00,9.00,0.11,11.00,4.00,57.00
