Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Fortaleza B. C. / CFO,1,0.00,99.00,45.00,44.00,10.00,42.00,16.00,26.00,21.00,11.00,1.91,99.00,15.00,35.00,42.86,22.00,40.00,55.00,10.00,12.00,83.33,3.00,13.00,1.18,4.00,20.00,0.20,11.00,3.00,128.00
Brasília,1,0.00,99.00,42.00,42.00,15.00,35.00,11.00,24.00,20.00,10.00,2.00,99.00,14.00,28.00,50.00,21.00,42.00,50.00,15.00,18.00,83.33,2.00,17.00,1.70,2.00,24.00,0.08,10.00,2.00,125.00
Vitória,1,0.00,96.00,27.00,56.00,13.00,39.00,9.00,30.00,19.00,18.00,1.06,96.00,9.00,24.00,37.50,28.00,51.00,54.90,13.00,17.00,76.47,1.00,14.00,0.78,3.00,24.00,0.13,18.00,5.00,111.00
Bauru Basket,1,0.00,94.00,36.00,30.00,28.00,34.00,4.00,30.00,13.00,20.00,0.65,94.00,12.00,34.00,35.29,15.00,29.00,51.72,28.00,31.00,90.32,1.00,13.00,0.65,3.00,18.00,0.17,20.00,5.00,98.00
Mogi,1,0.00,91.00,15.00,50.00,26.00,32.00,11.00,21.00,16.00,23.00,0.70,91.00,5.00,16.00,31.25,25.00,41.00,60.98,26.00,32.00,81.25,2.00,14.00,0.61,0.00,23.00,0.00,23.00,3.00,97.00
Paulistano,1,0.00,89.00,27.00,42.00,20.00,38.00,14.00,24.00,16.00,14.00,1.14,89.00,9.00,26.00,34.62,21.00,30.00,70.00,20.00,22.00,90.91,2.00,7.00,0.50,2.00,17.00,0.12,14.00,2.00,110.00
L. Sorocabana,1,0.00,82.00,15.00,54.00,13.00,30.00,13.00,17.00,19.00,20.00,0.95,82.00,5.00,18.00,27.78,27.00,45.00,60.00,13.00,23.00,56.52,4.00,17.00,0.85,1.00,26.00,0.04,20.00,4.00,88.00
Coop/São José Basketball,1,0.00,77.00,24.00,44.00,9.00,22.00,9.00,13.00,15.00,9.00,1.67,77.00,8.00,24.00,33.33,22.00,36.00,61.11,9.00,14.00,64.29,0.00,10.00,1.11,0.00,23.00,0.00,9.00,2.00,80.00
Macaé Basquete,1,0.00,77.00,21.00,30.00,26.00,33.00,8.00,25.00,16.00,18.00,0.89,77.00,7.00,24.00,29.17,15.00,29.00,51.72,26.00,31.00,83.87,0.00,5.00,0.28,1.00,16.00,0.06,18.00,1.00,78.00
Flamengo,1,0.00,76.00,12.00,46.00,18.00,34.00,9.00,25.00,14.00,10.00,1.40,76.00,4.00,18.00,22.22,23.00,45.00,51.11,18.00,23.00,78.26,0.00,15.00,1.50,2.00,15.00,0.13,10.00,2.00,90.00
Caxias do Sul Basquete,1,0.00,75.00,30.00,26.00,19.00,25.00,7.00,18.00,11.00,16.00,0.69,75.00,10.00,21.00,47.62,13.00,33.00,39.39,19.00,23.00,82.61,0.00,14.00,0.88,0.00,28.00,0.00,16.00,4.00,74.00
Rio Claro,1,0.00,74.00,33.00,20.00,21.00,37.00,12.00,25.00,13.00,23.00,0.57,74.00,11.00,25.00,44.00,10.00,23.00,43.48,21.00,30.00,70.00,0.00,8.00,0.35,1.00,25.00,0.04,23.00,6.00,74.00
Sesi Franca,1,0.00,71.00,12.00,44.00,15.00,32.00,11.00,21.00,13.00,17.00,0.76,71.00,4.00,17.00,23.53,22.00,43.00,51.16,15.00,20.00,75.00,0.00,8.00,0.47,4.00,16.00,0.25,17.00,4.00,72.00
Minas,1,0.00,65.00,18.00,38.00,9.00,43.00,13.00,30.00,12.00,21.00,0.57,65.00,6.00,17.00,35.29,19.00,45.00,42.22,9.00,12.00,75.00,0.00,8.00,0.38,1.00,20.00,0.05,21.00,5.00,68.00
