Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,0.00,93.00,36.00,44.00,13.00,37.00,6.00,31.00,17.00,17.00,1.00,93.00,12.00,21.00,57.14,22.00,38.00,57.89,13.00,16.00,81.25,2.00,8.00,0.47,1.00,22.00,0.05,17.00,3.00,111.00
Coop/São José Basketball,1,0.00,91.00,33.00,46.00,12.00,36.00,8.00,28.00,16.00,10.00,1.60,91.00,11.00,25.00,44.00,23.00,41.00,56.10,12.00,18.00,66.67,1.00,8.00,0.80,3.00,21.00,0.14,10.00,4.00,106.00
Flamengo,1,0.00,89.00,24.00,46.00,19.00,35.00,10.00,25.00,21.00,13.00,1.62,89.00,8.00,21.00,38.10,23.00,38.00,60.53,19.00,23.00,82.61,1.00,11.00,0.85,2.00,27.00,0.07,13.00,0.00,113.00
Bauru Basket,1,0.00,88.00,33.00,46.00,9.00,35.00,5.00,30.00,19.00,10.00,1.90,88.00,11.00,26.00,42.31,23.00,30.00,76.67,9.00,14.00,64.29,0.00,4.00,0.40,1.00,16.00,0.06,10.00,2.00,110.00
Mogi,1,0.00,83.00,30.00,46.00,7.00,33.00,11.00,22.00,23.00,14.00,1.64,83.00,10.00,23.00,43.48,23.00,40.00,57.50,7.00,9.00,77.78,4.00,10.00,0.71,3.00,22.00,0.14,14.00,3.00,105.00
Fortaleza B. C. / CFO,1,0.00,80.00,36.00,30.00,14.00,46.00,19.00,27.00,15.00,9.00,1.67,80.00,12.00,37.00,32.43,15.00,41.00,36.59,14.00,19.00,73.68,1.00,6.00,0.67,2.00,21.00,0.10,9.00,1.00,84.00
Minas,1,0.00,75.00,24.00,38.00,13.00,47.00,10.00,37.00,16.00,17.00,0.94,75.00,8.00,21.00,38.10,19.00,36.00,52.78,13.00,18.00,72.22,0.00,8.00,0.47,3.00,19.00,0.16,17.00,4.00,97.00
Paulistano,1,0.00,74.00,30.00,34.00,10.00,39.00,13.00,26.00,13.00,11.00,1.18,74.00,10.00,28.00,35.71,17.00,36.00,47.22,10.00,15.00,66.67,1.00,7.00,0.64,1.00,14.00,0.07,11.00,2.00,81.00
Pinheiros,1,0.00,68.00,12.00,40.00,16.00,33.00,14.00,19.00,9.00,13.00,0.69,68.00,4.00,20.00,20.00,20.00,49.00,40.82,16.00,22.00,72.73,0.00,12.00,0.92,4.00,23.00,0.17,13.00,3.00,62.00
Rio Claro,1,0.00,67.00,27.00,32.00,8.00,29.00,3.00,26.00,21.00,12.00,1.75,67.00,9.00,23.00,39.13,16.00,28.00,57.14,8.00,15.00,53.33,2.00,9.00,0.75,3.00,18.00,0.17,12.00,4.00,84.00
Sesi Franca,1,0.00,65.00,12.00,36.00,17.00,30.00,10.00,20.00,10.00,16.00,0.63,65.00,4.00,19.00,21.05,18.00,36.00,50.00,17.00,26.00,65.38,4.00,9.00,0.56,2.00,26.00,0.08,16.00,2.00,58.00
Macaé Basquete,1,0.00,64.00,24.00,26.00,14.00,25.00,9.00,16.00,7.00,7.00,1.00,64.00,8.00,31.00,25.81,13.00,29.00,44.83,14.00,20.00,70.00,1.00,8.00,1.14,0.00,22.00,0.00,7.00,3.00,52.00
Vitória,1,0.00,64.00,9.00,36.00,19.00,32.00,12.00,20.00,7.00,13.00,0.54,64.00,3.00,16.00,18.75,18.00,42.00,42.86,19.00,24.00,79.17,3.00,7.00,0.54,3.00,15.00,0.20,13.00,5.00,58.00
Caxias do Sul Basquete,1,0.00,48.00,18.00,24.00,6.00,30.00,7.00,23.00,12.00,12.00,1.00,48.00,6.00,26.00,23.08,12.00,32.00,37.50,6.00,18.00,33.33,0.00,12.00,1.00,1.00,23.00,0.04,12.00,3.00,39.00
