Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pato Basquete,1,0.00,97.00,36.00,52.00,9.00,37.00,12.00,25.00,17.00,6.00,2.83,97.00,12.00,29.00,41.38,26.00,42.00,61.90,9.00,10.00,90.00,1.00,1.00,0.17,1.00,24.00,0.04,6.00,1.00,113.00
Flamengo,2,0.00,97.00,27.00,51.00,19.00,40.00,10.00,30.00,30.50,14.50,2.10,97.00,9.00,22.00,40.91,25.50,42.00,60.71,19.00,21.50,88.37,3.00,9.00,0.62,2.00,15.50,0.13,14.50,2.00,132.00
Fortaleza B. C. / CFO,2,0.00,96.00,18.00,46.00,32.00,37.50,8.50,29.00,13.00,13.50,0.96,96.00,6.00,19.00,31.58,23.00,39.00,58.97,32.00,43.00,74.42,2.00,8.00,0.59,1.50,21.00,0.07,13.50,2.00,102.50
São Paulo,1,0.00,90.00,30.00,44.00,16.00,45.00,8.00,37.00,18.00,14.00,1.29,90.00,10.00,27.00,37.04,22.00,32.00,68.75,16.00,19.00,84.21,2.00,4.00,0.29,5.00,18.00,0.28,14.00,1.00,118.00
R10 Score Vasco da Gama,1,0.00,89.00,27.00,48.00,14.00,22.00,4.00,18.00,25.00,10.00,2.50,89.00,9.00,26.00,34.62,24.00,36.00,66.67,14.00,16.00,87.50,1.00,8.00,0.80,4.00,18.00,0.22,10.00,4.00,107.00
Botafogo,1,0.00,86.00,33.00,40.00,13.00,36.00,15.00,21.00,15.00,8.00,1.88,86.00,11.00,30.00,36.67,20.00,39.00,51.28,13.00,19.00,68.42,0.00,3.00,0.38,1.00,16.00,0.06,8.00,0.00,89.00
Pinheiros,2,0.00,86.00,25.50,47.00,13.50,42.50,14.00,28.50,27.00,8.50,3.18,86.00,8.50,25.00,34.00,23.50,42.50,55.29,13.50,17.00,79.41,1.50,4.50,0.53,2.00,19.00,0.11,8.50,1.00,114.50
UNIFACISA,2,0.00,81.50,37.50,36.00,8.00,42.00,12.00,30.00,18.50,10.50,1.76,81.50,12.50,33.50,37.31,18.00,35.00,51.43,8.00,12.00,66.67,0.50,7.00,0.67,2.00,18.00,0.11,10.50,3.00,98.50
Coop/São José Basketball,2,0.00,81.50,25.50,46.00,10.00,38.50,9.50,29.00,18.00,15.50,1.16,81.50,8.50,23.50,36.17,23.00,46.00,50.00,10.00,16.50,60.61,0.50,5.50,0.35,1.00,24.00,0.04,15.50,3.00,84.50
Corinthians,2,0.00,80.00,28.50,37.00,14.50,41.00,10.50,30.50,19.00,15.50,1.23,80.00,9.50,28.00,33.93,18.50,33.00,56.06,14.50,20.50,70.73,2.00,8.00,0.52,2.00,18.00,0.11,15.50,3.50,95.50
BRB/Brasília,2,0.00,78.00,30.00,35.00,13.00,28.00,5.50,22.50,12.50,13.50,0.93,78.00,10.00,24.00,41.67,17.50,34.00,51.47,13.00,17.50,74.29,0.50,7.00,0.52,4.00,21.00,0.19,13.50,3.00,81.00
União Corinthians,2,0.00,74.00,27.00,37.00,10.00,37.50,12.00,25.50,22.00,18.00,1.22,74.00,9.00,26.50,33.96,18.50,36.00,51.39,10.00,14.50,68.97,0.00,5.50,0.31,2.50,18.50,0.14,18.00,6.00,84.00
Mogi,2,0.00,71.50,19.50,41.00,11.00,30.00,7.00,23.00,12.50,12.00,1.04,71.50,6.50,24.50,26.53,20.50,35.00,58.57,11.00,17.50,62.86,0.50,5.00,0.42,0.50,24.50,0.02,12.00,1.50,68.50
Paulistano,1,0.00,71.00,36.00,22.00,13.00,31.00,10.00,21.00,19.00,8.00,2.38,71.00,12.00,31.00,38.71,11.00,37.00,29.73,13.00,20.00,65.00,1.00,10.00,1.25,2.00,21.00,0.10,8.00,2.00,73.00
Caxias do Sul Basquete,1,0.00,62.00,6.00,38.00,18.00,24.00,10.00,14.00,17.00,15.00,1.13,62.00,2.00,17.00,11.76,19.00,45.00,42.22,18.00,24.00,75.00,2.00,10.00,0.67,0.00,24.00,0.00,15.00,1.00,51.00
Cerrado,2,0.00,58.50,21.00,29.00,8.50,30.50,6.00,24.50,11.00,12.50,0.88,58.50,7.00,23.50,29.79,14.50,35.00,41.43,8.50,16.50,51.52,0.50,6.00,0.48,1.50,15.50,0.10,12.50,4.00,50.00
