Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Minas,2,0.00,97.50,36.00,48.00,13.50,37.50,6.50,31.00,23.00,15.00,1.53,97.50,12.00,28.00,42.86,24.00,33.50,71.64,13.50,19.50,69.23,3.00,7.00,0.47,1.00,19.00,0.05,15.00,4.00,119.50
Sesi Franca,2,0.00,95.50,43.50,38.00,14.00,36.50,14.00,22.50,20.50,8.00,2.56,95.50,14.50,34.00,42.65,19.00,37.00,51.35,14.00,18.50,75.68,1.50,4.00,0.50,1.50,24.50,0.06,8.00,1.50,108.00
UNIFACISA,2,0.00,92.50,34.50,34.00,24.00,33.00,11.00,22.00,18.50,11.50,1.61,92.50,11.50,32.50,35.38,17.00,28.00,60.71,24.00,30.50,78.69,0.50,6.00,0.52,2.00,20.00,0.10,11.50,0.50,102.00
Bauru Basket,2,0.00,92.00,27.00,47.00,18.00,40.00,13.00,27.00,23.00,10.50,2.19,92.00,9.00,32.00,28.13,23.50,40.50,58.02,18.00,21.50,83.72,2.50,9.00,0.86,3.00,21.50,0.14,10.50,1.00,113.00
Paulistano,1,0.00,85.00,15.00,58.00,12.00,43.00,12.00,31.00,21.00,14.00,1.50,85.00,5.00,26.00,19.23,29.00,43.00,67.44,12.00,20.00,60.00,7.00,7.00,0.50,4.00,18.00,0.22,14.00,2.00,103.00
Fortaleza B. C. / CFO,2,0.00,81.50,24.00,44.00,13.50,41.00,11.50,29.50,18.50,16.00,1.16,81.50,8.00,25.50,31.37,22.00,38.50,57.14,13.50,20.50,65.85,2.00,6.50,0.41,2.50,19.50,0.13,16.00,2.50,93.00
União Corinthians,1,0.00,78.00,39.00,28.00,11.00,31.00,6.00,25.00,24.00,10.00,2.40,78.00,13.00,30.00,43.33,14.00,32.00,43.75,11.00,18.00,61.11,0.00,9.00,0.90,4.00,23.00,0.17,10.00,2.00,94.00
Caxias do Sul Basquete,2,0.00,77.50,22.50,36.00,19.00,43.00,13.00,30.00,21.50,16.50,1.30,77.50,7.50,34.00,22.06,18.00,31.00,58.06,19.00,25.00,76.00,1.50,9.50,0.58,2.50,22.50,0.11,16.50,2.00,92.00
Corinthians,1,0.00,77.00,27.00,38.00,12.00,35.00,7.00,28.00,18.00,11.00,1.64,77.00,9.00,22.00,40.91,19.00,39.00,48.72,12.00,17.00,70.59,4.00,8.00,0.73,2.00,17.00,0.12,11.00,0.00,91.00
R10 Score Vasco da Gama,2,0.00,77.00,24.00,35.00,18.00,35.00,5.00,30.00,18.00,14.50,1.24,77.00,8.00,24.50,32.65,17.50,28.00,62.50,18.00,22.50,80.00,2.00,6.50,0.45,3.50,23.50,0.15,14.50,3.00,94.00
Botafogo,3,0.00,73.67,24.00,36.67,13.00,33.00,6.33,26.67,16.33,14.00,1.17,73.67,8.00,23.00,34.78,18.33,37.67,48.67,13.00,18.00,72.22,0.67,7.33,0.52,1.00,22.00,0.05,14.00,2.00,78.00
Pinheiros,1,0.00,73.00,33.00,26.00,14.00,25.00,4.00,21.00,21.00,15.00,1.40,73.00,11.00,19.00,57.89,13.00,33.00,39.39,14.00,19.00,73.68,0.00,6.00,0.40,1.00,17.00,0.06,15.00,3.00,78.00
Coop/São José Basketball,1,0.00,71.00,12.00,48.00,11.00,37.00,10.00,27.00,20.00,20.00,1.00,71.00,4.00,21.00,19.05,24.00,38.00,63.16,11.00,17.00,64.71,3.00,7.00,0.35,3.00,21.00,0.14,20.00,6.00,81.00
Cerrado,1,0.00,71.00,21.00,36.00,14.00,36.00,10.00,26.00,12.00,14.00,0.86,71.00,7.00,23.00,30.43,18.00,40.00,45.00,14.00,19.00,73.68,1.00,7.00,0.50,0.00,22.00,0.00,14.00,2.00,69.00
Mogi,1,0.00,70.00,36.00,28.00,6.00,39.00,10.00,29.00,19.00,18.00,1.06,70.00,12.00,31.00,38.71,14.00,34.00,41.18,6.00,10.00,60.00,0.00,7.00,0.39,0.00,20.00,0.00,18.00,3.00,74.00
BRB/Brasília,1,0.00,68.00,21.00,32.00,15.00,34.00,16.00,18.00,13.00,17.00,0.76,68.00,7.00,25.00,28.00,16.00,45.00,35.56,15.00,21.00,71.43,1.00,7.00,0.41,1.00,20.00,0.05,17.00,4.00,53.00
Pato Basquete,1,0.00,67.00,27.00,22.00,18.00,28.00,9.00,19.00,12.00,11.00,1.09,67.00,9.00,32.00,28.13,11.00,23.00,47.83,18.00,21.00,85.71,1.00,4.00,0.36,1.00,19.00,0.05,11.00,2.00,63.00
