Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
BRB/Brasília,1,0.00,94.00,39.00,40.00,15.00,39.00,10.00,29.00,20.00,12.00,1.67,94.00,13.00,31.00,41.94,20.00,36.00,55.56,15.00,19.00,78.95,2.00,10.00,0.83,1.00,21.00,0.05,12.00,5.00,114.00
Sesi Franca,1,0.00,89.00,33.00,38.00,18.00,35.00,6.00,29.00,27.00,13.00,2.08,89.00,11.00,25.00,44.00,19.00,33.00,57.58,18.00,24.00,75.00,5.00,11.00,0.85,6.00,19.00,0.32,13.00,2.00,121.00
União Corinthians,2,0.00,82.00,28.50,41.00,12.50,38.00,5.50,32.50,14.50,12.50,1.16,82.00,9.50,25.00,38.00,20.50,35.50,57.75,12.50,16.50,75.76,0.50,5.00,0.40,4.00,23.00,0.17,12.50,1.50,96.50
Bauru Basket,2,0.00,81.00,36.00,35.00,10.00,31.00,7.50,23.50,19.00,13.50,1.41,81.00,12.00,31.00,38.71,17.50,32.00,54.69,10.00,12.00,83.33,1.00,10.50,0.78,2.00,16.00,0.13,13.50,4.00,94.50
Pinheiros,1,0.00,76.00,21.00,40.00,15.00,34.00,9.00,25.00,18.00,15.00,1.20,76.00,7.00,19.00,36.84,20.00,42.00,47.62,15.00,23.00,65.22,1.00,4.00,0.27,1.00,18.00,0.06,15.00,1.00,76.00
UNIFACISA,2,0.00,75.00,27.00,36.00,12.00,38.00,11.00,27.00,19.50,14.50,1.34,75.00,9.00,27.50,32.73,18.00,32.00,56.25,12.00,17.00,70.59,2.00,10.50,0.72,3.00,17.50,0.17,14.50,2.50,94.00
Botafogo,2,0.00,74.50,19.50,45.00,10.00,37.50,10.50,27.00,14.00,13.00,1.08,74.50,6.50,27.00,24.07,22.50,37.00,60.81,10.00,18.00,55.56,0.50,7.00,0.54,3.00,19.50,0.15,13.00,4.00,80.00
Fortaleza B. C. / CFO,2,0.00,73.50,16.50,39.00,18.00,36.50,8.00,28.50,15.50,14.50,1.07,73.50,5.50,17.50,31.43,19.50,37.50,52.00,18.00,27.50,65.45,2.00,6.00,0.41,3.00,18.50,0.16,14.50,4.00,80.50
Minas,1,0.00,72.00,12.00,50.00,10.00,43.00,12.00,31.00,17.00,19.00,0.89,72.00,4.00,24.00,16.67,25.00,41.00,60.98,10.00,15.00,66.67,2.00,15.00,0.79,1.00,15.00,0.07,19.00,6.00,88.00
Pato Basquete,2,0.00,70.50,31.50,29.00,10.00,40.00,11.00,29.00,17.00,16.50,1.03,70.50,10.50,34.00,30.88,14.50,25.00,58.00,10.00,17.00,58.82,1.50,7.00,0.42,1.00,20.00,0.05,16.50,3.50,78.00
Coop/São José Basketball,2,0.00,70.00,21.00,40.00,9.00,36.00,8.50,27.50,14.50,13.50,1.07,70.00,7.00,25.00,28.00,20.00,40.50,49.38,9.00,14.50,62.07,0.00,9.50,0.70,1.50,21.50,0.07,13.50,3.00,74.00
Corinthians,1,0.00,67.00,15.00,40.00,12.00,40.00,10.00,30.00,11.00,9.00,1.22,67.00,5.00,22.00,22.73,20.00,43.00,46.51,12.00,17.00,70.59,1.00,6.00,0.67,3.00,16.00,0.19,9.00,3.00,73.00
São Paulo,1,0.00,66.00,12.00,38.00,16.00,35.00,10.00,25.00,11.00,9.00,1.22,66.00,4.00,25.00,16.00,19.00,35.00,54.29,16.00,20.00,80.00,1.00,6.00,0.67,2.00,13.00,0.15,9.00,0.00,70.00
Caxias do Sul Basquete,1,0.00,66.00,9.00,36.00,21.00,37.00,10.00,27.00,13.00,10.00,1.30,66.00,3.00,10.00,30.00,18.00,52.00,34.62,21.00,33.00,63.64,3.00,10.00,1.00,2.00,19.00,0.11,10.00,3.00,65.00
R10 Score Vasco da Gama,2,0.00,65.50,22.50,30.00,13.00,36.00,11.50,24.50,18.00,15.00,1.20,65.50,7.50,33.50,22.39,15.00,25.50,58.82,13.00,21.50,60.47,0.50,8.50,0.57,0.00,20.00,0.00,15.00,3.00,68.00
Mogi,2,0.00,65.50,30.00,28.00,7.50,30.00,6.50,23.50,17.50,15.50,1.13,65.50,10.00,23.00,43.48,14.00,30.50,45.90,7.50,13.50,55.56,0.00,5.50,0.35,1.50,20.00,0.08,15.50,2.50,69.00
Paulistano,2,0.00,60.50,13.50,37.00,10.00,38.00,14.00,24.00,11.50,20.50,0.56,60.50,4.50,19.00,23.68,18.50,42.00,44.05,10.00,14.00,71.43,1.00,8.00,0.39,1.50,18.00,0.08,20.50,3.50,57.00
Cerrado,1,0.00,58.00,12.00,38.00,8.00,55.00,23.00,32.00,12.00,12.00,1.00,58.00,4.00,29.00,13.79,19.00,43.00,44.19,8.00,16.00,50.00,0.00,3.00,0.25,1.00,19.00,0.05,12.00,2.00,60.00
