Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,2,0.00,95.00,27.00,56.00,12.00,48.00,12.50,35.50,20.50,15.50,1.32,95.00,9.00,22.50,40.00,28.00,45.00,62.22,12.00,15.00,80.00,3.50,7.50,0.48,3.50,11.00,0.32,15.50,1.50,125.50
Bauru Basket,2,0.00,94.50,30.00,43.00,21.50,38.00,7.50,30.50,21.50,12.50,1.72,94.50,10.00,26.50,37.74,21.50,33.00,65.15,21.50,27.00,79.63,2.00,10.50,0.84,3.50,18.50,0.19,12.50,2.50,122.00
Coop/São José Basketball,2,0.00,89.00,24.00,51.00,14.00,42.50,10.50,32.00,23.00,15.50,1.48,89.00,8.00,27.00,29.63,25.50,39.50,64.56,14.00,18.00,77.78,1.50,10.00,0.65,1.50,20.50,0.07,15.50,2.50,113.50
R10 Score Vasco da Gama,2,0.00,87.00,42.00,34.00,11.00,40.00,14.00,26.00,24.00,14.50,1.66,87.00,14.00,30.00,46.67,17.00,34.50,49.28,11.00,14.00,78.57,2.50,6.00,0.41,2.00,19.50,0.10,14.50,4.50,108.00
Minas,2,0.00,84.50,43.50,32.00,9.00,35.50,11.00,24.50,17.00,11.50,1.48,84.50,14.50,28.00,51.79,16.00,34.50,46.38,9.00,12.50,72.00,1.00,5.50,0.48,1.50,18.50,0.08,11.50,2.00,97.00
Cerrado,1,0.00,84.00,24.00,50.00,10.00,47.00,12.00,35.00,24.00,14.00,1.71,84.00,8.00,22.00,36.36,25.00,42.00,59.52,10.00,14.00,71.43,4.00,8.00,0.57,4.00,14.00,0.29,14.00,3.00,118.00
Mogi,3,0.00,83.67,41.00,28.67,14.00,27.67,8.67,19.00,19.00,15.33,1.24,83.67,13.67,28.33,48.24,14.33,27.00,53.09,14.00,17.67,79.25,0.33,5.67,0.37,1.00,21.00,0.05,15.33,4.33,90.67
Fortaleza B. C. / CFO,2,0.00,82.50,28.50,43.00,11.00,29.00,5.50,23.50,18.00,9.50,1.89,82.50,9.50,24.50,38.78,21.50,35.00,61.43,11.00,19.00,57.89,0.50,7.00,0.74,3.50,14.00,0.25,9.50,1.00,94.00
São Paulo,2,0.00,82.00,25.50,47.00,9.50,37.50,12.00,25.50,15.50,11.00,1.41,82.00,8.50,27.00,31.48,23.50,37.50,62.67,9.50,12.00,79.17,1.00,4.00,0.36,3.50,14.50,0.24,11.00,2.00,96.50
Pinheiros,2,0.00,81.00,25.50,47.00,8.50,41.50,18.00,23.50,15.50,12.50,1.24,81.00,8.50,28.50,29.82,23.50,44.00,53.41,8.50,14.00,60.71,2.50,5.00,0.40,0.50,17.00,0.03,12.50,1.00,85.00
UNIFACISA,2,0.00,80.50,22.50,49.00,9.00,37.50,8.00,29.50,18.50,12.50,1.48,80.50,7.50,28.50,26.32,24.50,39.00,62.82,9.00,11.50,78.26,1.00,7.00,0.56,1.00,17.50,0.06,12.50,2.50,94.00
Flamengo,2,0.00,79.50,24.00,42.00,13.50,29.00,9.50,19.50,16.00,12.00,1.33,79.50,8.00,26.50,30.19,21.00,34.00,61.76,13.50,20.50,65.85,3.00,10.00,0.83,2.50,18.00,0.14,12.00,2.50,86.50
Botafogo,2,0.00,76.50,27.00,36.00,13.50,36.00,13.00,23.00,16.00,19.00,0.84,76.50,9.00,22.50,40.00,18.00,40.50,44.44,13.50,19.00,71.05,0.00,5.00,0.26,2.00,20.00,0.10,19.00,3.50,75.00
Paulistano,2,0.00,75.00,24.00,41.00,10.00,37.00,13.00,24.00,15.50,10.50,1.48,75.00,8.00,26.00,30.77,20.50,40.50,50.62,10.00,17.50,57.14,1.00,7.00,0.67,3.50,20.50,0.17,10.50,1.50,82.00
Corinthians,2,0.00,70.00,18.00,37.00,15.00,41.00,9.50,31.50,11.00,12.50,0.88,70.00,6.00,25.50,23.53,18.50,38.50,48.05,15.00,18.50,81.08,0.50,5.50,0.44,1.50,15.00,0.10,12.50,2.50,73.50
Pato Basquete,2,0.00,67.50,28.50,28.00,11.00,34.00,11.50,22.50,15.50,13.50,1.15,67.50,9.50,29.00,32.76,14.00,32.50,43.08,11.00,13.00,84.62,2.00,6.00,0.44,2.00,16.00,0.13,13.50,2.00,71.50
União Corinthians,2,0.00,61.50,24.00,31.00,6.50,31.50,9.00,22.50,13.50,13.00,1.04,61.50,8.00,29.00,27.59,15.50,37.50,41.33,6.50,11.50,56.52,0.50,4.50,0.35,1.50,20.00,0.08,13.00,2.00,51.50
Caxias do Sul Basquete,2,0.00,59.50,19.50,32.00,8.00,31.00,11.00,20.00,16.00,17.50,0.91,59.50,6.50,26.50,24.53,16.00,37.00,43.24,8.00,11.00,72.73,4.00,7.50,0.43,1.50,19.50,0.08,17.50,3.50,54.00
BRB/Brasília,2,0.00,53.50,18.00,26.00,9.50,33.00,12.00,21.00,10.50,13.50,0.78,53.50,6.00,24.00,25.00,13.00,41.50,31.33,9.50,15.00,63.33,1.50,7.00,0.52,1.50,17.00,0.09,13.50,2.50,40.00
