Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Corinthians,1,0.00,94.00,30.00,48.00,16.00,37.00,13.00,24.00,21.00,9.00,2.33,94.00,10.00,29.00,34.48,24.00,39.00,61.54,16.00,23.00,69.57,2.00,6.00,0.67,2.00,18.00,0.11,9.00,2.00,110.00
Pinheiros,1,0.00,92.00,39.00,40.00,13.00,34.00,10.00,24.00,18.00,9.00,2.00,92.00,13.00,35.00,37.14,20.00,30.00,66.67,13.00,20.00,65.00,0.00,2.00,0.22,1.00,20.00,0.05,9.00,1.00,99.00
Flamengo,2,0.00,91.00,33.00,42.00,16.00,40.00,14.50,25.50,26.00,8.50,3.06,91.00,11.00,34.00,32.35,21.00,35.50,59.15,16.00,19.00,84.21,0.50,7.00,0.82,1.00,22.50,0.04,8.50,2.00,116.00
Minas,2,0.00,89.00,36.00,38.00,15.00,35.50,9.50,26.00,25.00,13.00,1.92,89.00,12.00,31.50,38.10,19.00,35.50,53.52,15.00,20.50,73.17,1.50,4.50,0.35,3.50,17.50,0.20,13.00,2.50,103.00
Botafogo,1,0.00,83.00,21.00,40.00,22.00,35.00,13.00,22.00,18.00,15.00,1.20,83.00,7.00,28.00,25.00,20.00,33.00,60.61,22.00,29.00,75.86,0.00,6.00,0.40,1.00,21.00,0.05,15.00,2.00,87.00
São Paulo,2,0.00,82.50,18.00,46.00,18.50,32.50,8.00,24.50,16.00,10.50,1.52,82.50,6.00,19.50,30.77,23.00,36.00,63.89,18.50,23.50,78.72,2.00,8.00,0.76,2.50,18.50,0.14,10.50,2.00,99.50
Fortaleza B. C. / CFO,2,0.00,82.00,27.00,46.00,9.00,38.00,7.00,31.00,22.50,15.00,1.50,82.00,9.00,23.00,39.13,23.00,40.00,57.50,9.00,15.00,60.00,1.50,4.00,0.27,2.50,15.50,0.16,15.00,4.50,97.00
BRB/Brasília,1,0.00,81.00,27.00,36.00,18.00,34.00,9.00,25.00,15.00,11.00,1.36,81.00,9.00,19.00,47.37,18.00,42.00,42.86,18.00,25.00,72.00,1.00,9.00,0.82,3.00,30.00,0.10,11.00,1.00,90.00
Coop/São José Basketball,2,0.00,80.50,34.50,36.00,10.00,43.00,11.50,31.50,17.50,17.00,1.03,80.50,11.50,29.00,39.66,18.00,37.50,48.00,10.00,12.50,80.00,1.50,8.00,0.47,2.00,15.50,0.13,17.00,3.50,94.50
UNIFACISA,2,0.00,75.00,22.50,32.00,20.50,36.00,8.00,28.00,12.00,12.00,1.00,75.00,7.50,26.00,28.85,16.00,30.00,53.33,20.50,24.00,85.42,0.50,6.50,0.54,1.00,19.50,0.05,12.00,2.50,82.50
Caxias do Sul Basquete,2,0.00,72.00,24.00,33.00,15.00,31.50,10.00,21.50,15.50,17.00,0.91,72.00,8.00,22.00,36.36,16.50,37.00,44.59,15.00,20.00,75.00,2.00,8.50,0.50,1.00,20.50,0.05,17.00,3.50,72.00
Cerrado,2,0.00,72.00,19.50,40.00,12.50,36.50,8.50,28.00,18.50,9.50,1.95,72.00,6.50,25.50,25.49,20.00,37.50,53.33,12.50,18.50,67.57,2.00,8.50,0.89,1.50,14.50,0.10,9.50,2.00,85.00
Paulistano,2,0.00,72.00,19.50,40.00,12.50,39.50,13.50,26.00,12.50,12.50,1.00,72.00,6.50,20.50,31.71,20.00,40.00,50.00,12.50,19.00,65.79,2.50,8.50,0.68,3.00,19.50,0.15,12.50,1.50,82.50
Mogi,2,0.00,71.00,22.50,34.00,14.50,35.50,9.50,26.00,16.00,13.50,1.19,71.00,7.50,29.00,25.86,17.00,26.50,64.15,14.50,22.50,64.44,0.50,5.50,0.41,0.50,21.50,0.02,13.50,2.50,76.00
Bauru Basket,3,0.00,70.33,29.00,32.00,9.33,32.33,9.00,23.33,17.00,16.00,1.06,70.33,9.67,30.67,31.52,16.00,30.33,52.75,9.33,13.00,71.79,1.00,6.67,0.42,2.00,19.67,0.10,16.00,5.33,73.33
Pato Basquete,2,0.00,69.50,18.00,44.00,7.50,40.00,15.00,25.00,14.50,8.00,1.81,69.50,6.00,24.50,24.49,22.00,47.50,46.32,7.50,12.50,60.00,2.00,6.00,0.75,0.50,20.00,0.03,8.00,1.50,73.50
R10 Score Vasco da Gama,2,0.00,69.00,19.50,39.00,10.50,37.50,11.50,26.00,19.00,17.00,1.12,69.00,6.50,24.50,26.53,19.50,39.50,49.37,10.50,14.50,72.41,1.50,11.00,0.65,4.00,16.00,0.25,17.00,3.50,81.50
Sesi Franca,1,0.00,67.00,15.00,34.00,18.00,35.00,10.00,25.00,12.00,14.00,0.86,67.00,5.00,27.00,18.52,17.00,29.00,58.62,18.00,21.00,85.71,1.00,1.00,0.07,5.00,22.00,0.23,14.00,3.00,69.00
União Corinthians,2,0.00,62.50,21.00,33.00,8.50,34.00,11.50,22.50,12.50,13.00,0.96,62.50,7.00,26.50,26.42,16.50,31.00,53.23,8.50,11.00,77.27,0.50,5.00,0.38,1.00,20.00,0.05,13.00,1.50,65.50
