Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,0.00,97.00,57.00,32.00,8.00,40.00,6.00,34.00,25.00,13.00,1.92,97.00,19.00,34.00,55.88,16.00,30.00,53.33,8.00,11.00,72.73,0.00,5.00,0.38,2.00,25.00,0.08,13.00,3.00,124.00
UNIFACISA,2,0.00,92.50,40.50,46.00,6.00,39.00,8.50,30.50,24.00,16.00,1.50,92.50,13.50,32.50,41.54,23.00,34.00,67.65,6.00,8.50,70.59,0.00,9.50,0.59,3.00,12.00,0.25,16.00,3.00,119.50
Paulistano,2,0.00,92.00,28.50,51.00,12.50,35.00,9.50,25.50,23.50,14.50,1.62,92.00,9.50,26.00,36.54,25.50,38.50,66.23,12.50,17.00,73.53,2.50,11.50,0.79,1.50,24.00,0.06,14.50,3.50,115.00
Flamengo,2,0.00,91.50,39.00,36.00,16.50,31.00,9.00,22.00,20.50,10.50,1.95,91.50,13.00,25.50,50.98,18.00,35.50,50.70,16.50,22.50,73.33,1.00,9.50,0.90,1.50,14.50,0.10,10.50,1.50,107.50
Minas,2,0.00,89.50,24.00,47.00,18.50,50.50,13.50,37.00,21.00,14.50,1.45,89.50,8.00,22.00,36.36,23.50,42.50,55.29,18.50,27.50,67.27,2.00,6.00,0.41,3.00,21.50,0.14,14.50,1.50,113.50
Botafogo,1,0.00,88.00,24.00,46.00,18.00,42.00,10.00,32.00,21.00,13.00,1.62,88.00,8.00,25.00,32.00,23.00,39.00,58.97,18.00,28.00,64.29,0.00,8.00,0.62,4.00,29.00,0.14,13.00,3.00,107.00
Fortaleza B. C. / CFO,2,0.00,85.00,16.50,53.00,15.50,43.00,11.00,32.00,16.00,14.50,1.10,85.00,5.50,20.50,26.83,26.50,40.50,65.43,15.50,18.50,83.78,3.50,6.00,0.41,1.50,18.50,0.08,14.50,2.00,105.00
Pinheiros,2,0.00,83.50,31.50,37.00,15.00,40.00,12.00,28.00,14.00,16.00,0.88,83.50,10.50,31.00,33.87,18.50,34.00,54.41,15.00,20.00,75.00,1.50,4.50,0.28,5.50,23.50,0.23,16.00,3.00,90.50
R10 Score Vasco da Gama,1,0.00,80.00,24.00,44.00,12.00,44.00,15.00,29.00,16.00,13.00,1.23,80.00,8.00,29.00,27.59,22.00,38.00,57.89,12.00,15.00,80.00,1.00,5.00,0.38,1.00,22.00,0.05,13.00,3.00,93.00
Pato Basquete,2,0.00,78.50,28.50,39.00,11.00,41.50,14.00,27.50,11.00,12.00,0.92,78.50,9.50,25.50,37.25,19.50,36.50,53.42,11.00,16.50,66.67,0.50,5.00,0.42,2.00,20.00,0.10,12.00,1.00,87.50
Cerrado,2,0.00,78.00,28.50,43.00,6.50,29.50,10.50,19.00,14.00,13.50,1.04,78.00,9.50,24.00,39.58,21.50,44.50,48.31,6.50,11.50,56.52,1.00,13.00,0.96,1.50,13.00,0.12,13.50,0.50,80.00
Coop/São José Basketball,2,0.00,76.50,24.00,37.00,15.50,37.50,11.00,26.50,15.50,16.50,0.94,76.50,8.00,22.50,35.56,18.50,39.00,47.44,15.50,20.00,77.50,1.00,7.00,0.42,2.00,22.50,0.09,16.50,3.50,82.50
Bauru Basket,1,0.00,75.00,21.00,42.00,12.00,33.00,10.00,23.00,12.00,9.00,1.33,75.00,7.00,29.00,24.14,21.00,40.00,52.50,12.00,20.00,60.00,1.00,6.00,0.67,2.00,17.00,0.12,9.00,2.00,70.00
Corinthians,2,0.00,75.00,27.00,31.00,17.00,31.50,8.50,23.00,17.50,11.50,1.52,75.00,9.00,27.00,33.33,15.50,32.00,48.44,17.00,22.00,77.27,0.50,4.50,0.39,2.50,20.50,0.12,11.50,0.50,80.00
BRB/Brasília,2,0.00,71.00,24.00,40.00,7.00,29.50,7.50,22.00,14.00,12.50,1.12,71.00,8.00,26.00,30.77,20.00,40.00,50.00,7.00,11.00,63.64,2.00,6.50,0.52,0.00,16.00,0.00,12.50,1.50,66.50
Mogi,2,0.00,70.50,22.50,33.00,15.00,33.00,8.50,24.50,19.00,11.50,1.65,70.50,7.50,22.50,33.33,16.50,34.50,47.83,15.00,23.00,65.22,0.50,5.50,0.48,0.50,21.00,0.02,11.50,0.50,76.00
São Paulo,2,0.00,69.50,22.50,28.00,19.00,36.00,9.00,27.00,14.50,10.50,1.38,69.50,7.50,26.50,28.30,14.00,29.00,48.28,19.00,26.50,71.70,1.00,7.50,0.71,2.50,15.50,0.16,10.50,2.50,78.00
União Corinthians,2,0.00,67.00,28.50,29.00,9.50,34.50,12.00,22.50,16.50,10.50,1.57,67.00,9.50,37.50,25.33,14.50,34.00,42.65,9.50,15.00,63.33,1.00,7.50,0.71,1.00,26.00,0.04,10.50,0.50,63.00
Caxias do Sul Basquete,2,0.00,64.50,22.50,28.00,14.00,29.50,7.50,22.00,13.50,16.00,0.84,64.50,7.50,24.50,30.61,14.00,29.50,47.46,14.00,22.50,62.22,3.50,6.00,0.38,3.00,19.00,0.16,16.00,3.00,59.50
