Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,102.00,51.00,38.00,13.00,45.00,9.00,36.00,30.00,11.00,2.73,102.00,17.00,36.00,47.22,19.00,33.00,57.58,13.00,15.00,86.67,0.00,6.00,0.55,2.00,13.00,0.15,11.00,2.00,139.00
Minas,1,0.00,102.00,39.00,40.00,23.00,40.00,11.00,29.00,28.00,7.00,4.00,102.00,13.00,30.00,43.33,20.00,30.00,66.67,23.00,28.00,82.14,2.00,6.00,0.86,0.00,19.00,0.00,7.00,0.00,137.00
R10 Score Vasco da Gama,1,0.00,98.00,27.00,48.00,23.00,37.00,13.00,24.00,24.00,10.00,2.40,98.00,9.00,28.00,32.14,24.00,37.00,64.86,23.00,33.00,69.70,2.00,6.00,0.60,4.00,21.00,0.19,10.00,1.00,117.00
Cerrado,2,0.00,94.50,36.00,36.00,22.50,33.00,10.00,23.00,15.50,16.50,0.94,94.50,12.00,24.50,48.98,18.00,29.50,61.02,22.50,29.00,77.59,0.50,10.00,0.61,1.50,19.50,0.08,16.50,5.50,107.50
Coop/São José Basketball,1,0.00,88.00,27.00,56.00,5.00,32.00,6.00,26.00,20.00,13.00,1.54,88.00,9.00,23.00,39.13,28.00,37.00,75.68,5.00,12.00,41.67,4.00,7.00,0.54,1.00,20.00,0.05,13.00,7.00,105.00
Pinheiros,1,0.00,84.00,27.00,44.00,13.00,49.00,18.00,31.00,21.00,7.00,3.00,84.00,9.00,31.00,29.03,22.00,42.00,52.38,13.00,19.00,68.42,1.00,3.00,0.43,2.00,19.00,0.11,7.00,1.00,104.00
Botafogo,2,0.00,82.00,36.00,31.00,15.00,31.50,7.00,24.50,19.50,12.50,1.56,82.00,12.00,28.50,42.11,15.50,34.50,44.93,15.00,21.00,71.43,2.50,6.50,0.52,1.00,20.00,0.05,12.50,4.00,86.50
São Paulo,1,0.00,80.00,27.00,34.00,19.00,47.00,13.00,34.00,16.00,11.00,1.45,80.00,9.00,33.00,27.27,17.00,30.00,56.67,19.00,21.00,90.48,2.00,5.00,0.45,4.00,17.00,0.24,11.00,2.00,102.00
Pato Basquete,2,0.00,77.00,25.50,41.00,10.50,38.00,14.50,23.50,15.50,8.50,1.82,77.00,8.50,27.00,31.48,20.50,42.50,48.24,10.50,19.50,53.85,1.50,5.00,0.59,1.00,18.50,0.05,8.50,1.00,78.50
Caxias do Sul Basquete,2,0.00,75.50,24.00,40.00,11.50,32.50,10.50,22.00,16.50,15.50,1.06,75.50,8.00,22.50,35.56,20.00,38.50,51.95,11.50,18.00,63.89,1.00,6.50,0.42,2.00,22.50,0.09,15.50,2.00,78.00
União Corinthians,2,0.00,74.00,15.00,43.00,16.00,32.00,9.00,23.00,15.50,16.50,0.94,74.00,5.00,18.00,27.78,21.50,37.50,57.33,16.00,22.50,71.11,0.50,7.50,0.45,2.00,19.50,0.10,16.50,2.00,79.00
Bauru Basket,2,0.00,73.50,21.00,39.00,13.50,34.50,9.00,25.50,14.50,9.00,1.61,73.50,7.00,23.50,29.79,19.50,40.00,48.75,13.50,16.50,81.82,1.00,5.50,0.61,2.00,22.00,0.09,9.00,1.00,81.00
UNIFACISA,2,0.00,71.00,21.00,35.00,15.00,27.50,6.00,21.50,13.50,12.00,1.13,71.00,7.00,28.00,25.00,17.50,35.50,49.30,15.00,19.50,76.92,0.50,8.50,0.71,1.00,16.00,0.06,12.00,2.50,66.00
Corinthians,1,0.00,70.00,21.00,32.00,17.00,40.00,12.00,28.00,16.00,13.00,1.23,70.00,7.00,25.00,28.00,16.00,34.00,47.06,17.00,24.00,70.83,2.00,7.00,0.54,3.00,17.00,0.18,13.00,0.00,80.00
Paulistano,2,0.00,69.50,22.50,34.00,13.00,40.50,11.00,29.50,11.00,15.00,0.73,69.50,7.50,25.50,29.41,17.00,35.50,47.89,13.00,19.00,68.42,0.50,10.00,0.67,1.50,20.00,0.08,15.00,5.50,75.00
Fortaleza B. C. / CFO,2,0.00,65.50,6.00,44.00,15.50,38.50,7.00,31.50,9.00,21.00,0.43,65.50,2.00,13.50,14.81,22.00,37.00,59.46,15.50,19.50,79.49,1.50,5.00,0.24,1.00,22.50,0.04,21.00,4.00,67.50
Mogi,1,0.00,65.00,30.00,20.00,15.00,26.00,8.00,18.00,18.00,10.00,1.80,65.00,10.00,32.00,31.25,10.00,24.00,41.67,15.00,19.00,78.95,0.00,2.00,0.20,0.00,21.00,0.00,10.00,1.00,61.00
BRB/Brasília,2,0.00,63.00,15.00,35.00,13.00,35.00,11.00,24.00,11.00,14.50,0.76,63.00,5.00,22.50,22.22,17.50,38.50,45.45,13.00,19.00,68.42,2.50,7.00,0.48,1.50,20.00,0.08,14.50,1.50,58.50
