Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,2,0.00,89.00,24.00,46.00,19.00,39.50,13.00,26.50,20.00,10.00,2.00,89.00,8.00,27.00,29.63,23.00,37.50,61.33,19.00,23.50,80.85,1.00,6.00,0.60,0.50,20.00,0.03,10.00,2.00,107.00
Botafogo,2,0.00,88.50,33.00,43.00,12.50,31.50,10.50,21.00,19.00,11.00,1.73,88.50,11.00,29.50,37.29,21.50,39.00,55.13,12.50,16.50,75.76,0.50,7.00,0.64,2.00,18.00,0.11,11.00,2.00,97.00
Minas,2,0.00,87.50,27.00,42.00,18.50,44.50,11.00,33.50,23.00,14.00,1.64,87.50,9.00,24.00,37.50,21.00,38.50,54.55,18.50,25.00,74.00,1.50,4.50,0.32,4.00,12.50,0.32,14.00,4.00,110.50
Corinthians,2,0.00,86.00,25.50,48.00,12.50,43.00,14.00,29.00,19.00,12.50,1.52,86.00,8.50,25.50,33.33,24.00,41.00,58.54,12.50,17.50,71.43,2.00,2.50,0.20,2.50,24.00,0.10,12.50,1.50,101.50
Bauru Basket,2,0.00,85.00,31.50,38.00,15.50,39.00,12.00,27.00,21.00,14.00,1.50,85.00,10.50,26.00,40.38,19.00,39.00,48.72,15.50,18.00,86.11,2.00,7.50,0.54,2.50,17.50,0.14,14.00,4.00,103.00
UNIFACISA,3,0.00,82.67,28.00,38.00,16.67,31.67,9.67,22.00,20.33,12.67,1.61,82.67,9.33,31.00,30.11,19.00,31.33,60.64,16.67,21.67,76.92,2.00,7.33,0.58,2.00,16.33,0.12,12.67,2.33,92.33
R10 Score Vasco da Gama,2,0.00,81.00,36.00,35.00,10.00,40.50,11.50,29.00,27.00,15.00,1.80,81.00,12.00,33.00,36.36,17.50,30.50,57.38,10.00,13.00,76.92,2.00,6.00,0.40,2.00,20.50,0.10,15.00,2.50,104.50
Fortaleza B. C. / CFO,3,0.00,78.33,26.00,33.33,19.00,35.00,10.00,25.00,17.67,12.33,1.43,78.33,8.67,24.33,35.62,16.67,34.00,49.02,19.00,24.00,79.17,1.33,5.33,0.43,1.33,22.33,0.06,12.33,2.00,87.33
Pato Basquete,2,0.00,76.00,18.00,49.00,9.00,33.50,11.50,22.00,21.00,9.00,2.33,76.00,6.00,28.50,21.05,24.50,40.50,60.49,9.00,14.00,64.29,1.50,3.50,0.39,0.00,21.00,0.00,9.00,1.00,81.50
Caxias do Sul Basquete,2,0.00,76.00,24.00,37.00,15.00,37.00,13.50,23.50,16.00,13.00,1.23,76.00,8.00,23.00,34.78,18.50,40.50,45.68,15.00,22.50,66.67,2.50,5.00,0.38,2.00,21.50,0.09,13.00,3.00,78.50
Mogi,2,0.00,75.50,31.50,33.00,11.00,32.50,9.50,23.00,13.50,11.50,1.17,75.50,10.50,30.00,35.00,16.50,36.00,45.83,11.00,11.00,100.00,0.50,6.00,0.52,3.50,20.00,0.18,11.50,4.00,80.50
Pinheiros,3,0.00,75.33,25.00,32.67,17.67,38.00,10.33,27.67,18.33,13.33,1.38,75.33,8.33,25.00,33.33,16.33,33.33,49.00,17.67,24.67,71.62,1.67,6.00,0.45,2.67,21.00,0.13,13.33,3.33,86.33
Sesi Franca,2,0.00,75.00,28.50,37.00,9.50,40.50,7.50,33.00,17.00,12.50,1.36,75.00,9.50,27.50,34.55,18.50,35.00,52.86,9.50,11.00,86.36,3.50,3.50,0.28,2.50,15.50,0.16,12.50,3.50,90.00
União Corinthians,2,0.00,73.50,27.00,33.00,13.50,34.50,11.00,23.50,14.50,9.00,1.61,73.50,9.00,29.50,30.51,16.50,37.00,44.59,13.50,18.00,75.00,0.00,5.50,0.61,2.00,20.50,0.10,9.00,2.50,75.50
Cerrado,2,0.00,73.00,28.50,32.00,12.50,44.00,14.50,29.50,13.50,13.00,1.04,73.00,9.50,24.50,38.78,16.00,39.50,40.51,12.50,14.50,86.21,1.00,5.50,0.42,3.00,18.50,0.16,13.00,3.50,85.50
São Paulo,2,0.00,73.00,25.50,38.00,9.50,35.50,10.00,25.50,18.50,12.00,1.54,73.00,8.50,28.50,29.82,19.00,33.50,56.72,9.50,15.50,61.29,1.00,6.00,0.50,2.50,16.50,0.15,12.00,2.50,83.00
Coop/São José Basketball,2,0.00,68.50,13.50,46.00,9.00,41.00,13.50,27.50,17.00,12.00,1.42,68.50,4.50,22.00,20.45,23.00,47.50,48.42,9.00,16.50,54.55,2.00,6.50,0.54,1.00,19.00,0.05,12.00,1.50,72.50
Paulistano,1,0.00,68.00,18.00,38.00,12.00,38.00,9.00,29.00,17.00,13.00,1.31,68.00,6.00,25.00,24.00,19.00,36.00,52.78,12.00,19.00,63.16,0.00,9.00,0.69,2.00,22.00,0.09,13.00,2.00,78.00
BRB/Brasília,2,0.00,67.00,25.50,35.00,6.50,35.50,9.50,26.00,13.00,12.50,1.04,67.00,8.50,29.00,29.31,17.50,38.50,45.45,6.50,11.00,59.09,1.00,7.50,0.60,1.50,19.00,0.08,12.50,0.50,66.00
