Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,106.00,54.00,40.00,12.00,33.00,7.00,26.00,29.00,12.00,2.42,106.00,18.00,31.00,58.06,20.00,34.00,58.82,12.00,17.00,70.59,3.00,14.00,1.17,2.00,19.00,0.11,12.00,2.00,140.00
UNIFACISA,1,0.00,98.00,36.00,46.00,16.00,32.00,10.00,22.00,11.00,13.00,0.85,98.00,12.00,26.00,46.15,23.00,36.00,63.89,16.00,26.00,61.54,1.00,6.00,0.46,3.00,20.00,0.15,13.00,4.00,100.00
Bauru Basket,2,0.00,93.50,43.50,40.00,10.00,37.50,11.50,26.00,23.00,10.50,2.19,93.50,14.50,33.50,43.28,20.00,33.00,60.61,10.00,16.00,62.50,0.50,6.00,0.57,2.50,25.50,0.10,10.50,1.50,114.00
Corinthians,1,0.00,90.00,48.00,30.00,12.00,37.00,9.00,28.00,21.00,15.00,1.40,90.00,16.00,33.00,48.48,15.00,28.00,53.57,12.00,17.00,70.59,2.00,8.00,0.53,2.00,21.00,0.10,15.00,1.00,108.00
Sesi Franca,3,0.00,87.67,27.00,42.67,18.00,36.67,10.33,26.33,18.33,11.00,1.67,87.67,9.00,27.67,32.53,21.33,36.67,58.18,18.00,21.67,83.08,3.00,5.00,0.45,3.67,20.33,0.18,11.00,0.67,102.67
Coop/São José Basketball,2,0.00,87.00,36.00,47.00,4.00,32.00,10.50,21.50,25.00,15.00,1.67,87.00,12.00,28.50,42.11,23.50,39.00,60.26,4.00,8.50,47.06,2.00,8.50,0.57,1.50,17.00,0.09,15.00,3.00,102.50
Mogi,2,0.00,87.00,34.50,43.00,9.50,47.00,15.00,32.00,20.00,11.00,1.82,87.00,11.50,32.00,35.94,21.50,41.50,51.81,9.50,16.00,59.38,2.00,9.00,0.82,0.50,17.50,0.03,11.00,1.00,105.50
Botafogo,2,0.00,84.50,33.00,38.00,13.50,30.50,10.00,20.50,15.50,12.50,1.24,84.50,11.00,37.00,29.73,19.00,33.00,57.58,13.50,18.00,75.00,0.50,6.50,0.52,1.00,21.50,0.05,12.50,2.00,81.00
Minas,2,0.00,82.50,28.50,41.00,13.00,32.50,9.00,23.50,17.00,11.50,1.48,82.50,9.50,25.50,37.25,20.50,34.50,59.42,13.00,22.50,57.78,1.50,7.00,0.61,0.50,20.50,0.02,11.50,3.00,88.50
Flamengo,2,0.00,80.00,22.50,42.00,15.50,38.00,7.50,30.50,15.00,15.00,1.00,80.00,7.50,22.50,33.33,21.00,37.50,56.00,15.50,19.00,81.58,2.50,3.50,0.23,2.50,22.00,0.11,15.00,2.50,89.00
Fortaleza B. C. / CFO,1,0.00,79.00,30.00,40.00,9.00,34.00,7.00,27.00,14.00,13.00,1.08,79.00,10.00,29.00,34.48,20.00,31.00,64.52,9.00,11.00,81.82,1.00,3.00,0.23,1.00,23.00,0.04,13.00,3.00,86.00
Pinheiros,1,0.00,77.00,15.00,38.00,24.00,36.00,13.00,23.00,17.00,12.00,1.42,77.00,5.00,18.00,27.78,19.00,47.00,40.43,24.00,26.00,92.31,1.00,7.00,0.58,1.00,16.00,0.06,12.00,1.00,83.00
BRB/Brasília,2,0.00,73.00,24.00,38.00,11.00,27.50,4.50,23.00,14.50,19.00,0.76,73.00,8.00,24.50,32.65,19.00,34.00,55.88,11.00,16.00,68.75,1.00,5.00,0.26,1.50,10.00,0.15,19.00,3.50,66.00
São Paulo,2,0.00,72.50,27.00,27.00,18.50,40.50,10.00,30.50,15.50,14.00,1.11,72.50,9.00,25.00,36.00,13.50,30.00,45.00,18.50,23.00,80.43,1.50,5.00,0.36,1.50,14.50,0.10,14.00,1.50,84.00
R10 Score Vasco da Gama,1,0.00,67.00,15.00,32.00,20.00,28.00,13.00,15.00,11.00,17.00,0.65,67.00,5.00,26.00,19.23,16.00,33.00,48.48,20.00,25.00,80.00,0.00,6.00,0.35,0.00,22.00,0.00,17.00,4.00,52.00
Caxias do Sul Basquete,1,0.00,67.00,15.00,36.00,16.00,33.00,8.00,25.00,18.00,11.00,1.64,67.00,5.00,27.00,18.52,18.00,36.00,50.00,16.00,19.00,84.21,0.00,8.00,0.73,0.00,18.00,0.00,11.00,1.00,72.00
Cerrado,2,0.00,67.00,19.50,38.00,9.50,43.00,13.50,29.50,11.50,14.50,0.79,67.00,6.50,22.50,28.89,19.00,38.50,49.35,9.50,17.50,54.29,1.50,8.00,0.55,2.50,16.50,0.15,14.50,2.00,74.00
União Corinthians,2,0.00,66.00,27.00,29.00,10.00,29.50,4.50,25.00,19.00,18.50,1.03,66.00,9.00,22.50,40.00,14.50,30.50,47.54,10.00,16.00,62.50,0.00,7.00,0.38,2.50,19.00,0.13,18.50,2.50,70.00
