Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,3,0.00,91.67,33.00,45.33,13.33,36.67,10.00,26.67,22.00,10.67,2.06,91.67,11.00,29.00,37.93,22.67,36.67,61.82,13.33,19.00,70.18,2.67,4.33,0.41,1.33,15.67,0.09,10.67,1.67,107.67
Bauru Basket,1,0.00,91.00,36.00,44.00,11.00,32.00,7.00,25.00,26.00,13.00,2.00,91.00,12.00,25.00,48.00,22.00,41.00,53.66,11.00,14.00,78.57,2.00,10.00,0.77,0.00,21.00,0.00,13.00,1.00,111.00
Flamengo,3,0.00,90.33,35.00,49.33,6.00,37.33,8.67,28.67,20.00,11.33,1.76,90.33,11.67,26.33,44.30,24.67,41.67,59.20,6.00,9.33,64.29,3.00,10.67,0.94,0.67,16.67,0.04,11.33,2.33,112.67
Coop/São José Basketball,2,0.00,89.50,45.00,34.00,10.50,34.00,9.00,25.00,21.50,15.00,1.43,89.50,15.00,32.00,46.88,17.00,33.50,50.75,10.50,17.00,61.76,2.00,7.50,0.50,0.50,20.00,0.03,15.00,1.50,98.00
São Paulo,2,0.00,86.00,33.00,38.00,15.00,36.50,6.50,30.00,18.50,15.50,1.19,86.00,11.00,27.00,40.74,19.00,29.00,65.52,15.00,19.00,78.95,1.00,6.50,0.42,1.00,16.50,0.06,15.50,2.00,103.00
Paulistano,3,0.00,84.00,29.00,45.33,9.67,42.33,10.33,32.00,22.00,12.00,1.83,84.00,9.67,24.67,39.19,22.67,38.33,59.13,9.67,16.33,59.18,2.33,5.33,0.44,1.67,17.67,0.09,12.00,2.00,106.00
Pinheiros,1,0.00,83.00,36.00,36.00,11.00,40.00,8.00,32.00,27.00,17.00,1.59,83.00,12.00,28.00,42.86,18.00,30.00,60.00,11.00,15.00,73.33,0.00,4.00,0.24,3.00,18.00,0.17,17.00,2.00,108.00
Corinthians,2,0.00,82.50,37.50,36.00,9.00,33.00,10.00,23.00,21.50,19.50,1.10,82.50,12.50,34.50,36.23,18.00,31.50,57.14,9.00,11.50,78.26,1.00,7.50,0.38,3.00,10.50,0.29,19.50,3.00,90.00
UNIFACISA,2,0.00,79.50,27.00,44.00,8.50,31.50,7.00,24.50,17.50,8.50,2.06,79.50,9.00,33.00,27.27,22.00,35.00,62.86,8.50,11.00,77.27,0.50,5.00,0.59,0.50,14.00,0.04,8.50,2.50,86.00
BRB/Brasília,3,0.00,78.00,37.00,30.00,11.00,26.67,9.00,17.67,18.67,9.00,2.07,78.00,12.33,36.00,34.26,15.00,30.00,50.00,11.00,14.33,76.74,0.00,6.33,0.70,0.67,17.00,0.04,9.00,2.67,79.33
Minas,1,0.00,77.00,27.00,38.00,12.00,39.00,11.00,28.00,16.00,12.00,1.33,77.00,9.00,28.00,32.14,19.00,29.00,65.52,12.00,19.00,63.16,1.00,8.00,0.67,0.00,15.00,0.00,12.00,2.00,92.00
Caxias do Sul Basquete,2,0.00,74.50,19.50,40.00,15.00,34.50,10.00,24.50,24.00,15.00,1.60,74.50,6.50,24.00,27.08,20.00,39.50,50.63,15.00,18.00,83.33,1.00,10.50,0.70,2.00,19.50,0.10,15.00,2.50,90.50
Fortaleza B. C. / CFO,2,0.00,71.50,22.50,35.00,14.00,35.50,7.50,28.00,12.00,20.00,0.60,71.50,7.50,21.00,35.71,17.50,38.00,46.05,14.00,20.50,68.29,1.50,8.50,0.43,1.50,17.00,0.09,20.00,2.50,68.50
Cerrado,2,0.00,70.50,28.50,36.00,6.00,38.00,12.00,26.00,18.50,11.00,1.68,70.50,9.50,31.00,30.65,18.00,37.50,48.00,6.00,11.00,54.55,0.50,7.00,0.64,2.00,16.50,0.12,11.00,3.00,79.00
Pato Basquete,1,0.00,69.00,15.00,46.00,8.00,37.00,17.00,20.00,17.00,10.00,1.70,69.00,5.00,24.00,20.83,23.00,48.00,47.92,8.00,9.00,88.89,1.00,7.00,0.70,1.00,21.00,0.05,10.00,1.00,76.00
Mogi,1,0.00,69.00,36.00,24.00,9.00,36.00,10.00,26.00,18.00,10.00,1.80,69.00,12.00,30.00,40.00,12.00,30.00,40.00,9.00,13.00,69.23,1.00,6.00,0.60,0.00,23.00,0.00,10.00,2.00,79.00
R10 Score Vasco da Gama,2,0.00,66.00,18.00,38.00,10.00,43.50,12.50,31.00,16.00,16.50,0.97,66.00,6.00,32.00,18.75,19.00,34.50,55.07,10.00,14.00,71.43,2.00,7.00,0.42,3.00,18.00,0.17,16.50,5.00,73.50
União Corinthians,1,0.00,59.00,3.00,40.00,16.00,28.00,9.00,19.00,10.00,10.00,1.00,59.00,1.00,19.00,5.26,20.00,40.00,50.00,16.00,24.00,66.67,1.00,11.00,1.10,0.00,19.00,0.00,10.00,1.00,52.00
