Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
UNIFACISA,1,0.00,89.00,36.00,38.00,15.00,53.00,18.00,35.00,17.00,16.00,1.06,89.00,12.00,30.00,40.00,19.00,36.00,52.78,15.00,23.00,65.22,0.00,6.00,0.38,3.00,16.00,0.19,16.00,7.00,109.00
Pato Basquete,2,0.00,80.50,27.00,39.00,14.50,35.00,12.00,23.00,16.00,9.50,1.68,80.50,9.00,29.50,30.51,19.50,35.00,55.71,14.50,18.00,80.56,0.50,5.50,0.58,1.50,19.50,0.08,9.50,1.00,89.50
BRB/Brasília,1,0.00,80.00,39.00,28.00,13.00,34.00,9.00,25.00,10.00,11.00,0.91,80.00,13.00,27.00,48.15,14.00,31.00,45.16,13.00,18.00,72.22,0.00,6.00,0.55,1.00,20.00,0.05,11.00,3.00,84.00
Fortaleza B. C. / CFO,2,0.00,76.50,34.50,30.00,12.00,34.50,6.50,28.00,14.50,16.00,0.91,76.50,11.50,25.50,45.10,15.00,29.50,50.85,12.00,16.00,75.00,0.50,4.00,0.25,1.50,19.00,0.08,16.00,4.00,82.50
Paulistano,2,0.00,75.50,13.50,46.00,16.00,48.50,18.00,30.50,19.00,14.50,1.31,75.50,4.50,18.00,25.00,23.00,46.50,49.46,16.00,23.00,69.57,0.00,8.50,0.59,2.00,19.00,0.11,14.50,3.00,95.00
R10 Score Vasco da Gama,3,0.00,73.67,29.00,31.33,13.33,39.33,9.00,30.33,18.33,19.67,0.93,73.67,9.67,25.67,37.66,15.67,30.33,51.65,13.33,21.67,61.54,1.00,8.67,0.44,3.67,24.00,0.15,19.67,5.00,85.00
Caxias do Sul Basquete,2,0.00,68.50,19.50,30.00,19.00,28.50,9.00,19.50,14.50,12.00,1.21,68.50,6.50,24.00,27.08,15.00,32.50,46.15,19.00,27.00,70.37,0.50,9.50,0.79,1.50,19.50,0.08,12.00,1.50,67.50
Bauru Basket,2,0.00,67.50,19.50,38.00,10.00,32.00,10.50,21.50,9.00,8.50,1.06,67.50,6.50,25.50,25.49,19.00,45.00,42.22,10.00,12.50,80.00,0.00,4.50,0.53,0.50,18.50,0.03,8.50,1.00,57.50
Cerrado,1,0.00,65.00,15.00,36.00,14.00,38.00,12.00,26.00,10.00,19.00,0.53,65.00,5.00,22.00,22.73,18.00,35.00,51.43,14.00,20.00,70.00,2.00,3.00,0.16,0.00,14.00,0.00,19.00,6.00,57.00
União Corinthians,1,0.00,65.00,27.00,16.00,22.00,35.00,11.00,24.00,11.00,17.00,0.65,65.00,9.00,22.00,40.91,8.00,34.00,23.53,22.00,28.00,78.57,0.00,9.00,0.53,1.00,19.00,0.05,17.00,1.00,59.00
Botafogo,2,0.00,64.50,15.00,37.00,12.50,41.00,12.50,28.50,13.00,21.00,0.62,64.50,5.00,21.50,23.26,18.50,38.50,48.05,12.50,20.50,60.98,1.00,6.00,0.29,2.00,27.00,0.07,21.00,5.50,61.00
São Paulo,1,0.00,52.00,21.00,24.00,7.00,24.00,4.00,20.00,10.00,10.00,1.00,52.00,7.00,26.00,26.92,12.00,33.00,36.36,7.00,12.00,58.33,0.00,8.00,0.80,1.00,22.00,0.05,10.00,2.00,40.00
