Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
UNIFACISA,1,0.00,107.00,57.00,32.00,18.00,42.00,15.00,27.00,26.00,12.00,2.17,107.00,19.00,41.00,46.34,16.00,35.00,45.71,18.00,23.00,78.26,0.00,5.00,0.42,5.00,18.00,0.28,12.00,2.00,127.00
São Paulo,1,0.00,104.00,30.00,56.00,18.00,35.00,10.00,25.00,18.00,10.00,1.80,104.00,10.00,31.00,32.26,28.00,43.00,65.12,18.00,21.00,85.71,1.00,9.00,0.90,2.00,20.00,0.10,10.00,1.00,119.00
Sesi Franca,1,0.00,97.00,33.00,48.00,16.00,44.00,9.00,35.00,29.00,14.00,2.07,97.00,11.00,25.00,44.00,24.00,33.00,72.73,16.00,21.00,76.19,4.00,5.00,0.36,2.00,21.00,0.10,14.00,2.00,135.00
Fortaleza B. C. / CFO,1,0.00,90.00,54.00,28.00,8.00,32.00,6.00,26.00,26.00,14.00,1.86,90.00,18.00,36.00,50.00,14.00,21.00,66.67,8.00,8.00,100.00,2.00,4.00,0.29,2.00,20.00,0.10,14.00,2.00,115.00
R10 Score Vasco da Gama,1,0.00,85.00,45.00,34.00,6.00,35.00,9.00,26.00,31.00,12.00,2.58,85.00,15.00,30.00,50.00,17.00,30.00,56.67,6.00,9.00,66.67,3.00,5.00,0.42,3.00,22.00,0.14,12.00,2.00,116.00
Minas,1,0.00,81.00,24.00,34.00,23.00,35.00,9.00,26.00,21.00,17.00,1.24,81.00,8.00,22.00,36.36,17.00,29.00,58.62,23.00,30.00,76.67,1.00,4.00,0.24,6.00,18.00,0.33,17.00,3.00,97.00
Flamengo,1,0.00,78.00,21.00,44.00,13.00,46.00,11.00,35.00,21.00,20.00,1.05,78.00,7.00,25.00,28.00,22.00,36.00,61.11,13.00,17.00,76.47,4.00,8.00,0.40,0.00,21.00,0.00,20.00,3.00,97.00
Paulistano,1,0.00,77.00,27.00,40.00,10.00,54.00,26.00,28.00,19.00,11.00,1.73,77.00,9.00,30.00,30.00,20.00,47.00,42.55,10.00,15.00,66.67,1.00,4.00,0.36,1.00,22.00,0.05,11.00,1.00,91.00
União Corinthians,1,0.00,73.00,30.00,36.00,7.00,38.00,16.00,22.00,14.00,12.00,1.17,73.00,10.00,26.00,38.46,18.00,44.00,40.91,7.00,15.00,46.67,1.00,9.00,0.75,0.00,26.00,0.00,12.00,5.00,72.00
Bauru Basket,1,0.00,71.00,24.00,30.00,17.00,40.00,11.00,29.00,15.00,11.00,1.36,71.00,8.00,25.00,32.00,15.00,33.00,45.45,17.00,28.00,60.71,2.00,10.00,0.91,2.00,22.00,0.09,11.00,0.00,81.00
Pinheiros,1,0.00,70.00,18.00,36.00,16.00,30.00,10.00,20.00,19.00,12.00,1.58,70.00,6.00,17.00,35.29,18.00,39.00,46.15,16.00,23.00,69.57,2.00,9.00,0.75,2.00,12.00,0.17,12.00,2.00,79.00
Corinthians,1,0.00,68.00,15.00,34.00,19.00,29.00,5.00,24.00,18.00,9.00,2.00,68.00,5.00,21.00,23.81,17.00,33.00,51.52,19.00,24.00,79.17,0.00,5.00,0.56,2.00,14.00,0.14,9.00,0.00,76.00
Coop/São José Basketball,1,0.00,66.00,30.00,28.00,8.00,30.00,12.00,18.00,16.00,11.00,1.45,66.00,10.00,30.00,33.33,14.00,29.00,48.28,8.00,20.00,40.00,3.00,6.00,0.55,0.00,16.00,0.00,11.00,3.00,60.00
Pato Basquete,1,0.00,62.00,12.00,36.00,14.00,43.00,13.00,30.00,13.00,16.00,0.81,62.00,4.00,26.00,15.38,18.00,35.00,51.43,14.00,19.00,73.68,1.00,8.00,0.50,2.00,24.00,0.08,16.00,2.00,68.00
Mogi,1,0.00,57.00,21.00,28.00,8.00,24.00,7.00,17.00,7.00,11.00,0.64,57.00,7.00,24.00,29.17,14.00,37.00,37.84,8.00,16.00,50.00,0.00,9.00,0.82,1.00,22.00,0.05,11.00,2.00,39.00
Botafogo,1,0.00,56.00,18.00,32.00,6.00,34.00,10.00,24.00,18.00,17.00,1.06,56.00,6.00,31.00,19.35,16.00,35.00,45.71,6.00,12.00,50.00,0.00,7.00,0.41,2.00,21.00,0.10,17.00,5.00,50.00
