Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Coop/São José Basketball,1,0.00,96.00,30.00,58.00,8.00,40.00,12.00,28.00,22.00,9.00,2.44,96.00,10.00,24.00,41.67,29.00,49.00,59.18,8.00,12.00,66.67,5.00,12.00,1.33,2.00,18.00,0.11,9.00,0.00,125.00
São Paulo,2,0.00,93.50,36.00,44.00,13.50,41.50,11.50,30.00,19.00,12.50,1.52,93.50,12.00,32.00,37.50,22.00,36.50,60.27,13.50,16.50,81.82,3.00,6.00,0.48,1.00,15.50,0.06,12.50,4.00,111.00
Paulistano,2,0.00,82.50,30.00,37.00,15.50,48.50,16.50,32.00,16.50,15.50,1.06,82.50,10.00,26.00,38.46,18.50,42.00,44.05,15.50,20.00,77.50,2.50,8.50,0.55,3.00,21.50,0.14,15.50,4.00,99.50
UNIFACISA,1,0.00,80.00,33.00,34.00,13.00,41.00,8.00,33.00,21.00,17.00,1.24,80.00,11.00,31.00,35.48,17.00,29.00,58.62,13.00,18.00,72.22,0.00,7.00,0.41,1.00,18.00,0.06,17.00,4.00,96.00
União Corinthians,2,0.00,78.00,30.00,37.00,11.00,35.50,8.50,27.00,16.50,12.50,1.32,78.00,10.00,31.00,32.26,18.50,35.00,52.86,11.00,15.50,70.97,2.00,5.50,0.44,3.50,16.50,0.21,12.50,2.00,84.50
Pinheiros,2,0.00,77.00,16.50,48.00,12.50,43.00,15.00,28.00,21.50,12.50,1.72,77.00,5.50,22.50,24.44,24.00,48.50,49.48,12.50,15.50,80.65,3.00,10.00,0.80,1.00,17.50,0.06,12.50,3.50,95.50
Bauru Basket,3,0.00,72.67,28.00,31.33,13.33,31.67,6.33,25.33,14.67,13.67,1.07,72.67,9.33,27.00,34.57,15.67,28.00,55.95,13.33,16.33,81.63,0.67,6.33,0.46,1.33,18.33,0.07,13.67,2.33,80.00
BRB/Brasília,1,0.00,72.00,30.00,30.00,12.00,34.00,10.00,24.00,18.00,15.00,1.20,72.00,10.00,29.00,34.48,15.00,35.00,42.86,12.00,16.00,75.00,2.00,2.00,0.13,2.00,22.00,0.09,15.00,3.00,70.00
Fortaleza B. C. / CFO,1,0.00,69.00,27.00,34.00,8.00,34.00,9.00,25.00,11.00,13.00,0.85,69.00,9.00,26.00,34.62,17.00,41.00,41.46,8.00,11.00,72.73,1.00,8.00,0.62,1.00,18.00,0.06,13.00,3.00,66.00
Rio Claro,2,0.00,68.50,18.00,36.00,14.50,31.50,7.00,24.50,13.50,12.50,1.08,68.50,6.00,22.00,27.27,18.00,38.50,46.75,14.50,17.50,82.86,1.00,7.50,0.60,0.00,23.00,0.00,12.50,3.50,69.00
Caxias do Sul Basquete,2,0.00,67.00,24.00,32.00,11.00,34.50,7.00,27.50,12.50,17.00,0.74,67.00,8.00,21.50,37.21,16.00,35.50,45.07,11.00,16.50,66.67,0.50,9.00,0.53,3.00,20.00,0.15,17.00,4.50,70.50
Corinthians,2,0.00,66.00,25.50,28.00,12.50,39.00,8.50,30.50,12.00,20.50,0.59,66.00,8.50,26.00,32.69,14.00,30.50,45.90,12.50,17.50,71.43,2.00,5.00,0.24,3.50,17.50,0.20,20.50,1.00,66.00
Cerrado,1,0.00,64.00,15.00,42.00,7.00,32.00,7.00,25.00,15.00,21.00,0.71,64.00,5.00,22.00,22.73,21.00,35.00,60.00,7.00,12.00,58.33,1.00,7.00,0.33,1.00,12.00,0.08,21.00,0.00,62.00
Pato Basquete,2,0.00,62.00,19.50,33.00,9.50,33.00,11.00,22.00,13.00,16.00,0.81,62.00,6.50,23.50,27.66,16.50,35.00,47.14,9.50,13.00,73.08,0.00,7.00,0.44,3.50,18.00,0.19,16.00,5.50,63.50
