Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Coop/São José Basketball,1,0.00,100.00,12.00,60.00,28.00,32.00,10.00,22.00,18.00,12.00,1.50,100.00,4.00,19.00,21.05,30.00,44.00,68.18,28.00,34.00,82.35,3.00,11.00,0.92,2.00,23.00,0.09,12.00,5.00,116.00
Sesi Franca,1,0.00,95.00,36.00,40.00,19.00,37.00,7.00,30.00,21.00,9.00,2.33,95.00,12.00,31.00,38.71,20.00,36.00,55.56,19.00,22.00,86.36,0.00,6.00,0.67,3.00,18.00,0.17,9.00,0.00,115.00
BRB/Brasília,2,0.00,90.00,28.50,41.00,20.50,40.50,14.50,26.00,16.00,19.00,0.84,90.00,9.50,26.00,36.54,20.50,38.00,53.95,20.50,27.00,75.93,2.50,7.50,0.39,3.00,25.50,0.12,19.00,4.00,97.50
Pinheiros,2,0.00,87.00,27.00,44.00,16.00,39.00,11.50,27.50,21.00,10.50,2.00,87.00,9.00,24.50,36.73,22.00,40.00,55.00,16.00,26.50,60.38,2.50,5.50,0.52,0.00,20.50,0.00,10.50,2.00,98.00
Fortaleza B. C. / CFO,2,0.00,86.00,24.00,42.00,20.00,37.50,8.50,29.00,10.00,10.00,1.00,86.00,8.00,27.00,29.63,21.00,38.00,55.26,20.00,31.00,64.52,0.50,7.00,0.70,0.50,22.00,0.02,10.00,3.00,84.00
Rio Claro,1,0.00,82.00,33.00,34.00,15.00,27.00,6.00,21.00,14.00,11.00,1.27,82.00,11.00,26.00,42.31,17.00,32.00,53.13,15.00,20.00,75.00,0.00,4.00,0.36,0.00,23.00,0.00,11.00,1.00,81.00
Pato Basquete,2,0.00,82.00,21.00,48.00,13.00,45.50,16.00,29.50,13.00,13.50,0.96,82.00,7.00,26.00,26.92,24.00,44.50,53.93,13.00,18.50,70.27,0.50,4.00,0.30,0.00,21.50,0.00,13.50,1.50,86.00
Flamengo,1,0.00,79.00,36.00,28.00,15.00,35.00,5.00,30.00,24.00,19.00,1.26,79.00,12.00,30.00,40.00,14.00,27.00,51.85,15.00,16.00,93.75,1.00,7.00,0.37,4.00,19.00,0.21,19.00,3.00,98.00
Minas,1,0.00,78.00,24.00,42.00,12.00,35.00,9.00,26.00,14.00,15.00,0.93,78.00,8.00,23.00,34.78,21.00,44.00,47.73,12.00,16.00,75.00,2.00,10.00,0.67,2.00,22.00,0.09,15.00,1.00,82.00
São Paulo,2,0.00,75.50,31.50,30.00,14.00,37.50,7.50,30.00,18.50,14.50,1.28,75.50,10.50,30.50,34.43,15.00,26.50,56.60,14.00,21.00,66.67,0.50,6.00,0.41,0.50,18.50,0.03,14.50,3.50,85.00
Corinthians,2,0.00,75.00,22.50,37.00,15.50,48.50,14.00,34.50,16.00,16.50,0.97,75.00,7.50,28.00,26.79,18.50,35.00,52.86,15.50,27.50,56.36,2.50,3.50,0.21,6.00,25.50,0.24,16.50,3.00,83.50
Bauru Basket,1,0.00,74.00,27.00,30.00,17.00,31.00,8.00,23.00,20.00,9.00,2.22,74.00,9.00,30.00,30.00,15.00,30.00,50.00,17.00,23.00,73.91,1.00,3.00,0.33,0.00,18.00,0.00,9.00,1.00,77.00
UNIFACISA,2,0.00,69.50,30.00,28.00,11.50,31.50,9.50,22.00,14.00,12.00,1.17,69.50,10.00,29.00,34.48,14.00,31.00,45.16,11.50,18.00,63.89,1.00,7.50,0.63,2.50,23.00,0.11,12.00,2.50,70.50
Cerrado,1,0.00,65.00,15.00,32.00,18.00,30.00,5.00,25.00,6.00,17.00,0.35,65.00,5.00,33.00,15.15,16.00,25.00,64.00,18.00,23.00,78.26,1.00,9.00,0.53,1.00,22.00,0.05,17.00,0.00,52.00
Caxias do Sul Basquete,1,0.00,64.00,18.00,38.00,8.00,42.00,13.00,29.00,12.00,15.00,0.80,64.00,6.00,31.00,19.35,19.00,38.00,50.00,8.00,14.00,57.14,0.00,7.00,0.47,1.00,22.00,0.05,15.00,4.00,61.00
