Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
São Paulo,1,0.00,98.00,51.00,40.00,7.00,33.00,8.00,25.00,20.00,9.00,2.22,98.00,17.00,33.00,51.52,20.00,33.00,60.61,7.00,8.00,87.50,1.00,6.00,0.67,0.00,13.00,0.00,9.00,1.00,118.00
Cerrado,2,0.00,89.50,48.00,26.00,15.50,35.50,12.00,23.50,14.00,14.50,0.97,89.50,16.00,42.00,38.10,13.00,25.50,50.98,15.50,23.00,67.39,1.50,9.50,0.66,1.50,20.50,0.07,14.50,2.50,89.50
Pinheiros,2,0.00,88.00,28.50,40.00,19.50,38.50,12.50,26.00,22.50,12.00,1.88,88.00,9.50,27.50,34.55,20.00,40.50,49.38,19.50,22.00,88.64,2.50,7.50,0.63,5.50,14.50,0.38,12.00,0.00,109.00
Sesi Franca,2,0.00,88.00,43.50,34.00,10.50,47.50,11.50,36.00,17.00,16.50,1.03,88.00,14.50,34.00,42.65,17.00,28.00,60.71,10.50,18.00,58.33,1.00,3.00,0.18,2.50,16.00,0.16,16.50,4.00,103.50
Flamengo,2,0.00,86.50,42.00,31.00,13.50,34.50,9.50,25.00,18.50,13.50,1.37,86.50,14.00,35.50,39.44,15.50,25.50,60.78,13.50,17.50,77.14,2.50,5.00,0.37,0.50,18.00,0.03,13.50,2.00,96.00
UNIFACISA,1,0.00,84.00,39.00,42.00,3.00,34.00,7.00,27.00,22.00,12.00,1.83,84.00,13.00,25.00,52.00,21.00,39.00,53.85,3.00,7.00,42.86,4.00,5.00,0.42,0.00,18.00,0.00,12.00,3.00,99.00
Minas,2,0.00,77.00,31.50,33.00,12.50,37.00,8.00,29.00,19.00,18.00,1.06,77.00,10.50,22.50,46.67,16.50,33.50,49.25,12.50,14.50,86.21,0.50,4.00,0.22,2.00,18.50,0.11,18.00,5.50,90.00
Rio Claro,2,0.00,75.00,22.50,42.00,10.50,31.50,9.50,22.00,12.50,9.50,1.32,75.00,7.50,23.00,32.61,21.00,44.50,47.19,10.50,13.00,80.77,2.00,6.00,0.63,1.50,19.00,0.08,9.50,2.00,75.50
BRB/Brasília,2,0.00,73.00,18.00,43.00,12.00,36.50,7.50,29.00,14.00,11.50,1.22,73.00,6.00,26.00,23.08,21.50,36.00,59.72,12.00,21.50,55.81,3.00,5.50,0.48,0.00,22.00,0.00,11.50,0.00,73.50
Bauru Basket,1,0.00,72.00,24.00,42.00,6.00,38.00,15.00,23.00,16.00,6.00,2.67,72.00,8.00,31.00,25.81,21.00,41.00,51.22,6.00,13.00,46.15,2.00,4.00,0.67,2.00,16.00,0.13,6.00,2.00,76.00
Coop/São José Basketball,1,0.00,71.00,33.00,32.00,6.00,45.00,14.00,31.00,17.00,13.00,1.31,71.00,11.00,32.00,34.38,16.00,34.00,47.06,6.00,9.00,66.67,1.00,8.00,0.62,1.00,14.00,0.07,13.00,2.00,87.00
Fortaleza B. C. / CFO,2,0.00,71.00,10.50,47.00,13.50,47.00,16.50,30.50,14.00,17.00,0.82,71.00,3.50,20.50,17.07,23.50,44.00,53.41,13.50,31.00,43.55,2.00,8.00,0.47,4.00,28.00,0.14,17.00,2.50,72.00
Caxias do Sul Basquete,1,0.00,68.00,15.00,40.00,13.00,43.00,10.00,33.00,10.00,14.00,0.71,68.00,5.00,24.00,20.83,20.00,39.00,51.28,13.00,16.00,81.25,0.00,6.00,0.43,4.00,19.00,0.21,14.00,2.00,76.00
Corinthians,2,0.00,65.50,18.00,36.00,11.50,43.50,12.00,31.50,15.00,20.00,0.75,65.50,6.00,22.50,26.67,18.00,33.50,53.73,11.50,16.50,69.70,5.00,4.50,0.23,7.00,17.50,0.40,20.00,6.00,78.50
União Corinthians,1,0.00,65.00,33.00,24.00,8.00,33.00,5.00,28.00,13.00,16.00,0.81,65.00,11.00,24.00,45.83,12.00,36.00,33.33,8.00,10.00,80.00,1.00,7.00,0.44,2.00,19.00,0.11,16.00,1.00,65.00
Pato Basquete,2,0.00,62.50,22.50,32.00,8.00,37.50,13.50,24.00,8.00,12.00,0.67,62.50,7.50,31.50,23.81,16.00,34.50,46.38,8.00,11.50,69.57,1.00,7.50,0.63,0.50,14.00,0.04,12.00,5.00,58.00
Paulistano,2,0.00,59.50,18.00,32.00,9.50,44.50,21.00,23.50,14.00,7.00,2.00,59.50,6.00,28.50,21.05,16.00,54.00,29.63,9.50,12.50,76.00,1.00,8.00,1.14,2.00,21.50,0.09,7.00,2.00,57.50
