Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pato Basquete,1,0.00,95.00,36.00,44.00,15.00,42.00,13.00,29.00,21.00,17.00,1.24,95.00,12.00,31.00,38.71,22.00,38.00,57.89,15.00,19.00,78.95,0.00,11.00,0.65,3.00,19.00,0.16,17.00,4.00,116.00
Corinthians,1,0.00,94.00,54.00,34.00,6.00,41.00,9.00,32.00,19.00,14.00,1.36,94.00,18.00,44.00,40.91,17.00,27.00,62.96,6.00,11.00,54.55,4.00,7.00,0.50,6.00,16.00,0.38,14.00,2.00,112.00
Sesi Franca,2,0.00,94.00,30.00,47.00,17.00,42.00,8.00,34.00,18.50,12.50,1.48,94.00,10.00,24.50,40.82,23.50,38.00,61.84,17.00,22.00,77.27,4.50,4.50,0.36,3.00,13.00,0.23,12.50,1.00,115.50
Coop/São José Basketball,2,0.00,88.50,33.00,39.00,16.50,33.50,8.00,25.50,23.50,9.00,2.61,88.50,11.00,30.50,36.07,19.50,36.00,54.17,16.50,19.50,84.62,0.50,6.50,0.72,3.00,17.50,0.17,9.00,1.00,107.00
Paulistano,2,0.00,84.00,28.50,47.00,8.50,36.50,13.00,23.50,15.00,11.50,1.30,84.00,9.50,26.00,36.54,23.50,41.00,57.32,8.50,16.00,53.13,1.50,8.50,0.74,2.00,20.50,0.10,11.50,1.50,93.00
Caxias do Sul Basquete,2,0.00,83.00,27.00,41.00,15.00,32.50,6.00,26.50,14.50,11.50,1.26,83.00,9.00,24.50,36.73,20.50,34.50,59.42,15.00,20.00,75.00,1.00,6.50,0.57,1.00,17.50,0.06,11.50,2.00,91.50
Flamengo,2,0.00,81.50,31.50,41.00,9.00,46.00,15.50,30.50,21.50,16.00,1.34,81.50,10.50,33.50,31.34,20.50,35.50,57.75,9.00,14.50,62.07,1.50,7.00,0.44,2.50,14.00,0.18,16.00,3.50,99.00
Cerrado,2,0.00,79.50,42.00,28.00,9.50,35.00,10.50,24.50,19.50,14.50,1.34,79.50,14.00,40.50,34.57,14.00,28.00,50.00,9.50,13.50,70.37,1.50,5.00,0.34,2.00,17.00,0.12,14.50,2.50,82.00
Minas,2,0.00,76.00,24.00,35.00,17.00,42.00,12.50,29.50,21.00,18.00,1.17,76.00,8.00,25.00,32.00,17.50,34.50,50.72,17.00,22.00,77.27,1.50,4.50,0.25,3.00,16.50,0.18,18.00,7.00,89.50
Rio Claro,2,0.00,74.50,27.00,34.00,13.50,32.50,11.50,21.00,13.00,11.00,1.18,74.50,9.00,29.00,31.03,17.00,34.50,49.28,13.50,20.00,67.50,0.50,6.50,0.59,0.50,22.00,0.02,11.00,3.00,72.00
Pinheiros,2,0.00,73.00,18.00,43.00,12.00,40.50,15.50,25.00,12.50,17.00,0.74,73.00,6.00,22.50,26.67,21.50,49.00,43.88,12.00,18.50,64.86,3.00,8.00,0.47,1.50,18.50,0.08,17.00,4.00,68.00
União Corinthians,3,0.00,72.67,31.00,30.67,11.00,35.33,10.67,24.67,16.67,15.33,1.09,72.67,10.33,33.67,30.69,15.33,30.67,50.00,11.00,13.67,80.49,1.33,7.33,0.48,3.00,19.33,0.16,15.33,2.67,78.33
BRB/Brasília,2,0.00,72.00,27.00,35.00,10.00,38.00,10.50,27.50,17.50,18.50,0.95,72.00,9.00,26.00,34.62,17.50,33.50,52.24,10.00,15.00,66.67,2.50,5.50,0.30,1.00,17.50,0.06,18.50,5.00,77.50
Fortaleza B. C. / CFO,1,0.00,71.00,15.00,50.00,6.00,34.00,10.00,24.00,17.00,11.00,1.55,71.00,5.00,25.00,20.00,25.00,47.00,53.19,6.00,8.00,75.00,0.00,7.00,0.64,3.00,22.00,0.14,11.00,4.00,77.00
