Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,2,0.00,89.50,31.50,41.00,17.00,43.00,14.00,29.00,23.50,10.50,2.24,89.50,10.50,32.00,32.81,20.50,36.50,56.16,17.00,21.50,79.07,2.00,6.50,0.62,2.00,17.50,0.11,10.50,1.50,112.00
Bauru Basket,2,0.00,88.00,36.00,38.00,14.00,34.00,9.00,25.00,18.00,10.00,1.80,88.00,12.00,29.50,40.68,19.00,34.50,55.07,14.00,19.50,71.79,2.00,8.50,0.85,2.50,20.00,0.13,10.00,2.00,102.50
Caxias do Sul Basquete,2,0.00,84.00,25.50,48.00,10.50,38.50,13.00,25.50,17.50,13.50,1.30,84.00,8.50,25.50,33.33,24.00,41.50,57.83,10.50,14.00,75.00,1.00,9.50,0.70,3.00,18.00,0.17,13.50,2.50,101.00
Minas,1,0.00,81.00,27.00,44.00,10.00,38.00,9.00,29.00,20.00,12.00,1.67,81.00,9.00,23.00,39.13,22.00,37.00,59.46,10.00,13.00,76.92,0.00,5.00,0.42,2.00,12.00,0.17,12.00,1.00,102.00
União Corinthians,3,0.00,79.67,46.00,27.33,6.33,33.00,10.67,22.33,20.00,10.00,2.00,79.67,15.33,39.67,38.66,13.67,29.33,46.59,6.33,8.33,76.00,1.00,6.00,0.60,1.00,19.00,0.05,10.00,2.33,87.67
São Paulo,2,0.00,77.00,31.50,33.00,12.50,32.00,9.50,22.50,18.00,13.00,1.38,77.00,10.50,30.50,34.43,16.50,31.00,53.23,12.50,18.00,69.44,0.00,8.50,0.65,0.50,22.00,0.02,13.00,1.50,83.00
Corinthians,2,0.00,77.00,22.50,38.00,16.50,33.50,7.50,26.00,14.50,14.50,1.00,77.00,7.50,24.50,30.61,19.00,35.50,53.52,16.50,20.00,82.50,3.50,8.50,0.59,3.50,19.00,0.18,14.50,3.00,85.50
Coop/São José Basketball,1,0.00,76.00,18.00,44.00,14.00,28.00,9.00,19.00,21.00,14.00,1.50,76.00,6.00,20.00,30.00,22.00,37.00,59.46,14.00,19.00,73.68,1.00,10.00,0.71,3.00,17.00,0.18,14.00,4.00,90.00
Flamengo,2,0.00,75.50,33.00,32.00,10.50,44.00,11.50,32.50,14.50,15.00,0.97,75.50,11.00,32.00,34.38,16.00,34.00,47.06,10.50,13.50,77.78,0.50,4.50,0.30,4.00,19.00,0.21,15.00,4.00,85.50
Paulistano,2,0.00,75.00,24.00,37.00,14.00,41.50,13.00,28.50,14.50,13.00,1.12,75.00,8.00,28.50,28.07,18.50,36.50,50.68,14.00,20.00,70.00,0.50,9.50,0.73,2.50,17.00,0.15,13.00,1.50,85.50
BRB/Brasília,2,0.00,75.00,30.00,32.00,13.00,34.00,7.50,26.50,13.00,18.00,0.72,75.00,10.00,25.00,40.00,16.00,31.00,51.61,13.00,18.00,72.22,0.50,5.00,0.28,0.00,20.50,0.00,18.00,5.00,74.00
Cerrado,2,0.00,74.00,34.50,28.00,11.50,35.50,12.50,23.00,15.50,15.00,1.03,74.00,11.50,35.00,32.86,14.00,28.00,50.00,11.50,15.50,74.19,1.00,5.50,0.37,1.00,10.50,0.10,15.00,2.00,75.00
Pinheiros,2,0.00,68.50,22.50,37.00,9.00,45.00,13.00,32.00,19.00,15.50,1.23,68.50,7.50,25.00,30.00,18.50,40.50,45.68,9.00,15.50,58.06,0.50,6.00,0.39,3.50,18.50,0.19,15.50,3.00,80.50
Pato Basquete,2,0.00,65.50,24.00,31.00,10.50,31.00,6.50,24.50,13.00,14.50,0.90,65.50,8.00,24.50,32.65,15.50,33.00,46.97,10.50,17.00,61.76,2.00,6.50,0.45,0.00,20.50,0.00,14.50,3.50,61.00
UNIFACISA,1,0.00,61.00,21.00,34.00,6.00,32.00,9.00,23.00,9.00,19.00,0.47,61.00,7.00,21.00,33.33,17.00,37.00,45.95,6.00,6.00,100.00,0.00,8.00,0.42,1.00,25.00,0.04,19.00,5.00,58.00
Rio Claro,1,0.00,59.00,12.00,38.00,9.00,39.00,9.00,30.00,11.00,19.00,0.58,59.00,4.00,14.00,28.57,19.00,43.00,44.19,9.00,19.00,47.37,1.00,7.00,0.37,1.00,18.00,0.06,19.00,5.00,54.00
Fortaleza B. C. / CFO,1,0.00,55.00,12.00,30.00,13.00,44.00,14.00,30.00,9.00,17.00,0.53,55.00,4.00,24.00,16.67,15.00,41.00,36.59,13.00,15.00,86.67,3.00,6.00,0.35,4.00,15.00,0.27,17.00,3.00,53.00
