Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,98.00,21.00,50.00,27.00,39.00,16.00,23.00,19.00,10.00,1.90,98.00,7.00,22.00,31.82,25.00,45.00,55.56,27.00,38.00,71.05,2.00,8.00,0.80,1.00,22.00,0.05,10.00,0.00,109.00
São Paulo,2,0.00,96.50,37.50,44.00,15.00,37.50,6.00,31.50,22.00,11.00,2.00,96.50,12.50,31.50,39.68,22.00,33.00,66.67,15.00,18.50,81.08,1.00,6.50,0.59,2.00,22.00,0.09,11.00,2.50,120.00
Minas,1,0.00,90.00,33.00,50.00,7.00,52.00,13.00,39.00,26.00,12.00,2.17,90.00,11.00,26.00,42.31,25.00,46.00,54.35,7.00,11.00,63.64,6.00,6.00,0.50,4.00,16.00,0.25,12.00,1.00,126.00
Pato Basquete,2,0.00,88.50,34.50,40.00,14.00,36.00,10.00,26.00,16.50,13.00,1.27,88.50,11.50,26.00,44.23,20.00,39.50,50.63,14.00,22.00,63.64,0.50,10.50,0.81,1.50,19.00,0.08,13.00,2.50,98.00
União Corinthians,2,0.00,85.50,30.00,37.00,18.50,39.00,16.00,23.00,20.50,13.00,1.58,85.50,10.00,38.00,26.32,18.50,36.50,50.68,18.50,22.50,82.22,2.50,9.50,0.73,2.50,22.00,0.11,13.00,3.50,94.00
Flamengo,1,0.00,84.00,42.00,30.00,12.00,44.00,8.00,36.00,14.00,8.00,1.75,84.00,14.00,37.00,37.84,15.00,32.00,46.88,12.00,15.00,80.00,0.00,6.00,0.75,0.00,16.00,0.00,8.00,3.00,97.00
Coop/São José Basketball,2,0.00,82.00,30.00,37.00,15.00,36.50,8.50,28.00,21.00,11.50,1.83,82.00,10.00,28.50,35.09,18.50,36.50,50.68,15.00,18.50,81.08,2.00,2.50,0.22,1.00,22.00,0.05,11.50,0.50,91.50
Corinthians,2,0.00,81.50,30.00,38.00,13.50,47.00,9.00,38.00,15.50,19.00,0.82,81.50,10.00,32.00,31.25,19.00,30.00,63.33,13.50,18.50,72.97,5.00,5.50,0.29,1.50,15.00,0.10,19.00,4.50,94.00
Fortaleza B. C. / CFO,1,0.00,81.00,15.00,46.00,20.00,39.00,11.00,28.00,13.00,15.00,0.87,81.00,5.00,22.00,22.73,23.00,44.00,52.27,20.00,29.00,68.97,3.00,4.00,0.27,2.00,16.00,0.13,15.00,4.00,77.00
UNIFACISA,1,0.00,73.00,27.00,28.00,18.00,33.00,10.00,23.00,14.00,12.00,1.17,73.00,9.00,33.00,27.27,14.00,29.00,48.28,18.00,27.00,66.67,0.00,7.00,0.58,0.00,23.00,0.00,12.00,1.00,67.00
Caxias do Sul Basquete,2,0.00,67.50,16.50,41.00,10.00,41.00,10.00,31.00,13.50,13.50,1.00,67.50,5.50,26.50,20.75,20.50,41.00,50.00,10.00,16.00,62.50,1.50,7.50,0.56,2.50,18.50,0.14,13.50,0.50,71.00
Rio Claro,1,0.00,61.00,24.00,28.00,9.00,33.00,8.00,25.00,16.00,10.00,1.60,61.00,8.00,25.00,32.00,14.00,43.00,32.56,9.00,14.00,64.29,0.00,9.00,0.90,4.00,18.00,0.22,10.00,1.00,62.00
