Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,2,0.00,96.50,34.50,44.00,18.00,39.50,9.50,30.00,25.00,10.50,2.38,96.50,11.50,30.50,37.70,22.00,37.50,58.67,18.00,24.50,73.47,3.00,12.00,1.14,1.50,18.50,0.08,10.50,0.50,123.00
Flamengo,2,0.00,91.50,30.00,51.00,10.50,41.50,12.50,29.00,17.50,16.00,1.09,91.50,10.00,27.50,36.36,25.50,38.50,66.23,10.50,16.00,65.63,0.00,8.00,0.50,2.00,18.50,0.11,16.00,3.50,108.50
Pinheiros,2,0.00,91.50,34.50,40.00,17.00,41.00,14.00,27.00,16.50,18.00,0.92,91.50,11.50,33.50,34.33,20.00,37.00,54.05,17.00,21.50,79.07,2.50,8.50,0.47,2.50,19.50,0.13,18.00,2.00,98.50
Pato Basquete,1,0.00,91.00,33.00,48.00,10.00,41.00,7.00,34.00,25.00,11.00,2.27,91.00,11.00,32.00,34.38,24.00,38.00,63.16,10.00,14.00,71.43,2.00,11.00,1.00,1.00,30.00,0.03,11.00,3.00,119.00
Minas,3,0.00,89.33,41.00,34.67,13.67,38.00,8.00,30.00,16.33,15.00,1.09,89.33,13.67,27.67,49.40,17.33,33.00,52.53,13.67,17.00,80.39,1.33,5.67,0.38,1.00,18.67,0.05,15.00,3.67,102.33
Bauru Basket,1,0.00,89.00,15.00,50.00,24.00,45.00,15.00,30.00,14.00,12.00,1.17,89.00,5.00,19.00,26.32,25.00,44.00,56.82,24.00,26.00,92.31,0.00,5.00,0.42,2.00,20.00,0.10,12.00,4.00,108.00
Fortaleza B. C. / CFO,1,0.00,85.00,30.00,42.00,13.00,30.00,6.00,24.00,11.00,9.00,1.22,85.00,10.00,28.00,35.71,21.00,38.00,55.26,13.00,19.00,68.42,1.00,6.00,0.67,1.00,19.00,0.05,9.00,2.00,83.00
UNIFACISA,1,0.00,79.00,30.00,28.00,21.00,37.00,6.00,31.00,15.00,12.00,1.25,79.00,10.00,25.00,40.00,14.00,33.00,42.42,21.00,27.00,77.78,1.00,8.00,0.67,3.00,16.00,0.19,12.00,2.00,90.00
Caxias do Sul Basquete,3,0.00,75.67,27.00,34.00,14.67,32.33,8.33,24.00,14.00,20.00,0.70,75.67,9.00,27.00,33.33,17.00,32.33,52.58,14.67,21.00,69.84,0.33,7.67,0.38,1.67,25.33,0.07,20.00,5.33,71.67
Corinthians,1,0.00,75.00,21.00,34.00,20.00,36.00,11.00,25.00,15.00,13.00,1.15,75.00,7.00,28.00,25.00,17.00,32.00,53.13,20.00,27.00,74.07,1.00,8.00,0.62,5.00,20.00,0.25,13.00,3.00,83.00
União Corinthians,1,0.00,70.00,33.00,18.00,19.00,31.00,9.00,22.00,15.00,18.00,0.83,70.00,11.00,35.00,31.43,9.00,21.00,42.86,19.00,27.00,70.37,0.00,8.00,0.44,1.00,18.00,0.06,18.00,3.00,63.00
Paulistano,2,0.00,70.00,19.50,40.00,10.50,28.00,13.00,15.00,11.50,14.00,0.82,70.00,6.50,21.50,30.23,20.00,42.50,47.06,10.50,16.50,63.64,2.50,6.50,0.46,1.50,20.50,0.07,14.00,3.50,60.00
Cerrado,1,0.00,68.00,36.00,24.00,8.00,36.00,12.00,24.00,17.00,19.00,0.89,68.00,12.00,38.00,31.58,12.00,28.00,42.86,8.00,12.00,66.67,0.00,5.00,0.26,1.00,19.00,0.05,19.00,3.00,62.00
BRB/Brasília,2,0.00,68.00,25.50,23.00,19.50,35.50,6.50,29.00,14.50,21.00,0.69,68.00,8.50,27.50,30.91,11.50,26.50,43.40,19.50,27.00,72.22,2.50,7.00,0.33,0.00,20.00,0.00,21.00,3.50,62.50
Rio Claro,1,0.00,53.00,12.00,26.00,15.00,39.00,13.00,26.00,11.00,19.00,0.58,53.00,4.00,21.00,19.05,13.00,39.00,33.33,15.00,22.00,68.18,3.00,6.00,0.32,1.00,23.00,0.04,19.00,3.00,41.00
