Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Corinthians,1,0.00,102.00,33.00,56.00,13.00,44.00,11.00,33.00,25.00,10.00,2.50,102.00,11.00,28.00,39.29,28.00,40.00,70.00,13.00,19.00,68.42,7.00,3.00,0.30,2.00,14.00,0.14,10.00,3.00,131.00
Minas,3,0.00,97.00,37.00,46.67,13.33,41.00,9.00,32.00,27.00,13.33,2.03,97.00,12.33,26.33,46.84,23.33,39.00,59.83,13.33,19.33,68.97,3.00,6.67,0.50,1.33,16.67,0.08,13.33,2.67,124.00
Sesi Franca,3,0.00,91.67,31.00,43.33,17.33,40.00,9.67,30.33,19.67,12.00,1.64,91.67,10.33,28.00,36.90,21.67,37.33,58.04,17.33,21.67,80.00,1.33,5.00,0.42,2.33,16.33,0.14,12.00,3.00,109.00
Rio Claro,2,0.00,88.50,27.00,51.00,10.50,31.00,5.00,26.00,25.00,11.50,2.17,88.50,9.00,22.50,40.00,25.50,38.00,67.11,10.50,16.00,65.63,1.00,6.00,0.52,1.00,23.00,0.04,11.50,3.50,108.50
UNIFACISA,2,0.00,82.00,30.00,39.00,13.00,47.50,16.00,31.50,14.50,14.50,1.00,82.00,10.00,32.00,31.25,19.50,40.00,48.75,13.00,16.50,78.79,1.50,5.50,0.38,2.50,21.00,0.12,14.50,2.50,91.50
BRB/Brasília,1,0.00,79.00,21.00,48.00,10.00,31.00,11.00,20.00,21.00,13.00,1.62,79.00,7.00,18.00,38.89,24.00,50.00,48.00,10.00,15.00,66.67,2.00,10.00,0.77,1.00,14.00,0.07,13.00,2.00,87.00
União Corinthians,3,0.00,78.67,36.00,34.67,8.00,36.67,10.33,26.33,19.00,9.00,2.11,78.67,12.00,37.67,31.86,17.33,32.67,53.06,8.00,12.00,66.67,1.67,7.67,0.85,2.33,21.33,0.11,9.00,2.33,90.33
Pato Basquete,1,0.00,78.00,27.00,36.00,15.00,30.00,9.00,21.00,18.00,6.00,3.00,78.00,9.00,28.00,32.14,18.00,40.00,45.00,15.00,20.00,75.00,0.00,6.00,1.00,0.00,17.00,0.00,6.00,1.00,80.00
Caxias do Sul Basquete,2,0.00,75.00,21.00,39.00,15.00,32.50,9.00,23.50,10.50,15.50,0.68,75.00,7.00,20.50,34.15,19.50,41.00,47.56,15.00,19.00,78.95,0.00,6.00,0.39,1.50,20.00,0.08,15.50,3.50,71.00
Flamengo,3,0.00,75.00,25.00,38.00,12.00,42.33,11.67,30.67,16.00,15.00,1.07,75.00,8.33,28.00,29.76,19.00,32.67,58.16,12.00,14.67,81.82,0.67,5.67,0.38,2.33,16.33,0.14,15.00,3.33,90.33
Paulistano,1,0.00,74.00,15.00,46.00,13.00,33.00,11.00,22.00,12.00,13.00,0.92,74.00,5.00,27.00,18.52,23.00,39.00,58.97,13.00,22.00,59.09,1.00,10.00,0.77,1.00,21.00,0.05,13.00,3.00,70.00
Coop/São José Basketball,2,0.00,72.00,18.00,45.00,9.00,36.50,8.00,28.50,18.00,16.50,1.09,72.00,6.00,19.00,31.58,22.50,40.00,56.25,9.00,14.00,64.29,2.00,4.00,0.24,2.00,19.50,0.10,16.50,1.50,80.50
Cerrado,1,0.00,70.00,33.00,32.00,5.00,37.00,12.00,25.00,14.00,16.00,0.88,70.00,11.00,33.00,33.33,16.00,36.00,44.44,5.00,15.00,33.33,0.00,7.00,0.44,2.00,11.00,0.18,16.00,3.00,62.00
Fortaleza B. C. / CFO,2,0.00,70.00,33.00,26.00,11.00,30.00,8.50,21.50,13.00,14.50,0.90,70.00,11.00,29.00,37.93,13.00,31.50,41.27,11.00,17.00,64.71,1.00,5.00,0.34,1.50,20.50,0.07,14.50,4.00,62.50
Bauru Basket,2,0.00,68.00,40.50,24.00,3.50,26.00,8.00,18.00,15.50,10.00,1.55,68.00,13.50,32.50,41.54,12.00,29.50,40.68,3.50,5.50,63.64,1.50,6.50,0.65,1.50,21.00,0.07,10.00,3.00,69.00
Pinheiros,1,0.00,67.00,30.00,26.00,11.00,42.00,10.00,32.00,18.00,26.00,0.69,67.00,10.00,25.00,40.00,13.00,28.00,46.43,11.00,20.00,55.00,1.00,7.00,0.27,1.00,24.00,0.04,26.00,7.00,70.00
