Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
23/11/2012,Minas,77,70,Tijuca,1,1
24/11/2012,Franca,62,76,Brasília,1,1
24/11/2012,São José,62,82,Bauru,1,1
24/11/2012,Mogi,71,59,L. Sorocabana,1,1
24/11/2012,Paulistano,86,82,Limeira,1,1
24/11/2012,Pinheiros,88,87,Joinville,1,1
24/11/2012,Palmeiras,95,86,Suzano,1,1
24/11/2012,Uberlândia,84,71,Basq. Cearense,1,1
24/11/2012,Espírito Santo,61,82,Flamengo,1,1
26/11/2012,Franca,90,68,Basq. Cearense,2,1
26/11/2012,Mogi,73,80,Bauru,2,1
26/11/2012,Espírito Santo,58,56,Tijuca,2,1
26/11/2012,Paulistano,95,71,Joinville,2,1
27/11/2012,São José,77,73,L. Sorocabana,2,1
29/11/2012,Tijuca,76,67,Mogi,3,1
29/11/2012,Palmeiras,79,86,Paulistano,3,1
29/11/2012,Joinville,73,55,Minas,3,1
29/11/2012,Limeira,88,87,Espírito Santo,3,1
29/11/2012,L. Sorocabana,59,80,Franca,3,1
29/11/2012,Bauru,81,82,Uberlândia,3,1
01/12/2012,Joinville,99,80,Espírito Santo,4,1
01/12/2012,L. Sorocabana,74,63,Uberlândia,4,1
01/12/2012,Paulistano,84,72,Suzano,4,1
01/12/2012,Bauru,67,74,Franca,4,1
01/12/2012,Limeira,85,87,Minas,4,1
06/12/2012,Franca,101,75,Tijuca,5,1
06/12/2012,São José,84,76,Limeira,5,1
06/12/2012,Mogi,68,70,Joinville,5,1
06/12/2012,Espírito Santo,68,59,Palmeiras,5,1
06/12/2012,Minas,100,78,Suzano,5,1
06/12/2012,Paulistano,89,88,Pinheiros,5,1
06/12/2012,Basq. Cearense,71,62,L. Sorocabana,5,1
08/12/2012,Mogi,72,89,Limeira,6,1
08/12/2012,São José,83,76,Joinville,6,1
08/12/2012,Minas,89,77,Palmeiras,6,1
08/12/2012,Basq. Cearense,83,82,Bauru,6,1
08/12/2012,Uberlândia,71,57,Tijuca,6,1
08/12/2012,Espírito Santo,86,89,Suzano,6,1
10/12/2012,Pinheiros,102,100,Limeira,2,1
10/12/2012,Uberlândia,95,89,Brasília,2,1
10/12/2012,Franca,77,82,Flamengo,6,1
13/12/2012,Tijuca,69,83,Basq. Cearense,7,1
13/12/2012,Pinheiros,92,90,Espírito Santo,7,1
13/12/2012,Paulistano,92,78,Minas,7,1
13/12/2012,Suzano,78,77,Mogi,7,1
13/12/2012,Palmeiras,75,66,São José,7,1
13/12/2012,Joinville,50,59,Franca,7,1
13/12/2012,Limeira,77,87,Uberlândia,7,1
13/12/2012,L. Sorocabana,76,90,Bauru,7,1
13/12/2012,Flamengo,102,88,Brasília,7,1
15/12/2012,Paulistano,80,90,Espírito Santo,8,1
15/12/2012,Pinheiros,91,77,Minas,8,1
15/12/2012,Tijuca,53,73,Brasília,8,1
15/12/2012,Suzano,80,100,São José,8,1
15/12/2012,Joinville,71,62,Uberlândia,8,1
15/12/2012,Mogi,78,75,Palmeiras,8,1
15/12/2012,Limeira,72,58,Franca,8,1
15/12/2012,Flamengo,86,61,Basq. Cearense,8,1
17/12/2012,Tijuca,74,79,São José,4,1
17/12/2012,Suzano,72,91,Pinheiros,3,1
17/12/2012,Flamengo,70,64,Mogi,4,1
19/12/2012,Uberlândia,89,73,Palmeiras,9,1
20/12/2012,Brasília,97,89,Limeira,9,1
