Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
31/10/2014,Paulistano,91,99,Flamengo,1,1
04/11/2014,Franca,90,66,Basq. Cearense,1,1
04/11/2014,Bauru,83,86,Brasília,1,1
04/11/2014,São José,71,64,Minas,1,1
04/11/2014,Mogi,90,80,Uberlândia,1,1
05/11/2014,Rio Claro,72,75,Palmeiras,1,1
05/11/2014,L. Sorocabana,96,73,Macaé,1,1
06/11/2014,Franca,81,73,Brasília,2,1
06/11/2014,Mogi,60,61,Minas,2,1
06/11/2014,São José,80,52,Uberlândia,2,1
07/11/2014,Bauru,99,81,Basq. Cearense,2,1
07/11/2014,Paulistano,82,76,Macaé,2,1
07/11/2014,Rio Claro,70,84,Pinheiros,2,1
07/11/2014,L. Sorocabana,92,97,Flamengo,2,1
11/11/2014,Basq. Cearense,71,65,Minas,3,1
11/11/2014,São José,89,70,Pinheiros,3,1
12/11/2014,L. Sorocabana,75,68,Rio Claro,3,1
12/11/2014,Paulistano,84,85,Limeira,3,1
12/11/2014,Flamengo,82,79,Franca,3,1
13/11/2014,São José,56,55,Palmeiras,4,1
14/11/2014,Macaé,78,79,Franca,4,1
14/11/2014,L. Sorocabana,83,85,Limeira,4,1
14/11/2014,Paulistano,94,89,Rio Claro,4,1
16/11/2014,Mogi,83,75,Pinheiros,4,1
17/11/2014,Limeira,76,64,Palmeiras,2,1
18/11/2014,Bauru,81,74,Paulistano,5,1
18/11/2014,Minas,78,76,Flamengo,5,1
18/11/2014,Uberlândia,81,80,Macaé,5,1
18/11/2014,Franca,82,55,L. Sorocabana,5,1
19/11/2014,Pinheiros,97,81,Basq. Cearense,5,1
19/11/2014,Palmeiras,86,70,Brasília,5,1
19/11/2014,Rio Claro,79,66,São José,5,1
19/11/2014,Limeira,82,72,Mogi,5,1
20/11/2014,Minas,73,63,Macaé,6,1
20/11/2014,Uberlândia,101,98,Flamengo,6,1
20/11/2014,Franca,76,81,Paulistano,6,1
20/11/2014,Bauru,97,80,L. Sorocabana,6,1
21/11/2014,Pinheiros,95,82,Brasília,6,1
21/11/2014,Palmeiras,94,87,Basq. Cearense,6,1
21/11/2014,Rio Claro,77,82,Mogi,6,1
21/11/2014,Limeira,82,71,São José,6,1
23/11/2014,Brasília,87,90,Uberlândia,3,1
25/11/2014,Macaé,77,72,Palmeiras,7,1
25/11/2014,Brasília,79,78,São José,7,1
26/11/2014,Limeira,100,74,Franca,7,1
26/11/2014,Paulistano,78,59,Uberlândia,7,1
26/11/2014,L. Sorocabana,65,84,Minas,7,1
27/11/2014,Basq. Cearense,70,76,São José,8,1
27/11/2014,Macaé,95,91,Pinheiros,8,1
27/11/2014,Flamengo,81,77,Palmeiras,8,1
28/11/2014,Rio Claro,68,75,Franca,8,1
28/11/2014,L. Sorocabana,70,82,Uberlândia,8,1
28/11/2014,Paulistano,62,83,Minas,8,1
