Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
02/02/2012,São José,82,74,L. Sorocabana,3,2
02/02/2012,Joinville,79,75,Bauru,3,2
02/02/2012,Araraquara,80,71,Espírito Santo,3,2
04/02/2012,Limeira,73,70,Espírito Santo,4,2
04/02/2012,Uberlândia,87,73,Paulistano,4,2
04/02/2012,Tijuca,85,70,Minas,4,2
04/02/2012,São José,79,69,Bauru,4,2
04/02/2012,Joinville,86,66,L. Sorocabana,4,2
08/02/2012,Espírito Santo,73,86,São José,5,2
09/02/2012,Minas,73,78,Franca,5,2
09/02/2012,L. Sorocabana,88,74,Tijuca,5,2
09/02/2012,Bauru,81,83,Flamengo,5,2
09/02/2012,Paulistano,65,79,Limeira,5,2
09/02/2012,Brasília,94,81,Uberlândia,5,2
09/02/2012,Pinheiros,75,55,Araraquara,5,2
11/02/2012,L. Sorocabana,70,71,Flamengo,6,2
11/02/2012,Bauru,87,81,Tijuca,6,2
11/02/2012,Minas,94,82,Uberlândia,6,2
11/02/2012,Paulistano,84,76,Araraquara,6,2
11/02/2012,Brasília,90,85,Franca,6,2
11/02/2012,Pinheiros,86,83,Limeira,6,2
11/02/2012,Espírito Santo,67,74,Joinville,6,2
14/02/2012,Uberlândia,74,80,Pinheiros,3,2
16/02/2012,Franca,89,87,Pinheiros,4,2
16/02/2012,Paulistano,78,63,Bauru,11,2
23/02/2012,Tijuca,78,89,São José,7,2
23/02/2012,Uberlândia,64,53,L. Sorocabana,7,2
23/02/2012,Limeira,86,80,Minas,7,2
23/02/2012,Pinheiros,85,67,Espírito Santo,7,2
23/02/2012,Araraquara,66,105,Brasília,7,2
23/02/2012,Flamengo,97,83,Joinville,7,2
25/02/2012,Paulistano,78,55,Espírito Santo,8,2
25/02/2012,Tijuca,91,89,Joinville,8,2
25/02/2012,Uberlândia,96,80,Bauru,8,2
25/02/2012,Araraquara,81,83,Minas,8,2
25/02/2012,Flamengo,79,85,São José,8,2
25/02/2012,Limeira,77,83,Brasília,8,2
29/02/2012,Espírito Santo,98,108,Tijuca,9,2
01/03/2012,L. Sorocabana,99,91,Araraquara,9,2
01/03/2012,Bauru,99,79,Limeira,9,2
01/03/2012,Minas,69,75,Paulistano,9,2
01/03/2012,São José,102,86,Uberlândia,9,2
01/03/2012,Brasília,86,75,Pinheiros,9,2
03/03/2012,Espírito Santo,60,72,Flamengo,10,2
03/03/2012,Minas,73,104,Pinheiros,10,2
03/03/2012,Joinville,93,73,Uberlândia,10,2
03/03/2012,L. Sorocabana,74,73,Limeira,10,2
03/03/2012,Bauru,95,63,Araraquara,10,2
03/03/2012,São José,95,88,Franca,10,2
03/03/2012,Brasília,97,63,Paulistano,10,2
06/03/2012,Flamengo,99,89,Minas,3,2
07/03/2012,Franca,87,80,Bauru,7,2
12/03/2012,Franca,90,75,L. Sorocabana,8,2
13/03/2012,Brasília,81,66,Espírito Santo,11,2
13/03/2012,Pinheiros,91,67,Bauru,12,2
15/03/2012,Pinheiros,95,71,L. Sorocabana,11,2
15/03/2012,Franca,91,80,Flamengo,11,2
15/03/2012,Minas,73,72,Espírito Santo,12,2
15/03/2012,Uberlândia,88,66,Tijuca,11,2
15/03/2012,Limeira,78,85,Joinville,11,2
15/03/2012,Araraquara,80,82,São José,11,2
17/03/2012,Araraquara,88,106,Joinville,12,2
17/03/2012,Franca,94,82,Tijuca,12,2
17/03/2012,Paulistano,87,83,L. Sorocabana,12,2
17/03/2012,Limeira,71,83,São José,12,2
17/03/2012,Uberlândia,96,98,Flamengo,12,2
21/03/2012,Joinville,92,89,Franca,9,2
24/03/2012,Brasília,93,74,Flamengo,4,2
28/03/2012,Espírito Santo,71,73,Uberlândia,13,2
29/03/2012,Tijuca,90,78,Araraquara,13,2
29/03/2012,Flamengo,97,96,Limeira,13,2
29/03/2012,Joinville,68,67,Paulistano,13,2
29/03/2012,L. Sorocabana,89,91,Brasília,13,2
31/03/2012,Tijuca,76,77,Limeira,14,2
31/03/2012,L. Sorocabana,91,79,Minas,14,2
31/03/2012,São José,75,64,Paulistano,14,2
31/03/2012,Joinville,85,86,Pinheiros,14,2
31/03/2012,Espírito Santo,66,85,Franca,14,2
31/03/2012,Flamengo,81,65,Araraquara,14,2
05/04/2012,Pinheiros,82,87,Paulistano,15,2
05/04/2012,Tijuca,76,83,Flamengo,15,2
05/04/2012,São José,93,82,Joinville,15,2
05/04/2012,Uberlândia,80,68,Franca,15,2
05/04/2012,Araraquara,78,89,Limeira,15,2
06/04/2012,Brasília,87,76,Minas,15,2
06/04/2012,L. Sorocabana,71,64,Bauru,15,2
08/04/2012,Bauru,76,75,Minas,13,2
10/04/2012,Bauru,96,80,Brasília,14,2
10/04/2012,São José,66,64,Pinheiros,13,2
13/04/2012,Limeira,77,69,Joinville,1,3
14/04/2012,Tijuca,75,67,Uberlândia,1,3
14/04/2012,L. Sorocabana,76,82,Bauru,1,3
14/04/2012,Franca,91,89,Paulistano,1,3
17/04/2012,Joinville,89,84,Limeira,2,3
17/04/2012,Paulistano,68,75,Franca,2,3
18/04/2012,Uberlândia,73,59,Tijuca,2,3
18/04/2012,Bauru,83,71,L. Sorocabana,2,3
19/04/2012,Paulistano,69,77,Franca,3,3
19/04/2012,Joinville,88,69,Limeira,3,3
20/04/2012,Uberlândia,93,77,Tijuca,3,3
20/04/2012,Bauru,84,74,L. Sorocabana,3,3
22/04/2012,Limeira,102,74,Joinville,4,3
23/04/2012,Tijuca,74,81,Uberlândia,4,3
24/04/2012,Joinville,86,78,Limeira,5,3
27/04/2012,Joinville,96,80,Pinheiros,1,4
27/04/2012,Franca,77,92,São José,1,4
28/04/2012,Uberlândia,108,110,Flamengo,1,4
01/05/2012,Flamengo,70,63,Uberlândia,2,4
01/05/2012,Pinheiros,68,74,Joinville,2,4
01/05/2012,São José,96,85,Franca,2,4
03/05/2012,Pinheiros,80,69,Joinville,3,4
03/05/2012,São José,94,80,Franca,3,4
04/05/2012,Flamengo,60,77,Uberlândia,3,4
04/05/2012,Bauru,76,80,Brasília,1,4
07/05/2012,Brasília,90,78,Bauru,2,4
08/05/2012,Joinville,71,77,Pinheiros,4,4
08/05/2012,Uberlândia,87,78,Flamengo,4,4
08/05/2012,Brasília,99,91,Bauru,3,4
11/05/2012,Pinheiros,73,63,Joinville,5,4
11/05/2012,Flamengo,77,62,Uberlândia,5,4
15/05/2012,Flamengo,84,68,São José,1,5
18/05/2012,São José,107,99,Flamengo,2,5
18/05/2012,Brasília,90,77,Pinheiros,1,5
20/05/2012,Pinheiros,81,65,Brasília,2,5
20/05/2012,São José,100,91,Flamengo,3,5
22/05/2012,Pinheiros,74,76,Brasília,3,5
25/05/2012,Brasília,105,109,Pinheiros,4,5
25/05/2012,Flamengo,92,80,São José,4,5
27/05/2012,Pinheiros,68,81,Brasília,5,5
27/05/2012,São José,106,90,Flamengo,5,5
02/06/2012,São José,62,78,Brasília,1,6
