Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,2,0.00,88.00,27.00,45.00,16.00,43.00,10.50,32.50,22.00,11.50,1.91,88.00,9.00,26.50,33.96,22.50,39.00,57.69,16.00,19.50,82.05,3.00,7.00,0.61,3.00,18.00,0.17,11.50,1.00,114.00
Flamengo,2,0.00,86.50,33.00,32.00,21.50,45.00,14.50,30.50,15.00,17.50,0.86,86.50,11.00,28.00,39.29,16.00,35.50,45.07,21.50,27.00,79.63,1.00,7.00,0.40,1.50,18.50,0.08,17.50,3.50,95.50
Pinheiros,2,0.00,83.00,31.50,35.00,16.50,45.00,14.50,30.50,18.50,13.00,1.42,83.00,10.50,29.00,36.21,17.50,41.00,42.68,16.50,22.00,75.00,3.00,6.00,0.46,2.50,21.50,0.12,13.00,1.50,94.50
São Paulo,2,0.00,80.50,27.00,44.00,9.50,29.50,5.00,24.50,21.50,11.50,1.87,80.50,9.00,24.00,37.50,22.00,39.00,56.41,9.50,15.00,63.33,0.50,7.50,0.65,3.50,17.00,0.21,11.50,2.00,93.50
Minas,2,0.00,80.00,28.50,35.00,16.50,39.00,9.00,30.00,11.50,16.50,0.70,80.00,9.50,25.00,38.00,17.50,34.00,51.47,16.50,20.50,80.49,2.00,6.00,0.36,2.50,13.00,0.19,16.50,2.50,86.50
Cerrado,1,0.00,78.00,24.00,44.00,10.00,43.00,13.00,30.00,18.00,22.00,0.82,78.00,8.00,27.00,29.63,22.00,39.00,56.41,10.00,14.00,71.43,2.00,7.00,0.32,3.00,17.00,0.18,22.00,7.00,87.00
Bauru Basket,2,0.00,76.50,28.50,35.00,13.00,37.00,8.00,29.00,14.00,15.00,0.93,76.50,9.50,30.00,31.67,17.50,30.00,58.33,13.00,18.50,70.27,1.50,6.50,0.43,1.00,18.00,0.06,15.00,3.00,81.50
Corinthians,2,0.00,74.50,43.50,22.00,9.00,36.00,11.00,25.00,18.00,16.50,1.09,74.50,14.50,34.50,42.03,11.00,25.50,43.14,9.00,13.00,69.23,0.50,7.00,0.42,3.50,17.50,0.20,16.50,5.00,84.00
Caxias do Sul Basquete,2,0.00,74.00,21.00,46.00,7.00,29.50,8.50,21.00,13.00,11.50,1.13,74.00,7.00,21.50,32.56,23.00,40.50,56.79,7.00,11.00,63.64,0.50,7.00,0.61,1.00,20.50,0.05,11.50,1.00,77.00
Mogi,2,0.00,73.50,28.50,33.00,12.00,38.50,11.50,27.00,21.00,14.50,1.45,73.50,9.50,22.50,42.22,16.50,39.00,42.31,12.00,14.00,85.71,3.00,9.00,0.62,2.00,16.00,0.13,14.50,2.00,92.00
UNIFACISA,1,0.00,72.00,27.00,30.00,15.00,46.00,10.00,36.00,12.00,14.00,0.86,72.00,9.00,26.00,34.62,15.00,39.00,38.46,15.00,18.00,83.33,1.00,4.00,0.29,1.00,20.00,0.05,14.00,3.00,77.00
Fortaleza B. C. / CFO,1,0.00,71.00,18.00,42.00,11.00,41.00,9.00,32.00,11.00,9.00,1.22,71.00,6.00,29.00,20.69,21.00,43.00,48.84,11.00,13.00,84.62,2.00,7.00,0.78,2.00,19.00,0.11,9.00,4.00,76.00
Rio Claro,2,0.00,70.00,24.00,33.00,13.00,34.00,9.00,25.00,16.00,10.00,1.60,70.00,8.00,29.50,27.12,16.50,38.00,43.42,13.00,17.50,74.29,1.50,7.50,0.75,3.00,24.50,0.12,10.00,1.00,73.00
Paulistano,2,0.00,70.00,21.00,33.00,16.00,42.50,12.50,30.00,13.50,17.00,0.79,70.00,7.00,26.50,26.42,16.50,36.50,45.21,16.00,23.50,68.09,2.50,10.50,0.62,2.00,17.50,0.11,17.00,6.00,74.50
União Corinthians,2,0.00,67.50,22.50,39.00,6.00,34.00,8.00,26.00,12.50,15.00,0.83,67.50,7.50,28.50,26.32,19.50,39.50,49.37,6.00,12.50,48.00,1.50,10.50,0.70,3.00,22.00,0.14,15.00,3.00,65.00
BRB/Brasília,1,0.00,66.00,27.00,30.00,9.00,47.00,19.00,28.00,14.00,15.00,0.93,66.00,9.00,20.00,45.00,15.00,47.00,31.91,9.00,12.00,75.00,1.00,2.00,0.13,2.00,17.00,0.12,15.00,1.00,70.00
Pato Basquete,2,0.00,64.00,27.00,27.00,10.00,35.50,9.00,26.50,10.50,16.50,0.64,64.00,9.00,30.50,29.51,13.50,27.50,49.09,10.00,22.00,45.45,1.00,6.00,0.36,0.50,22.50,0.02,16.50,4.00,52.50
