Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
São Paulo,2,0.00,95.50,28.50,45.00,22.00,47.00,9.50,37.50,23.00,9.00,2.56,95.50,9.50,28.00,33.93,22.50,34.50,65.22,22.00,30.50,72.13,2.00,7.50,0.83,3.50,19.00,0.18,9.00,0.00,128.50
Sesi Franca,2,0.00,94.00,39.00,36.00,19.00,38.00,12.50,25.50,14.50,9.00,1.61,94.00,13.00,34.00,38.24,18.00,30.50,59.02,19.00,25.00,76.00,3.00,3.50,0.39,1.50,21.00,0.07,9.00,2.00,103.00
UNIFACISA,2,0.00,89.00,45.00,33.00,11.00,37.50,10.00,27.50,19.00,15.50,1.23,89.00,15.00,33.50,44.78,16.50,35.00,47.14,11.00,12.50,88.00,2.00,10.50,0.68,4.50,21.00,0.21,15.50,2.50,106.50
Minas,2,0.00,83.50,31.50,32.00,20.00,28.00,8.00,20.00,14.00,11.00,1.27,83.50,10.50,27.50,38.18,16.00,28.00,57.14,20.00,23.00,86.96,2.50,5.00,0.45,1.00,20.50,0.05,11.00,1.50,88.50
Pato Basquete,2,0.00,81.00,30.00,39.00,12.00,34.00,10.00,24.00,14.50,14.50,1.00,81.00,10.00,28.50,35.09,19.50,35.50,54.93,12.00,17.00,70.59,2.00,9.00,0.62,1.50,22.50,0.07,14.50,2.00,86.00
Corinthians,1,0.00,80.00,45.00,30.00,5.00,43.00,14.00,29.00,18.00,8.00,2.25,80.00,15.00,36.00,41.67,15.00,37.00,40.54,5.00,7.00,71.43,2.00,4.00,0.50,4.00,16.00,0.25,8.00,2.00,96.00
Fortaleza B. C. / CFO,2,0.00,80.00,24.00,40.00,16.00,35.50,10.50,25.00,11.50,12.50,0.92,80.00,8.00,23.50,34.04,20.00,41.50,48.19,16.00,23.00,69.57,1.00,11.00,0.88,3.00,19.50,0.15,12.50,4.00,84.50
Mogi,2,0.00,78.50,25.50,40.00,13.00,37.50,7.50,30.00,19.00,20.50,0.93,78.50,8.50,24.50,34.69,20.00,34.00,58.82,13.00,18.50,70.27,4.50,6.00,0.29,5.50,17.00,0.32,20.50,1.50,90.50
Flamengo,2,0.00,77.00,31.50,37.00,8.50,37.50,8.00,29.50,16.00,9.00,1.78,77.00,10.50,33.50,31.34,18.50,33.50,55.22,8.50,13.00,65.38,0.00,4.00,0.44,4.50,21.00,0.21,9.00,2.00,87.50
Rio Claro,1,0.00,75.00,30.00,40.00,5.00,31.00,13.00,18.00,16.00,10.00,1.60,75.00,10.00,31.00,32.26,20.00,32.00,62.50,5.00,12.00,41.67,3.00,7.00,0.70,0.00,19.00,0.00,10.00,2.00,79.00
Cerrado,2,0.00,74.50,21.00,46.00,7.50,42.00,9.50,32.50,15.50,10.50,1.48,74.50,7.00,24.50,28.57,23.00,41.50,55.42,7.50,11.50,65.22,3.00,3.50,0.33,2.00,16.50,0.12,10.50,3.00,87.00
União Corinthians,1,0.00,71.00,15.00,44.00,12.00,34.00,10.00,24.00,19.00,8.00,2.38,71.00,5.00,32.00,15.63,22.00,43.00,51.16,12.00,17.00,70.59,2.00,7.00,0.88,2.00,23.00,0.09,8.00,0.00,72.00
Bauru Basket,2,0.00,65.00,28.50,30.00,6.50,33.00,5.50,27.50,14.50,13.00,1.12,65.00,9.50,29.00,32.76,15.00,29.50,50.85,6.50,9.00,72.22,0.00,10.00,0.77,1.00,16.00,0.06,13.00,5.50,74.00
Pinheiros,1,0.00,60.00,6.00,44.00,10.00,51.00,21.00,30.00,13.00,12.00,1.08,60.00,2.00,31.00,6.45,22.00,42.00,52.38,10.00,17.00,58.82,0.00,2.00,0.17,2.00,13.00,0.15,12.00,2.00,60.00
Paulistano,1,0.00,53.00,21.00,22.00,10.00,42.00,13.00,29.00,10.00,21.00,0.48,53.00,7.00,30.00,23.33,11.00,27.00,40.74,10.00,14.00,71.43,1.00,3.00,0.14,2.00,14.00,0.14,21.00,1.00,46.00
Caxias do Sul Basquete,1,0.00,53.00,15.00,24.00,14.00,37.00,12.00,25.00,13.00,15.00,0.87,53.00,5.00,28.00,17.86,12.00,32.00,37.50,14.00,23.00,60.87,1.00,7.00,0.47,2.00,20.00,0.10,15.00,5.00,45.00
