Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,91.00,39.00,44.00,8.00,47.00,14.00,33.00,28.00,12.00,2.33,91.00,13.00,35.00,37.14,22.00,37.00,59.46,8.00,11.00,72.73,3.00,4.00,0.33,2.00,19.00,0.11,12.00,3.00,120.00
Sesi Franca,1,0.00,87.00,36.00,36.00,15.00,38.00,10.00,28.00,17.00,11.00,1.55,87.00,12.00,29.00,41.38,18.00,40.00,45.00,15.00,16.00,93.75,1.00,9.00,0.82,4.00,20.00,0.20,11.00,1.00,104.00
Pinheiros,1,0.00,82.00,27.00,40.00,15.00,37.00,10.00,27.00,12.00,12.00,1.00,82.00,9.00,21.00,42.86,20.00,38.00,52.63,15.00,22.00,68.18,0.00,5.00,0.42,2.00,16.00,0.13,12.00,2.00,89.00
Bauru Basket,1,0.00,79.00,33.00,40.00,6.00,34.00,8.00,26.00,19.00,9.00,2.11,79.00,11.00,34.00,32.35,20.00,33.00,60.61,6.00,9.00,66.67,4.00,7.00,0.78,0.00,18.00,0.00,9.00,2.00,91.00
BRB/Brasília,1,0.00,79.00,21.00,46.00,12.00,36.00,9.00,27.00,12.00,14.00,0.86,79.00,7.00,19.00,36.84,23.00,45.00,51.11,12.00,17.00,70.59,2.00,7.00,0.50,4.00,20.00,0.20,14.00,2.00,85.00
São Paulo,1,0.00,75.00,27.00,34.00,14.00,47.00,10.00,37.00,20.00,10.00,2.00,75.00,9.00,32.00,28.13,17.00,33.00,51.52,14.00,16.00,87.50,2.00,9.00,0.90,4.00,16.00,0.25,10.00,2.00,104.00
Fortaleza B. C. / CFO,1,0.00,74.00,21.00,44.00,9.00,38.00,12.00,26.00,24.00,10.00,2.40,74.00,7.00,22.00,31.82,22.00,48.00,45.83,9.00,18.00,50.00,1.00,7.00,0.70,3.00,15.00,0.20,10.00,1.00,86.00
Minas,1,0.00,71.00,12.00,42.00,17.00,41.00,15.00,26.00,13.00,12.00,1.08,71.00,4.00,26.00,15.38,21.00,37.00,56.76,17.00,26.00,65.38,2.00,5.00,0.42,1.00,19.00,0.05,12.00,4.00,72.00
Mogi,2,0.00,70.50,21.00,40.00,9.50,35.50,9.50,26.00,18.00,13.00,1.38,70.50,7.00,25.50,27.45,20.00,36.00,55.56,9.50,13.50,70.37,3.00,7.50,0.58,1.50,17.00,0.09,13.00,4.00,81.50
UNIFACISA,1,0.00,68.00,9.00,42.00,17.00,37.00,10.00,27.00,15.00,13.00,1.15,68.00,3.00,20.00,15.00,21.00,37.00,56.76,17.00,23.00,73.91,3.00,6.00,0.46,2.00,26.00,0.08,13.00,1.00,76.00
Paulistano,1,0.00,60.00,30.00,20.00,10.00,42.00,14.00,28.00,15.00,13.00,1.15,60.00,10.00,35.00,28.57,10.00,34.00,29.41,10.00,13.00,76.92,1.00,5.00,0.38,3.00,19.00,0.16,13.00,1.00,60.00
