Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,102.00,39.00,40.00,23.00,32.00,8.00,24.00,23.00,10.00,2.30,102.00,13.00,30.00,43.33,20.00,31.00,64.52,23.00,26.00,88.46,2.00,7.00,0.70,2.00,24.00,0.08,10.00,3.00,125.00
Minas,2,0.00,96.00,39.00,44.00,13.00,42.00,11.00,31.00,21.50,14.00,1.54,96.00,13.00,30.50,42.62,22.00,36.50,60.27,13.00,15.50,83.87,2.00,6.00,0.43,4.00,19.50,0.21,14.00,2.00,121.00
São Paulo,2,0.00,92.50,39.00,38.00,15.50,29.50,4.00,25.50,21.00,10.50,2.00,92.50,13.00,28.00,46.43,19.00,31.50,60.32,15.50,19.50,79.49,3.50,6.00,0.57,4.00,21.00,0.19,10.50,1.50,111.00
Pinheiros,1,0.00,92.00,45.00,40.00,7.00,42.00,16.00,26.00,19.00,9.00,2.11,92.00,15.00,36.00,41.67,20.00,45.00,44.44,7.00,12.00,58.33,1.00,5.00,0.56,2.00,14.00,0.14,9.00,1.00,100.00
Sesi Franca,2,0.00,86.50,25.50,50.00,11.00,40.00,9.50,30.50,18.50,5.50,3.36,86.50,8.50,28.00,30.36,25.00,43.50,57.47,11.00,12.50,88.00,4.50,5.50,1.00,1.00,11.50,0.09,5.50,1.00,106.50
Cerrado,2,0.00,80.50,21.00,38.00,21.50,43.50,14.50,29.00,13.50,12.00,1.13,80.50,7.00,25.50,27.45,19.00,41.50,45.78,21.50,25.50,84.31,0.50,4.00,0.33,2.50,16.00,0.16,12.00,3.00,87.00
Mogi,3,0.00,80.33,27.00,42.00,11.33,41.33,8.67,32.67,22.00,14.00,1.57,80.33,9.00,29.00,31.03,21.00,38.67,54.31,11.33,14.33,79.07,3.33,5.33,0.38,2.67,20.33,0.13,14.00,3.00,97.00
Rio Claro,2,0.00,78.00,19.50,42.00,16.50,38.50,11.50,27.00,14.50,16.00,0.91,78.00,6.50,17.50,37.14,21.00,45.50,46.15,16.50,26.00,63.46,1.50,6.00,0.38,3.00,23.50,0.13,16.00,4.50,79.00
Pato Basquete,2,0.00,77.50,34.50,31.00,12.00,27.00,9.00,18.00,13.00,11.00,1.18,77.50,11.50,28.00,41.07,15.50,36.00,43.06,12.00,15.50,77.42,1.50,7.00,0.64,0.00,23.50,0.00,11.00,3.00,73.00
UNIFACISA,2,0.00,76.50,28.50,35.00,13.00,35.50,7.00,28.50,11.50,17.00,0.68,76.50,9.50,26.00,36.54,17.50,28.50,61.40,13.00,17.50,74.29,1.00,6.50,0.38,2.50,16.00,0.16,17.00,3.00,83.50
Flamengo,2,0.00,76.00,43.50,19.00,13.50,37.50,12.00,25.50,17.00,13.50,1.26,76.00,14.50,40.50,35.80,9.50,23.00,41.30,13.50,15.00,90.00,1.00,6.00,0.44,4.50,15.00,0.30,13.50,3.00,86.50
Fortaleza B. C. / CFO,2,0.00,76.00,25.50,34.00,16.50,40.50,12.50,28.00,14.50,11.50,1.26,76.00,8.50,23.50,36.17,17.00,40.50,41.98,16.50,29.50,55.93,1.50,8.00,0.70,0.50,18.00,0.03,11.50,1.50,76.50
União Corinthians,2,0.00,75.00,33.00,35.00,7.00,36.00,10.50,25.50,15.00,14.50,1.03,75.00,11.00,31.00,35.48,17.50,34.50,50.72,7.00,11.00,63.64,1.50,4.00,0.28,3.50,23.00,0.15,14.50,1.50,78.00
Corinthians,2,0.00,74.50,24.00,42.00,8.50,46.50,14.00,32.50,16.50,15.00,1.10,74.50,8.00,29.00,27.59,21.00,42.00,50.00,8.50,10.00,85.00,1.00,3.50,0.23,2.00,17.50,0.11,15.00,2.50,84.50
Paulistano,3,0.00,74.33,22.00,38.67,13.67,29.67,8.33,21.33,13.67,10.67,1.28,74.33,7.33,24.67,29.73,19.33,39.67,48.74,13.67,17.00,80.39,0.67,9.67,0.91,2.00,22.67,0.09,10.67,2.67,77.67
BRB/Brasília,2,0.00,73.50,21.00,37.00,15.50,39.50,11.00,28.50,13.00,17.00,0.76,73.50,7.00,25.00,28.00,18.50,35.50,52.11,15.50,22.00,70.45,1.00,6.50,0.38,1.50,19.00,0.08,17.00,4.00,75.50
Caxias do Sul Basquete,2,0.00,67.00,19.50,38.00,9.50,36.50,9.50,27.00,16.00,15.50,1.03,67.00,6.50,23.50,27.66,19.00,40.00,47.50,9.50,11.50,82.61,0.00,7.50,0.48,3.00,21.00,0.14,15.50,2.50,74.50
