Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,0.00,102.00,27.00,60.00,15.00,37.00,5.00,32.00,20.00,6.00,3.33,102.00,9.00,26.00,34.62,30.00,41.00,73.17,15.00,21.00,71.43,3.00,8.00,1.33,0.00,21.00,0.00,6.00,0.00,127.00
Flamengo,1,0.00,99.00,57.00,30.00,12.00,41.00,14.00,27.00,18.00,9.00,2.00,99.00,19.00,43.00,44.19,15.00,24.00,62.50,12.00,16.00,75.00,3.00,4.00,0.44,4.00,17.00,0.24,9.00,0.00,120.00
Pinheiros,1,0.00,87.00,18.00,50.00,19.00,31.00,8.00,23.00,17.00,15.00,1.13,87.00,6.00,17.00,35.29,25.00,39.00,64.10,19.00,27.00,70.37,1.00,9.00,0.60,5.00,18.00,0.28,15.00,0.00,101.00
Corinthians,2,0.00,86.00,36.00,30.00,20.00,40.50,12.00,28.50,15.50,16.00,0.97,86.00,12.00,28.50,42.11,15.00,30.50,49.18,20.00,28.50,70.18,0.00,7.00,0.44,4.50,24.00,0.19,16.00,1.50,97.00
BRB/Brasília,2,0.00,85.50,25.50,42.00,18.00,31.50,10.00,21.50,14.50,14.00,1.04,85.50,8.50,22.50,37.78,21.00,35.50,59.15,18.00,27.00,66.67,1.00,6.50,0.46,1.00,23.00,0.04,14.00,5.50,87.50
Minas,2,0.00,84.50,22.50,49.00,13.00,35.50,8.00,27.50,19.00,13.50,1.41,84.50,7.50,23.50,31.91,24.50,36.50,67.12,13.00,15.50,83.87,5.50,4.00,0.30,2.00,17.50,0.11,13.50,1.50,101.00
Paulistano,3,0.00,82.67,37.00,32.67,13.00,35.33,11.00,24.33,15.33,13.67,1.12,82.67,12.33,29.00,42.53,16.33,37.00,44.14,13.00,17.33,75.00,2.67,6.67,0.49,3.00,22.00,0.14,13.67,3.00,87.67
Bauru Basket,1,0.00,82.00,45.00,24.00,13.00,37.00,10.00,27.00,11.00,8.00,1.38,82.00,15.00,42.00,35.71,12.00,25.00,48.00,13.00,17.00,76.47,0.00,6.00,0.75,0.00,20.00,0.00,8.00,2.00,84.00
Caxias do Sul Basquete,1,0.00,80.00,42.00,26.00,12.00,30.00,9.00,21.00,17.00,17.00,1.00,80.00,14.00,29.00,48.28,13.00,29.00,44.83,12.00,18.00,66.67,0.00,7.00,0.41,1.00,22.00,0.05,17.00,4.00,81.00
São Paulo,1,0.00,80.00,27.00,34.00,19.00,40.00,11.00,29.00,15.00,13.00,1.15,80.00,9.00,30.00,30.00,17.00,31.00,54.84,19.00,24.00,79.17,3.00,8.00,0.62,1.00,19.00,0.05,13.00,1.00,91.00
Pato Basquete,1,0.00,79.00,30.00,38.00,11.00,38.00,9.00,29.00,16.00,9.00,1.78,79.00,10.00,36.00,27.78,19.00,34.00,55.88,11.00,20.00,55.00,4.00,11.00,1.22,1.00,21.00,0.05,9.00,1.00,86.00
Rio Claro,2,0.00,78.50,25.50,39.00,14.00,33.00,9.00,24.00,14.50,10.50,1.38,78.50,8.50,24.00,35.42,19.50,41.00,47.56,14.00,16.50,84.85,1.00,4.00,0.38,0.50,17.50,0.03,10.50,1.50,80.50
União Corinthians,1,0.00,77.00,24.00,42.00,11.00,43.00,12.00,31.00,13.00,11.00,1.18,77.00,8.00,31.00,25.81,21.00,37.00,56.76,11.00,17.00,64.71,1.00,5.00,0.45,1.00,18.00,0.06,11.00,2.00,83.00
Fortaleza B. C. / CFO,2,0.00,76.50,18.00,48.00,10.50,40.00,14.50,25.50,19.50,15.50,1.26,76.50,6.00,21.50,27.91,24.00,47.50,50.53,10.50,20.50,51.22,1.00,7.00,0.45,3.00,18.50,0.16,15.50,4.50,81.50
Mogi,1,0.00,70.00,33.00,28.00,9.00,42.00,9.00,33.00,18.00,19.00,0.95,70.00,11.00,31.00,35.48,14.00,30.00,46.67,9.00,14.00,64.29,2.00,4.00,0.21,1.00,19.00,0.05,19.00,1.00,75.00
Cerrado,1,0.00,66.00,18.00,34.00,14.00,35.00,13.00,22.00,16.00,9.00,1.78,66.00,6.00,31.00,19.35,17.00,32.00,53.13,14.00,23.00,60.87,4.00,8.00,0.89,4.00,16.00,0.25,9.00,2.00,71.00
UNIFACISA,1,0.00,64.00,27.00,28.00,9.00,33.00,10.00,23.00,12.00,16.00,0.75,64.00,9.00,29.00,31.03,14.00,33.00,42.42,9.00,10.00,90.00,1.00,7.00,0.44,2.00,20.00,0.10,16.00,6.00,62.00
