Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,2,0.00,90.50,31.50,43.00,16.00,35.50,7.00,28.50,21.00,12.50,1.68,90.50,10.50,27.50,38.18,21.50,33.50,64.18,16.00,21.00,76.19,0.50,8.00,0.64,2.50,18.00,0.14,12.50,3.00,111.00
Sesi Franca,1,0.00,86.00,30.00,34.00,22.00,45.00,14.00,31.00,17.00,16.00,1.06,86.00,10.00,31.00,32.26,17.00,31.00,54.84,22.00,24.00,91.67,3.00,2.00,0.13,2.00,17.00,0.12,16.00,4.00,99.00
Minas,2,0.00,86.00,33.00,42.00,11.00,39.50,12.50,27.00,15.50,9.00,1.72,86.00,11.00,28.50,38.60,21.00,37.50,56.00,11.00,15.50,70.97,3.00,6.50,0.72,3.00,17.00,0.18,9.00,2.00,103.00
Pinheiros,2,0.00,81.50,30.00,37.00,14.50,47.00,16.00,31.00,15.00,17.50,0.86,81.50,10.00,29.00,34.48,18.50,37.00,50.00,14.50,20.50,70.73,1.50,7.50,0.43,4.00,16.00,0.25,17.50,5.50,94.00
Caxias do Sul Basquete,2,0.00,80.00,31.50,32.00,16.50,29.50,6.50,23.00,16.00,10.00,1.60,80.00,10.50,28.50,36.84,16.00,34.50,46.38,16.50,18.50,89.19,0.50,7.50,0.75,3.00,22.00,0.14,10.00,1.50,87.50
Paulistano,2,0.00,78.00,30.00,39.00,9.00,44.50,12.00,32.50,15.00,16.00,0.94,78.00,10.00,29.00,34.48,19.50,41.50,46.99,9.00,14.00,64.29,0.50,7.50,0.47,2.50,19.50,0.13,16.00,4.50,85.50
Cerrado,2,0.00,78.00,33.00,38.00,7.00,37.00,12.00,25.00,21.00,11.00,1.91,78.00,11.00,32.00,34.38,19.00,38.00,50.00,7.00,11.50,60.87,3.00,4.00,0.36,3.50,19.50,0.18,11.00,1.50,88.00
Rio Claro,1,0.00,76.00,21.00,38.00,17.00,32.00,11.00,21.00,17.00,10.00,1.70,76.00,7.00,30.00,23.33,19.00,37.00,51.35,17.00,19.00,89.47,2.00,8.00,0.80,1.00,24.00,0.04,10.00,3.00,81.00
Fortaleza B. C. / CFO,2,0.00,75.00,21.00,46.00,8.00,46.00,11.50,34.50,9.00,14.50,0.62,75.00,7.00,23.50,29.79,23.00,43.50,52.87,8.00,14.00,57.14,0.00,2.50,0.17,3.50,20.50,0.17,14.50,2.00,78.50
UNIFACISA,1,0.00,72.00,12.00,42.00,18.00,33.00,12.00,21.00,11.00,12.00,0.92,72.00,4.00,25.00,16.00,21.00,42.00,50.00,18.00,21.00,85.71,0.00,11.00,0.92,0.00,17.00,0.00,12.00,1.00,70.00
BRB/Brasília,3,0.00,69.67,19.00,38.67,12.00,38.67,11.33,27.33,11.33,13.00,0.87,69.67,6.33,22.00,28.79,19.33,38.00,50.88,12.00,20.33,59.02,1.33,4.33,0.33,1.67,16.33,0.10,13.00,1.67,70.00
Flamengo,1,0.00,69.00,33.00,32.00,4.00,42.00,13.00,29.00,17.00,9.00,1.89,69.00,11.00,42.00,26.19,16.00,27.00,59.26,4.00,5.00,80.00,1.00,6.00,0.67,4.00,17.00,0.24,9.00,2.00,86.00
União Corinthians,2,0.00,66.50,21.00,35.00,10.50,32.00,7.00,25.00,15.50,15.00,1.03,66.50,7.00,27.50,25.45,17.50,35.00,50.00,10.50,13.50,77.78,2.00,6.50,0.43,1.00,15.50,0.06,15.00,2.50,65.50
Corinthians,1,0.00,66.00,24.00,32.00,10.00,40.00,16.00,24.00,7.00,8.00,0.88,66.00,8.00,31.00,25.81,16.00,27.00,59.26,10.00,22.00,45.45,0.00,3.00,0.38,0.00,12.00,0.00,8.00,1.00,62.00
