Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,103.00,45.00,48.00,10.00,47.00,10.00,37.00,25.00,6.00,4.17,103.00,15.00,39.00,38.46,24.00,38.00,63.16,10.00,13.00,76.92,4.00,7.00,1.17,6.00,13.00,0.46,6.00,0.00,141.00
Minas,1,0.00,91.00,36.00,38.00,17.00,32.00,7.00,25.00,26.00,14.00,1.86,91.00,12.00,25.00,48.00,19.00,34.00,55.88,17.00,20.00,85.00,3.00,9.00,0.64,2.00,15.00,0.13,14.00,2.00,115.00
Rio Claro,1,0.00,91.00,48.00,28.00,15.00,40.00,17.00,23.00,13.00,11.00,1.18,91.00,16.00,40.00,40.00,14.00,37.00,37.84,15.00,20.00,75.00,1.00,11.00,1.00,1.00,20.00,0.05,11.00,1.00,93.00
Paulistano,2,0.00,89.50,31.50,47.00,11.00,37.50,9.00,28.50,16.00,14.00,1.14,89.50,10.50,28.50,36.84,23.50,38.00,61.84,11.00,15.50,70.97,3.00,7.00,0.50,1.00,20.50,0.05,14.00,2.50,100.00
Corinthians,2,0.00,89.00,36.00,40.00,13.00,45.50,12.00,33.50,22.00,12.00,1.83,89.00,12.00,33.50,35.82,20.00,34.00,58.82,13.00,17.00,76.47,2.00,7.00,0.58,3.00,21.00,0.14,12.00,2.50,115.00
UNIFACISA,1,0.00,88.00,24.00,54.00,10.00,44.00,16.00,28.00,11.00,6.00,1.83,88.00,8.00,21.00,38.10,27.00,58.00,46.55,10.00,14.00,71.43,1.00,9.00,1.50,2.00,17.00,0.12,6.00,1.00,100.00
São Paulo,2,0.00,85.50,37.50,35.00,13.00,37.50,6.50,31.00,16.00,16.00,1.00,85.50,12.50,27.00,46.30,17.50,33.00,53.03,13.00,18.50,70.27,2.50,7.00,0.44,0.50,17.50,0.03,16.00,5.00,95.00
Pinheiros,1,0.00,84.00,33.00,42.00,9.00,39.00,16.00,23.00,26.00,14.00,1.86,84.00,11.00,35.00,31.43,21.00,39.00,53.85,9.00,12.00,75.00,1.00,7.00,0.50,4.00,18.00,0.22,14.00,1.00,101.00
BRB/Brasília,1,0.00,82.00,27.00,32.00,23.00,52.00,22.00,30.00,15.00,14.00,1.07,82.00,9.00,34.00,26.47,16.00,38.00,42.11,23.00,28.00,82.14,1.00,8.00,0.57,4.00,22.00,0.18,14.00,4.00,95.00
Fortaleza B. C. / CFO,1,0.00,75.00,27.00,38.00,10.00,43.00,15.00,28.00,16.00,15.00,1.07,75.00,9.00,33.00,27.27,19.00,39.00,48.72,10.00,15.00,66.67,1.00,3.00,0.20,1.00,21.00,0.05,15.00,4.00,74.00
Pato Basquete,2,0.00,74.50,42.00,24.00,8.50,35.00,12.00,23.00,15.00,14.50,1.03,74.50,14.00,34.00,41.18,12.00,32.00,37.50,8.50,15.00,56.67,0.00,9.50,0.66,5.00,18.00,0.28,14.50,4.00,78.00
Cerrado,1,0.00,74.00,27.00,36.00,11.00,41.00,12.00,29.00,16.00,14.00,1.14,74.00,9.00,31.00,29.03,18.00,35.00,51.43,11.00,16.00,68.75,3.00,4.00,0.29,4.00,13.00,0.31,14.00,2.00,81.00
Caxias do Sul Basquete,2,0.00,71.50,15.00,39.00,17.50,30.50,8.00,22.50,11.00,16.00,0.69,71.50,5.00,19.50,25.64,19.50,37.00,52.70,17.50,23.50,74.47,1.00,4.50,0.28,1.50,17.00,0.09,16.00,3.50,65.00
União Corinthians,2,0.00,70.50,25.50,32.00,13.00,35.50,10.00,25.50,14.50,9.50,1.53,70.50,8.50,31.00,27.42,16.00,40.00,40.00,13.00,17.50,74.29,0.50,9.50,1.00,3.00,18.50,0.16,9.50,1.50,72.50
Mogi,1,0.00,68.00,33.00,30.00,5.00,45.00,13.00,32.00,22.00,25.00,0.88,68.00,11.00,31.00,35.48,15.00,29.00,51.72,5.00,9.00,55.56,5.00,8.00,0.32,6.00,18.00,0.33,25.00,2.00,86.00
Bauru Basket,1,0.00,59.00,15.00,38.00,6.00,33.00,5.00,28.00,17.00,12.00,1.42,59.00,5.00,23.00,21.74,19.00,42.00,45.24,6.00,8.00,75.00,3.00,5.00,0.42,1.00,13.00,0.08,12.00,1.00,60.00
