Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,99.00,48.00,46.00,5.00,42.00,11.00,31.00,21.00,12.00,1.75,99.00,16.00,26.00,61.54,23.00,37.00,62.16,5.00,7.00,71.43,1.00,4.00,0.33,1.00,10.00,0.10,12.00,4.00,129.00
União Corinthians,2,0.00,87.50,37.50,38.00,12.00,39.50,13.50,26.00,18.00,10.00,1.80,87.50,12.50,34.50,36.23,19.00,38.50,49.35,12.00,16.00,75.00,1.00,6.00,0.60,2.00,16.00,0.13,10.00,2.50,97.50
Fortaleza B. C. / CFO,2,0.00,85.50,27.00,43.00,15.50,39.00,11.50,27.50,18.00,11.00,1.64,85.50,9.00,18.50,48.65,21.50,45.50,47.25,15.50,23.00,67.39,3.50,5.00,0.45,2.50,17.50,0.14,11.00,2.50,98.00
Sesi Franca,2,0.00,84.00,24.00,47.00,13.00,35.50,7.00,28.50,15.50,14.00,1.11,84.00,8.00,21.00,38.10,23.50,38.50,61.04,13.00,17.00,76.47,4.00,5.00,0.36,3.00,14.50,0.21,14.00,1.00,97.00
São Paulo,2,0.00,82.50,30.00,46.00,6.50,32.50,6.00,26.50,22.00,13.00,1.69,82.50,10.00,27.50,36.36,23.00,33.50,68.66,6.50,10.00,65.00,2.50,6.00,0.46,3.00,16.00,0.19,13.00,3.00,101.50
Mogi,2,0.00,79.50,27.00,39.00,13.50,45.50,8.00,37.50,16.00,12.50,1.28,79.50,9.00,30.50,29.51,19.50,37.50,52.00,13.50,16.50,81.82,4.50,6.00,0.48,4.00,25.50,0.16,12.50,3.50,96.00
Cerrado,2,0.00,79.50,21.00,42.00,16.50,48.00,17.50,30.50,14.50,13.00,1.12,79.50,7.00,32.50,21.54,21.00,43.00,48.84,16.50,26.50,62.26,2.50,9.00,0.69,2.00,21.50,0.09,13.00,0.00,82.50
UNIFACISA,2,0.00,78.50,28.50,39.00,11.00,42.00,13.50,28.50,19.00,10.50,1.81,78.50,9.50,33.00,28.79,19.50,39.00,50.00,11.00,15.50,70.97,2.50,4.00,0.38,1.50,17.00,0.09,10.50,2.00,87.00
Paulistano,2,0.00,78.50,36.00,32.00,10.50,32.00,8.50,23.50,13.00,10.50,1.24,78.50,12.00,33.00,36.36,16.00,30.50,52.46,10.50,13.00,80.77,1.50,7.50,0.71,3.50,20.00,0.18,10.50,3.00,86.00
Pato Basquete,2,0.00,78.00,25.50,41.00,11.50,46.00,14.50,31.50,13.50,10.00,1.35,78.00,8.50,26.50,32.08,20.50,51.00,40.20,11.50,20.00,57.50,3.00,9.50,0.95,2.00,19.50,0.10,10.00,0.50,82.00
Caxias do Sul Basquete,2,0.00,77.50,27.00,40.00,10.50,36.50,7.00,29.50,16.00,12.00,1.33,77.50,9.00,21.00,42.86,20.00,40.00,50.00,10.50,14.00,75.00,2.00,7.50,0.63,3.00,19.00,0.16,12.00,4.00,93.00
Bauru Basket,1,0.00,77.00,21.00,48.00,8.00,33.00,10.00,23.00,20.00,9.00,2.22,77.00,7.00,29.00,24.14,24.00,36.00,66.67,8.00,10.00,80.00,1.00,7.00,0.78,1.00,18.00,0.06,9.00,2.00,93.00
Rio Claro,2,0.00,74.00,19.50,45.00,9.50,29.50,7.00,22.50,19.50,10.50,1.86,74.00,6.50,18.00,36.11,22.50,41.00,54.88,9.50,14.00,67.86,2.50,8.00,0.76,1.00,18.50,0.05,10.50,1.50,87.00
Pinheiros,1,0.00,70.00,27.00,26.00,17.00,39.00,14.00,25.00,15.00,13.00,1.15,70.00,9.00,27.00,33.33,13.00,38.00,34.21,17.00,22.00,77.27,0.00,6.00,0.46,2.00,13.00,0.15,13.00,2.00,71.00
Corinthians,2,0.00,68.50,30.00,28.00,10.50,33.50,10.00,23.50,13.00,17.50,0.74,68.50,10.00,30.50,32.79,14.00,26.50,52.83,10.50,12.00,87.50,1.50,6.50,0.37,3.00,16.00,0.19,17.50,4.00,72.50
BRB/Brasília,2,0.00,65.50,21.00,28.00,16.50,44.50,9.00,35.50,12.50,13.50,0.93,65.50,7.00,29.50,23.73,14.00,31.00,45.16,16.50,27.00,61.11,2.50,2.00,0.15,2.00,17.00,0.12,13.50,3.50,63.00
Minas,1,0.00,63.00,15.00,42.00,6.00,26.00,12.00,14.00,12.00,7.00,1.71,63.00,5.00,26.00,19.23,21.00,41.00,51.22,6.00,9.00,66.67,3.00,7.00,1.00,3.00,9.00,0.33,7.00,0.00,60.00
