Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
05/01/2019,Paulistano,82,78,Corinthians,1,2
07/01/2019,Mogi,88,82,São José,1,2
08/01/2019,Corinthians,97,82,Minas,1,2
09/01/2019,Vasco da Gama,82,88,Bauru,1,2
09/01/2019,Basq. Cearense,65,77,Paulistano,1,2
10/01/2019,Joinville / AABJ,84,90,Mogi,1,2
10/01/2019,Pinheiros,87,75,Minas,1,2
11/01/2019,Brasília,71,97,Paulistano,1,2
11/01/2019,Botafogo,74,80,Bauru,1,2
12/01/2019,Corinthians,68,91,Flamengo,1,2
12/01/2019,Sesi Franca,82,74,Basq. Cearense,1,2
14/01/2019,Joinville / AABJ,81,92,Vasco da Gama,2,2
14/01/2019,Pinheiros,81,73,Flamengo,2,2
14/01/2019,Bauru,82,71,Basq. Cearense,2,2
15/01/2019,Brasília,76,80,Mogi,2,2
16/01/2019,Minas,75,80,São José,2,2
16/01/2019,Corinthians,77,80,Pinheiros,2,2
17/01/2019,Vasco da Gama,78,84,Sesi Franca,2,2
17/01/2019,Basq. Cearense,60,73,Mogi,2,2
18/01/2019,Flamengo,96,83,São José,2,2
19/01/2019,Botafogo,69,71,Sesi Franca,2,2
19/01/2019,Joinville / AABJ,80,89,Minas,2,2
21/01/2019,Mogi,65,64,Minas,3,2
22/01/2019,Bauru,75,76,Brasília,3,2
22/01/2019,Botafogo,78,69,Basq. Cearense,3,2
23/01/2019,Paulistano,85,91,Pinheiros,3,2
24/01/2019,Vasco da Gama,77,79,Basq. Cearense,3,2
24/01/2019,Joinville / AABJ,50,89,Flamengo,3,2
26/01/2019,Mogi,74,81,Flamengo,3,2
26/01/2019,Pinheiros,69,67,Botafogo,3,2
28/01/2019,São José,79,72,Botafogo,4,2
29/01/2019,Basq. Cearense,77,90,Corinthians,4,2
30/01/2019,Minas,88,85,Paulistano,4,2
31/01/2019,Brasília,84,82,Corinthians,4,2
01/02/2019,Flamengo,95,87,Paulistano,4,2
02/02/2019,Sesi Franca,88,71,Bauru,4,2
04/02/2019,São José,67,83,Pinheiros,5,2
04/02/2019,Vasco da Gama,81,92,Minas,5,2
05/02/2019,Brasília,80,87,Basq. Cearense,5,2
05/02/2019,Flamengo,79,74,Sesi Franca,5,2
11/02/2019,Sesi Franca,83,69,Brasília,6,2
13/02/2019,Mogi,90,88,Vasco da Gama,6,2
13/02/2019,Pinheiros,92,70,Joinville / AABJ,6,2
13/02/2019,Basq. Cearense,76,86,São José,6,2
14/02/2019,Minas,93,89,Bauru,6,2
15/02/2019,Corinthians,92,83,Joinville / AABJ,6,2
15/02/2019,Brasília,81,73,São José,6,2
15/02/2019,Mogi,89,91,Paulistano,6,2
16/02/2019,Minas,86,103,Sesi Franca,6,2
19/02/2019,Joinville / AABJ,54,59,Botafogo,7,2
23/02/2019,Botafogo,79,74,Vasco da Gama,7,2
26/02/2019,São José,82,68,Vasco da Gama,8,2
26/02/2019,Basq. Cearense,88,77,Joinville / AABJ,8,2
28/02/2019,Paulistano,109,65,Vasco da Gama,8,2
28/02/2019,Bauru,68,75,Pinheiros,8,2
28/02/2019,Brasília,98,90,Joinville / AABJ,8,2
28/02/2019,Corinthians,90,79,Mogi,8,2
01/03/2019,Botafogo,67,73,Flamengo,8,2
02/03/2019,Sesi Franca,93,78,Pinheiros,8,2
04/03/2019,Sesi Franca,83,60,Corinthians,9,2
06/03/2019,Botafogo,79,62,Minas,9,2
07/03/2019,Vasco da Gama,78,94,Brasília,9,2
07/03/2019,Bauru,92,81,Corinthians,9,2
08/03/2019,Pinheiros,78,71,Mogi,9,2
09/03/2019,Botafogo,79,65,Brasília,9,2
09/03/2019,Flamengo,82,60,Minas,9,2
11/03/2019,Joinville / AABJ,87,84,São José,10,2
12/03/2019,Flamengo,80,72,Bauru,10,2
14/03/2019,Basq. Cearense,79,81,Pinheiros,10,2
14/03/2019,São José,74,83,Bauru,10,2
15/03/2019,Joinville / AABJ,87,97,Paulistano,10,2
15/03/2019,Mogi,89,72,Botafogo,10,2
16/03/2019,Vasco da Gama,67,107,Flamengo,10,2
16/03/2019,São José,80,98,Sesi Franca,10,2
16/03/2019,Brasília,81,77,Pinheiros,10,2
18/03/2019,Paulistano,86,93,Sesi Franca,11,2
19/03/2019,São José,61,72,Corinthians,11,2
21/03/2019,Paulistano,74,76,Bauru,11,2
23/03/2019,Sesi Franca,82,65,Mogi,11,2
24/03/2019,Bauru,84,76,Joinville / AABJ,12,2
24/03/2019,Corinthians,85,72,Vasco da Gama,12,2
24/03/2019,Paulistano,100,104,Botafogo,12,2
24/03/2019,Minas,95,85,Basq. Cearense,12,2
24/03/2019,Flamengo,97,54,Brasília,12,2
26/03/2019,Bauru,81,96,Mogi,12,2
26/03/2019,Sesi Franca,84,72,Joinville / AABJ,12,2
26/03/2019,Corinthians,84,77,Botafogo,12,2
26/03/2019,Pinheiros,112,80,Vasco da Gama,12,2
26/03/2019,Flamengo,100,82,Basq. Cearense,12,2
26/03/2019,Minas,68,74,Brasília,12,2
26/03/2019,São José,65,73,Paulistano,12,2
30/03/2019,Brasília,87,78,Corinthians,1,3
01/04/2019,São José,81,87,Botafogo,1,3
03/04/2019,Minas,78,71,Bauru,1,3
04/04/2019,Corinthians,92,86,Brasília,2,3
05/04/2019,Basq. Cearense,75,68,Paulistano,1,3
05/04/2019,Botafogo,66,61,São José,2,3
06/04/2019,Bauru,66,59,Minas,2,3
06/04/2019,Corinthians,83,74,Brasília,3,3
08/04/2019,Paulistano,74,84,Basq. Cearense,2,3
08/04/2019,Bauru,85,64,Minas,3,3
12/04/2019,Botafogo,91,76,Pinheiros,1,4
13/04/2019,Corinthians,73,92,Flamengo,1,4
13/04/2019,Basq. Cearense,69,77,Mogi,1,4
16/04/2019,Bauru,82,94,Sesi Franca,1,4
17/04/2019,Flamengo,79,60,Corinthians,2,4
18/04/2019,Pinheiros,67,58,Botafogo,2,4
19/04/2019,Mogi,96,71,Basq. Cearense,2,4
20/04/2019,Flamengo,91,65,Corinthians,3,4
20/04/2019,Pinheiros,89,64,Botafogo,3,4
21/04/2019,Mogi,73,71,Basq. Cearense,3,4
22/04/2019,Sesi Franca,83,77,Bauru,2,4
24/04/2019,Sesi Franca,90,68,Bauru,3,4
27/04/2019,Botafogo,88,73,Pinheiros,4,4
30/04/2019,Pinheiros,78,82,Botafogo,5,4
03/05/2019,Botafogo,77,79,Flamengo,1,5
04/05/2019,Mogi,77,85,Sesi Franca,1,5
08/05/2019,Sesi Franca,89,78,Mogi,2,5
09/05/2019,Flamengo,81,69,Botafogo,2,5
10/05/2019,Sesi Franca,108,100,Mogi,3,5
11/05/2019,Flamengo,77,81,Botafogo,3,5
14/05/2019,Botafogo,75,90,Flamengo,4,5
19/05/2019,Flamengo,82,68,Sesi Franca,1,6
23/05/2019,Sesi Franca,88,79,Flamengo,2,6
25/05/2019,Sesi Franca,77,71,Flamengo,3,6
01/06/2019,Flamengo,76,62,Sesi Franca,4,6
08/06/2019,Sesi Franca,72,81,Flamengo,5,6
