Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
05/11/2016,Bauru,97,100,Flamengo,1,1
07/11/2016,Pinheiros,75,79,Vitória,2,1
08/11/2016,Minas,83,63,Caxias do Sul,1,1
08/11/2016,Franca,84,85,Flamengo,2,1
08/11/2016,Bauru,84,76,Macaé Basquete,2,1
09/11/2016,Pinheiros,80,74,Basq. Cearense,1,1
10/11/2016,Minas,83,85,Vasco da Gama,2,1
10/11/2016,Brasília,91,82,Caxias do Sul,2,1
10/11/2016,Franca,86,79,Macaé Basquete,1,1
12/11/2016,Brasília,95,72,Vasco da Gama,1,1
12/11/2016,Campo Mourão,73,78,L. Sorocabana,2,1
13/11/2016,Mogi,86,55,Paulistano,2,1
15/11/2016,Vitória,88,77,Brasília,3,1
15/11/2016,Macaé Basquete,90,92,Pinheiros,3,1
15/11/2016,Basq. Cearense,78,71,Minas,3,1
16/11/2016,Paulistano,90,66,Bauru,3,1
16/11/2016,L. Sorocabana,87,66,Franca,3,1
17/11/2016,Vasco da Gama,81,91,Campo Mourão,3,1
17/11/2016,Caxias do Sul,80,87,Mogi,3,1
17/11/2016,Basq. Cearense,72,81,Brasília,4,1
17/11/2016,Vitória,76,74,Minas,4,1
17/11/2016,Flamengo,96,88,Pinheiros,4,1
18/11/2016,Paulistano,73,76,Franca,4,1
18/11/2016,L. Sorocabana,70,84,Bauru,4,1
19/11/2016,Vasco da Gama,94,70,Mogi,4,1
19/11/2016,Caxias do Sul,69,78,Campo Mourão,4,1
22/11/2016,Vasco da Gama,71,69,Basq. Cearense,5,1
22/11/2016,Caxias do Sul,69,70,Vitória,5,1
23/11/2016,Pinheiros,84,69,Bauru,5,1
24/11/2016,Paulistano,74,90,Brasília,5,1
24/11/2016,Vasco da Gama,60,70,Vitória,6,1
24/11/2016,L. Sorocabana,63,69,Minas,5,1
24/11/2016,Caxias do Sul,65,74,Basq. Cearense,6,1
24/11/2016,Campo Mourão,69,90,Flamengo,5,1
25/11/2016,Pinheiros,95,83,Franca,6,1
26/11/2016,L. Sorocabana,66,73,Brasília,6,1
26/11/2016,Campo Mourão,71,68,Macaé Basquete,6,1
26/11/2016,Paulistano,98,86,Minas,6,1
29/11/2016,Bauru,82,58,Vasco da Gama,7,1
29/11/2016,Franca,85,66,Caxias do Sul,7,1
30/11/2016,Brasília,96,80,Pinheiros,7,1
30/11/2016,Campo Mourão,70,64,Vitória,7,1
01/12/2016,Macaé Basquete,84,96,Paulistano,7,1
01/12/2016,Bauru,82,64,Caxias do Sul,8,1
01/12/2016,Flamengo,81,74,L. Sorocabana,7,1
01/12/2016,Franca,67,71,Vasco da Gama,8,1
02/12/2016,Minas,88,94,Pinheiros,8,1
02/12/2016,Campo Mourão,73,89,Basq. Cearense,8,1
03/12/2016,Flamengo,81,72,Paulistano,8,1
03/12/2016,Macaé Basquete,68,66,L. Sorocabana,8,1
06/12/2016,Mogi,81,77,L. Sorocabana,1,1
07/12/2016,Campo Mourão,74,92,Paulistano,1,1
10/12/2016,Flamengo,85,66,Macaé Basquete,13,1
10/12/2016,Mogi,92,75,Basq. Cearense,7,1
12/12/2016,Pinheiros,80,63,L. Sorocabana,9,1
13/12/2016,Minas,72,66,Campo Mourão,9,1
13/12/2016,Brasília,86,75,Mogi,9,1
14/12/2016,Pinheiros,77,92,Paulistano,10,1
14/12/2016,Caxias do Sul,80,104,Flamengo,9,1
15/12/2016,Minas,84,104,Mogi,10,1
15/12/2016,Brasília,76,78,Campo Mourão,10,1
15/12/2016,Basq. Cearense,95,81,Franca,9,1
15/12/2016,Vitória,84,90,Bauru,9,1
16/12/2016,Caxias do Sul,87,83,Macaé Basquete,10,1
17/12/2016,Basq. Cearense,73,79,Bauru,10,1
17/12/2016,Vitória,77,86,Franca,10,1
19/12/2016,Pinheiros,76,78,Campo Mourão,11,1
20/12/2016,Macaé Basquete,59,67,Vitória,11,1
20/12/2016,Flamengo,88,94,Basq. Cearense,11,1
20/12/2016,Paulistano,82,49,Caxias do Sul,11,1
20/12/2016,Bauru,75,86,Minas,11,1
20/12/2016,Franca,77,70,Brasília,11,1
20/12/2016,L. Sorocabana,74,70,Vasco da Gama,11,1
21/12/2016,Pinheiros,74,67,Mogi,12,1
22/12/2016,Macaé Basquete,64,53,Basq. Cearense,12,1
22/12/2016,Bauru,62,79,Brasília,12,1
22/12/2016,L. Sorocabana,83,70,Caxias do Sul,12,1
22/12/2016,Franca,75,74,Minas,12,1
22/12/2016,Flamengo,98,87,Vitória,12,1
27/12/2016,Flamengo,94,60,Caxias do Sul,24,1
03/01/2017,Paulistano,83,86,Vasco da Gama,12,1
06/01/2017,Campo Mourão,95,94,Mogi,13,1
07/01/2017,Bauru,89,69,Franca,13,1
07/01/2017,Caxias do Sul,78,73,Vasco da Gama,13,1
07/01/2017,L. Sorocabana,71,92,Paulistano,13,1
07/01/2017,Brasília,92,79,Minas,13,1
07/01/2017,Basq. Cearense,77,82,Vitória,13,1
10/01/2017,Minas,86,78,Macaé Basquete,14,1
10/01/2017,Mogi,89,66,Bauru,14,1
10/01/2017,Campo Mourão,81,83,Franca,14,1
11/01/2017,Caxias do Sul,93,99,Pinheiros,14,1
11/01/2017,Basq. Cearense,74,76,Paulistano,14,1
11/01/2017,Vitória,74,69,L. Sorocabana,14,1
12/01/2017,Minas,60,89,Flamengo,15,1
12/01/2017,Brasília,74,72,Macaé Basquete,15,1
12/01/2017,Mogi,82,63,Franca,15,1
12/01/2017,Campo Mourão,62,82,Bauru,15,1
13/01/2017,Vasco da Gama,72,70,Pinheiros,15,1
13/01/2017,Basq. Cearense,86,85,L. Sorocabana,15,1
13/01/2017,Vitória,85,73,Paulistano,15,1
14/01/2017,Brasília,95,83,Flamengo,14,1
