Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Uberlândia,1,0.00,98.00,54.00,40.00,4.00,28.00,9.00,19.00,26.00,10.00,2.60,98.00,18.00,31.00,58.06,20.00,38.00,52.63,4.00,4.00,100.00,4.00,11.00,1.10,3.00,23.00,0.13,10.00,5.00,125.00
Paulistano,1,0.00,96.00,33.00,42.00,21.00,34.00,14.00,20.00,17.00,6.00,2.83,96.00,11.00,25.00,44.00,21.00,39.00,53.85,21.00,26.00,80.77,1.00,13.00,2.17,0.00,14.00,0.00,6.00,0.00,117.00
Coop/São José Basketball,1,0.00,95.00,36.00,42.00,17.00,38.00,11.00,27.00,16.00,16.00,1.00,95.00,12.00,21.00,57.14,21.00,41.00,51.22,17.00,20.00,85.00,0.00,12.00,0.75,1.00,15.00,0.07,16.00,3.00,114.00
Bauru Basket,1,0.00,87.00,36.00,34.00,17.00,26.00,6.00,20.00,16.00,10.00,1.60,87.00,12.00,29.00,41.38,17.00,31.00,54.84,17.00,18.00,94.44,4.00,5.00,0.50,0.00,17.00,0.00,10.00,2.00,92.00
Macaé Basquete,1,0.00,86.00,36.00,36.00,14.00,26.00,6.00,20.00,20.00,16.00,1.25,86.00,12.00,23.00,52.17,18.00,31.00,58.06,14.00,18.00,77.78,0.00,5.00,0.31,2.00,15.00,0.13,16.00,5.00,95.00
Goiânia,1,0.00,83.00,21.00,50.00,12.00,31.00,8.00,23.00,16.00,8.00,2.00,83.00,7.00,23.00,30.43,25.00,37.00,67.57,12.00,15.00,80.00,1.00,5.00,0.63,1.00,23.00,0.04,8.00,1.00,97.00
Brasília,1,0.00,82.00,30.00,36.00,16.00,37.00,9.00,28.00,21.00,13.00,1.62,82.00,10.00,32.00,31.25,18.00,30.00,60.00,16.00,20.00,80.00,3.00,11.00,0.85,4.00,17.00,0.24,13.00,1.00,104.00
Flamengo,1,0.00,80.00,27.00,42.00,11.00,33.00,12.00,21.00,13.00,10.00,1.30,80.00,9.00,20.00,45.00,21.00,44.00,47.73,11.00,12.00,91.67,0.00,10.00,1.00,1.00,16.00,0.06,10.00,2.00,92.00
L. Sorocabana,1,0.00,79.00,9.00,42.00,28.00,32.00,10.00,22.00,8.00,9.00,0.89,79.00,3.00,10.00,30.00,21.00,42.00,50.00,28.00,38.00,73.68,3.00,6.00,0.67,3.00,25.00,0.12,9.00,2.00,81.00
Pinheiros,1,0.00,77.00,33.00,36.00,8.00,29.00,10.00,19.00,11.00,15.00,0.73,77.00,11.00,31.00,35.48,18.00,33.00,54.55,8.00,12.00,66.67,0.00,12.00,0.80,2.00,18.00,0.11,15.00,2.00,77.00
Minas,1,0.00,76.00,15.00,40.00,21.00,27.00,4.00,23.00,13.00,10.00,1.30,76.00,5.00,15.00,33.33,20.00,36.00,55.56,21.00,28.00,75.00,2.00,6.00,0.60,3.00,31.00,0.10,10.00,3.00,82.00
Fortaleza B. C. / CFO,1,0.00,71.00,12.00,42.00,17.00,29.00,6.00,23.00,14.00,10.00,1.40,71.00,4.00,20.00,20.00,21.00,37.00,56.76,17.00,28.00,60.71,4.00,12.00,1.20,5.00,18.00,0.28,10.00,1.00,78.00
Sesi Franca,1,0.00,70.00,15.00,44.00,11.00,42.00,20.00,22.00,11.00,15.00,0.73,70.00,5.00,20.00,25.00,22.00,47.00,46.81,11.00,16.00,68.75,2.00,8.00,0.53,4.00,17.00,0.24,15.00,3.00,75.00
Mogi,1,0.00,69.00,3.00,48.00,18.00,45.00,15.00,30.00,11.00,15.00,0.73,69.00,1.00,14.00,7.14,24.00,50.00,48.00,18.00,24.00,75.00,0.00,8.00,0.53,1.00,21.00,0.05,15.00,2.00,74.00
Limeira,1,0.00,67.00,18.00,36.00,13.00,28.00,4.00,24.00,9.00,15.00,0.60,67.00,6.00,19.00,31.58,18.00,35.00,51.43,13.00,19.00,68.42,0.00,12.00,0.80,0.00,18.00,0.00,15.00,4.00,65.00
Espírito Santo,1,0.00,61.00,24.00,32.00,5.00,28.00,11.00,17.00,11.00,16.00,0.69,61.00,8.00,29.00,27.59,16.00,27.00,59.26,5.00,6.00,83.33,1.00,6.00,0.38,1.00,20.00,0.05,16.00,3.00,58.00
