Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Coop/São José Basketball,1,0.00,104.00,36.00,48.00,20.00,35.00,4.00,31.00,20.00,9.00,2.22,104.00,12.00,28.00,42.86,24.00,40.00,60.00,20.00,24.00,83.33,0.00,8.00,0.89,1.00,13.00,0.08,9.00,1.00,123.00
Brasília,1,0.00,98.00,33.00,52.00,13.00,43.00,14.00,29.00,22.00,7.00,3.14,98.00,11.00,29.00,37.93,26.00,47.00,55.32,13.00,19.00,68.42,2.00,10.00,1.43,4.00,15.00,0.27,7.00,3.00,125.00
Pinheiros,1,0.00,95.00,51.00,24.00,20.00,38.00,7.00,31.00,21.00,11.00,1.91,95.00,17.00,39.00,43.59,12.00,21.00,57.14,20.00,21.00,95.24,0.00,14.00,1.27,2.00,23.00,0.09,11.00,1.00,127.00
Uberlândia,1,0.00,92.00,42.00,42.00,8.00,38.00,8.00,30.00,30.00,13.00,2.31,92.00,14.00,35.00,40.00,21.00,38.00,55.26,8.00,10.00,80.00,6.00,7.00,0.54,4.00,21.00,0.19,13.00,5.00,118.00
Flamengo,1,0.00,79.00,27.00,36.00,16.00,44.00,17.00,27.00,10.00,14.00,0.71,79.00,9.00,31.00,29.03,18.00,38.00,47.37,16.00,22.00,72.73,0.00,7.00,0.50,1.00,25.00,0.04,14.00,2.00,79.00
Mogi,1,0.00,75.00,24.00,38.00,13.00,56.00,31.00,25.00,12.00,21.00,0.57,75.00,8.00,30.00,26.67,19.00,50.00,38.00,13.00,17.00,76.47,2.00,17.00,0.81,2.00,17.00,0.12,21.00,6.00,84.00
Palmeiras,1,0.00,75.00,18.00,46.00,11.00,37.00,12.00,25.00,18.00,9.00,2.00,75.00,6.00,23.00,26.09,23.00,43.00,53.49,11.00,21.00,52.38,3.00,13.00,1.44,1.00,16.00,0.06,9.00,3.00,88.00
Bauru Basket,1,0.00,74.00,33.00,26.00,15.00,29.00,5.00,24.00,13.00,18.00,0.72,74.00,11.00,22.00,50.00,13.00,30.00,43.33,15.00,21.00,71.43,1.00,15.00,0.83,5.00,17.00,0.29,18.00,0.00,84.00
Fortaleza B. C. / CFO,1,0.00,73.00,18.00,40.00,15.00,46.00,18.00,28.00,13.00,11.00,1.18,73.00,6.00,24.00,25.00,20.00,43.00,46.51,15.00,23.00,65.22,4.00,10.00,0.91,2.00,18.00,0.11,11.00,1.00,84.00
Espírito Santo,1,0.00,73.00,24.00,42.00,7.00,40.00,10.00,30.00,12.00,14.00,0.86,73.00,8.00,24.00,33.33,21.00,45.00,46.67,7.00,8.00,87.50,0.00,4.00,0.29,1.00,19.00,0.05,14.00,3.00,75.00
Macaé Basquete,1,0.00,69.00,18.00,30.00,21.00,30.00,5.00,25.00,7.00,13.00,0.54,69.00,6.00,21.00,28.57,15.00,35.00,42.86,21.00,25.00,84.00,0.00,10.00,0.77,1.00,20.00,0.05,13.00,4.00,65.00
Paulistano,1,0.00,68.00,15.00,34.00,19.00,40.00,12.00,28.00,7.00,14.00,0.50,68.00,5.00,25.00,20.00,17.00,34.00,50.00,19.00,20.00,95.00,0.00,6.00,0.43,2.00,22.00,0.09,14.00,0.00,71.00
L. Sorocabana,1,0.00,65.00,18.00,26.00,21.00,35.00,11.00,24.00,10.00,17.00,0.59,65.00,6.00,23.00,26.09,13.00,35.00,37.14,21.00,24.00,87.50,0.00,10.00,0.59,0.00,23.00,0.00,17.00,2.00,61.00
Limeira,1,0.00,64.00,27.00,32.00,5.00,32.00,7.00,25.00,13.00,14.00,0.93,64.00,9.00,30.00,30.00,16.00,29.00,55.17,5.00,8.00,62.50,0.00,10.00,0.71,1.00,20.00,0.05,14.00,1.00,69.00
Minas,1,0.00,62.00,12.00,28.00,22.00,37.00,7.00,30.00,12.00,10.00,1.20,62.00,4.00,22.00,18.18,14.00,32.00,43.75,22.00,29.00,75.86,1.00,8.00,0.80,2.00,16.00,0.13,10.00,2.00,68.00
Goiânia,1,0.00,53.00,9.00,34.00,10.00,36.00,7.00,29.00,13.00,13.00,1.00,53.00,3.00,22.00,13.64,17.00,35.00,48.57,10.00,13.00,76.92,0.00,6.00,0.46,0.00,24.00,0.00,13.00,3.00,55.00
