Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,0.00,95.00,36.00,28.00,31.00,38.00,9.00,29.00,9.00,22.00,0.41,95.00,12.00,23.00,52.17,14.00,30.00,46.67,31.00,36.00,86.11,0.00,17.00,0.77,6.00,24.00,0.25,22.00,6.00,111.00
Fortaleza B. C. / CFO,1,0.00,92.00,27.00,50.00,15.00,48.00,14.00,34.00,18.00,14.00,1.29,92.00,9.00,22.00,40.91,25.00,51.00,49.02,15.00,24.00,62.50,3.00,9.00,0.64,3.00,18.00,0.17,14.00,2.00,108.00
Flamengo,1,0.00,90.00,30.00,36.00,24.00,39.00,10.00,29.00,18.00,10.00,1.80,90.00,10.00,23.00,43.48,18.00,26.00,69.23,24.00,29.00,82.76,2.00,7.00,0.70,1.00,17.00,0.06,10.00,0.00,119.00
L. Sorocabana,1,0.00,87.00,36.00,32.00,19.00,34.00,7.00,27.00,10.00,11.00,0.91,87.00,12.00,30.00,40.00,16.00,40.00,40.00,19.00,19.00,100.00,1.00,11.00,1.00,4.00,24.00,0.17,11.00,2.00,93.00
Macaé Basquete,1,0.00,85.00,27.00,40.00,18.00,31.00,3.00,28.00,15.00,15.00,1.00,85.00,9.00,24.00,37.50,20.00,31.00,64.52,18.00,23.00,78.26,4.00,13.00,0.87,2.00,17.00,0.12,15.00,3.00,100.00
Limeira,1,0.00,81.00,24.00,42.00,15.00,33.00,11.00,22.00,16.00,15.00,1.07,81.00,8.00,19.00,42.11,21.00,38.00,55.26,15.00,21.00,71.43,0.00,9.00,0.60,2.00,26.00,0.08,15.00,4.00,92.00
Paulistano,1,0.00,79.00,24.00,36.00,19.00,33.00,8.00,25.00,11.00,13.00,0.85,79.00,8.00,20.00,40.00,18.00,36.00,50.00,19.00,22.00,86.36,1.00,12.00,0.92,2.00,22.00,0.09,13.00,4.00,91.00
Pinheiros,1,0.00,77.00,18.00,48.00,11.00,31.00,8.00,23.00,19.00,7.00,2.71,77.00,6.00,25.00,24.00,24.00,35.00,68.57,11.00,15.00,73.33,2.00,7.00,1.00,1.00,19.00,0.05,7.00,2.00,94.00
Uberlândia,1,0.00,76.00,21.00,40.00,15.00,29.00,6.00,23.00,22.00,7.00,3.14,76.00,7.00,19.00,36.84,20.00,36.00,55.56,15.00,23.00,65.22,0.00,5.00,0.71,1.00,13.00,0.08,7.00,0.00,90.00
Coop/São José Basketball,1,0.00,73.00,21.00,32.00,20.00,27.00,6.00,21.00,10.00,15.00,0.67,73.00,7.00,20.00,35.00,16.00,30.00,53.33,20.00,25.00,80.00,0.00,9.00,0.60,2.00,23.00,0.09,15.00,4.00,74.00
Espírito Santo,1,0.00,67.00,15.00,40.00,12.00,35.00,10.00,25.00,6.00,16.00,0.38,67.00,5.00,22.00,22.73,20.00,38.00,52.63,12.00,16.00,75.00,1.00,11.00,0.69,0.00,24.00,0.00,16.00,2.00,64.00
Mogi,1,0.00,66.00,18.00,40.00,8.00,37.00,13.00,24.00,14.00,17.00,0.82,66.00,6.00,16.00,37.50,20.00,44.00,45.45,8.00,22.00,36.36,2.00,9.00,0.53,0.00,20.00,0.00,17.00,2.00,61.00
Palmeiras,1,0.00,62.00,12.00,32.00,18.00,31.00,10.00,21.00,11.00,25.00,0.44,62.00,4.00,17.00,23.53,16.00,41.00,39.02,18.00,23.00,78.26,0.00,15.00,0.60,3.00,25.00,0.12,25.00,8.00,54.00
Minas,1,0.00,59.00,6.00,40.00,13.00,21.00,9.00,12.00,11.00,9.00,1.22,59.00,2.00,13.00,15.38,20.00,45.00,44.44,13.00,16.00,81.25,1.00,9.00,1.00,2.00,23.00,0.09,9.00,2.00,54.00
