Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,99.00,39.00,48.00,12.00,35.00,7.00,28.00,19.00,9.00,2.11,99.00,13.00,29.00,44.83,24.00,41.00,58.54,12.00,20.00,60.00,3.00,12.00,1.33,1.00,23.00,0.04,9.00,1.00,116.00
Mogi,1,0.00,96.00,33.00,50.00,13.00,43.00,16.00,27.00,18.00,11.00,1.64,96.00,11.00,26.00,42.31,25.00,47.00,53.19,13.00,15.00,86.67,2.00,11.00,1.00,3.00,21.00,0.14,11.00,3.00,121.00
Flamengo,1,0.00,92.00,24.00,44.00,24.00,35.00,7.00,28.00,21.00,16.00,1.31,92.00,8.00,25.00,32.00,22.00,41.00,53.66,24.00,31.00,77.42,2.00,11.00,0.69,1.00,21.00,0.05,16.00,5.00,101.00
Sesi Franca,1,0.00,89.00,18.00,58.00,13.00,48.00,16.00,32.00,14.00,17.00,0.82,89.00,6.00,15.00,40.00,29.00,59.00,49.15,13.00,25.00,52.00,1.00,9.00,0.53,0.00,26.00,0.00,17.00,5.00,92.00
Bauru Basket,1,0.00,85.00,24.00,54.00,7.00,32.00,9.00,23.00,22.00,11.00,2.00,85.00,8.00,22.00,36.36,27.00,37.00,72.97,7.00,10.00,70.00,2.00,7.00,0.64,0.00,18.00,0.00,11.00,5.00,108.00
Espírito Santo,1,0.00,84.00,18.00,44.00,22.00,38.00,10.00,28.00,12.00,13.00,0.92,84.00,6.00,21.00,28.57,22.00,45.00,48.89,22.00,26.00,84.62,3.00,7.00,0.54,2.00,16.00,0.13,13.00,1.00,88.00
Coop/São José Basketball,1,0.00,79.00,24.00,38.00,17.00,43.00,9.00,34.00,22.00,12.00,1.83,79.00,8.00,25.00,32.00,19.00,40.00,47.50,17.00,21.00,80.95,0.00,8.00,0.67,2.00,16.00,0.13,12.00,2.00,100.00
Goiânia,1,0.00,78.00,15.00,48.00,15.00,26.00,8.00,18.00,18.00,8.00,2.25,78.00,5.00,25.00,20.00,24.00,31.00,77.42,15.00,26.00,57.69,2.00,6.00,0.75,1.00,15.00,0.07,8.00,1.00,83.00
L. Sorocabana,1,0.00,77.00,12.00,44.00,21.00,36.00,11.00,25.00,14.00,16.00,0.88,77.00,4.00,16.00,25.00,22.00,36.00,61.11,21.00,25.00,84.00,1.00,4.00,0.25,1.00,21.00,0.05,16.00,3.00,86.00
Minas,1,0.00,75.00,24.00,36.00,15.00,23.00,8.00,15.00,19.00,12.00,1.58,75.00,8.00,18.00,44.44,18.00,38.00,47.37,15.00,21.00,71.43,1.00,11.00,0.92,3.00,26.00,0.12,12.00,7.00,83.00
Fortaleza B. C. / CFO,1,0.00,74.00,9.00,46.00,19.00,30.00,9.00,21.00,17.00,15.00,1.13,74.00,3.00,18.00,16.67,23.00,41.00,56.10,19.00,28.00,67.86,1.00,8.00,0.53,2.00,18.00,0.11,15.00,4.00,74.00
Limeira,1,0.00,74.00,15.00,42.00,17.00,44.00,13.00,31.00,12.00,14.00,0.86,74.00,5.00,13.00,38.46,21.00,46.00,45.65,17.00,18.00,94.44,1.00,4.00,0.29,2.00,24.00,0.08,14.00,2.00,88.00
Macaé Basquete,1,0.00,72.00,18.00,36.00,18.00,36.00,9.00,27.00,14.00,14.00,1.00,72.00,6.00,22.00,27.27,18.00,33.00,54.55,18.00,21.00,85.71,3.00,10.00,0.71,2.00,20.00,0.10,14.00,1.00,86.00
Brasília,1,0.00,70.00,21.00,34.00,15.00,31.00,10.00,21.00,12.00,7.00,1.71,70.00,7.00,32.00,21.88,17.00,31.00,54.84,15.00,20.00,75.00,0.00,12.00,1.71,5.00,20.00,0.25,7.00,3.00,79.00
Pinheiros,1,0.00,70.00,21.00,38.00,11.00,38.00,8.00,30.00,17.00,10.00,1.70,70.00,7.00,30.00,23.33,19.00,40.00,47.50,11.00,11.00,100.00,1.00,10.00,1.00,3.00,20.00,0.15,10.00,2.00,84.00
Uberlândia,1,0.00,65.00,15.00,36.00,14.00,27.00,6.00,21.00,7.00,12.00,0.58,65.00,5.00,21.00,23.81,18.00,35.00,51.43,14.00,19.00,73.68,3.00,11.00,0.92,1.00,24.00,0.04,12.00,0.00,61.00
