Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Limeira,1,0.00,90.00,30.00,48.00,12.00,35.00,5.00,30.00,18.00,9.00,2.00,90.00,10.00,21.00,47.62,24.00,42.00,57.14,12.00,18.00,66.67,0.00,10.00,1.11,0.00,25.00,0.00,9.00,0.00,109.00
Pinheiros,1,0.00,88.00,36.00,40.00,12.00,28.00,5.00,23.00,16.00,8.00,2.00,88.00,12.00,24.00,50.00,20.00,37.00,54.05,12.00,13.00,92.31,3.00,5.00,0.63,2.00,13.00,0.15,8.00,1.00,101.00
Uberlândia,1,0.00,87.00,27.00,42.00,18.00,39.00,10.00,29.00,19.00,17.00,1.12,87.00,9.00,25.00,36.00,21.00,30.00,70.00,18.00,23.00,78.26,3.00,10.00,0.59,3.00,18.00,0.17,17.00,3.00,111.00
Paulistano,1,0.00,84.00,15.00,54.00,15.00,32.00,12.00,20.00,10.00,12.00,0.83,84.00,5.00,17.00,29.41,27.00,45.00,60.00,15.00,22.00,68.18,1.00,13.00,1.08,0.00,23.00,0.00,12.00,2.00,90.00
Sesi Franca,1,0.00,83.00,21.00,44.00,18.00,35.00,11.00,24.00,14.00,15.00,0.93,83.00,7.00,22.00,31.82,22.00,38.00,57.89,18.00,25.00,72.00,3.00,9.00,0.60,2.00,20.00,0.10,15.00,1.00,90.00
Coop/São José Basketball,1,0.00,81.00,36.00,36.00,9.00,32.00,9.00,23.00,18.00,12.00,1.50,81.00,12.00,22.00,54.55,18.00,40.00,45.00,9.00,11.00,81.82,1.00,13.00,1.08,1.00,14.00,0.07,12.00,3.00,99.00
Fortaleza B. C. / CFO,1,0.00,78.00,9.00,58.00,11.00,36.00,12.00,24.00,15.00,13.00,1.15,78.00,3.00,17.00,17.65,29.00,48.00,60.42,11.00,14.00,78.57,5.00,18.00,1.38,3.00,16.00,0.19,13.00,3.00,101.00
Palmeiras,1,0.00,77.00,21.00,48.00,8.00,45.00,15.00,30.00,9.00,14.00,0.64,77.00,7.00,17.00,41.18,24.00,52.00,46.15,8.00,15.00,53.33,0.00,11.00,0.79,4.00,15.00,0.27,14.00,6.00,87.00
Goiânia,1,0.00,74.00,21.00,44.00,9.00,33.00,11.00,22.00,20.00,8.00,2.50,74.00,7.00,30.00,23.33,22.00,38.00,57.89,9.00,10.00,90.00,2.00,6.00,0.75,2.00,20.00,0.10,8.00,3.00,87.00
Bauru Basket,1,0.00,71.00,18.00,32.00,21.00,30.00,8.00,22.00,12.00,10.00,1.20,71.00,6.00,26.00,23.08,16.00,31.00,51.61,21.00,33.00,63.64,1.00,9.00,0.90,0.00,17.00,0.00,10.00,0.00,65.00
Brasília,1,0.00,71.00,36.00,28.00,7.00,39.00,13.00,26.00,13.00,12.00,1.08,71.00,12.00,34.00,35.29,14.00,36.00,38.89,7.00,7.00,100.00,1.00,7.00,0.58,4.00,20.00,0.20,12.00,0.00,78.00
Mogi,1,0.00,70.00,15.00,26.00,29.00,42.00,14.00,28.00,4.00,22.00,0.18,70.00,5.00,20.00,25.00,13.00,29.00,44.83,29.00,36.00,80.56,0.00,11.00,0.50,1.00,19.00,0.05,22.00,8.00,68.00
L. Sorocabana,1,0.00,63.00,21.00,30.00,12.00,26.00,11.00,15.00,11.00,12.00,0.92,63.00,7.00,22.00,31.82,15.00,34.00,44.12,12.00,20.00,60.00,3.00,14.00,1.17,2.00,23.00,0.09,12.00,2.00,62.00
Minas,1,0.00,60.00,9.00,36.00,15.00,21.00,6.00,15.00,14.00,13.00,1.08,60.00,3.00,23.00,13.04,18.00,31.00,58.06,15.00,20.00,75.00,3.00,12.00,0.92,0.00,27.00,0.00,13.00,2.00,56.00
Espírito Santo,1,0.00,60.00,27.00,28.00,5.00,30.00,9.00,21.00,12.00,21.00,0.57,60.00,9.00,26.00,34.62,14.00,28.00,50.00,5.00,11.00,45.45,1.00,9.00,0.43,1.00,14.00,0.07,21.00,3.00,54.00
Flamengo,1,0.00,59.00,18.00,34.00,7.00,29.00,7.00,22.00,11.00,19.00,0.58,59.00,6.00,21.00,28.57,17.00,36.00,47.22,7.00,10.00,70.00,1.00,8.00,0.42,1.00,14.00,0.07,19.00,4.00,52.00
