Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,93.00,36.00,34.00,23.00,32.00,4.00,28.00,16.00,11.00,1.45,93.00,12.00,24.00,50.00,17.00,33.00,51.52,23.00,29.00,79.31,0.00,8.00,0.73,1.00,28.00,0.04,11.00,1.00,105.00
L. Sorocabana,1,0.00,92.00,21.00,48.00,23.00,33.00,11.00,22.00,14.00,8.00,1.75,92.00,7.00,18.00,38.89,24.00,48.00,50.00,23.00,26.00,88.46,4.00,13.00,1.63,4.00,22.00,0.18,8.00,0.00,110.00
Macaé Basquete,1,0.00,89.00,21.00,56.00,12.00,43.00,12.00,31.00,16.00,15.00,1.07,89.00,7.00,16.00,43.75,28.00,50.00,56.00,12.00,17.00,70.59,0.00,11.00,0.73,1.00,18.00,0.06,15.00,1.00,109.00
Mogi,1,0.00,89.00,24.00,38.00,27.00,34.00,7.00,27.00,18.00,11.00,1.64,89.00,8.00,21.00,38.10,19.00,36.00,52.78,27.00,36.00,75.00,0.00,9.00,0.82,4.00,24.00,0.17,11.00,1.00,104.00
Palmeiras,1,0.00,89.00,12.00,52.00,25.00,39.00,13.00,26.00,12.00,12.00,1.00,89.00,4.00,23.00,17.39,26.00,41.00,63.41,25.00,34.00,73.53,5.00,13.00,1.08,4.00,27.00,0.15,12.00,0.00,102.00
Sesi Franca,1,0.00,84.00,18.00,50.00,16.00,28.00,4.00,24.00,18.00,18.00,1.00,84.00,6.00,15.00,40.00,25.00,44.00,56.82,16.00,20.00,80.00,2.00,9.00,0.50,3.00,25.00,0.12,18.00,3.00,92.00
Uberlândia,1,0.00,84.00,24.00,54.00,6.00,39.00,12.00,27.00,17.00,16.00,1.06,84.00,8.00,22.00,36.36,27.00,48.00,56.25,6.00,7.00,85.71,7.00,11.00,0.69,2.00,15.00,0.13,16.00,6.00,101.00
Minas,1,0.00,84.00,24.00,50.00,10.00,31.00,11.00,20.00,20.00,10.00,2.00,84.00,8.00,16.00,50.00,25.00,47.00,53.19,10.00,18.00,55.56,4.00,13.00,1.30,5.00,25.00,0.20,10.00,0.00,105.00
Fortaleza B. C. / CFO,1,0.00,83.00,24.00,40.00,19.00,29.00,8.00,21.00,12.00,16.00,0.75,83.00,8.00,21.00,38.10,20.00,36.00,55.56,19.00,25.00,76.00,1.00,8.00,0.50,2.00,23.00,0.09,16.00,2.00,83.00
Limeira,1,0.00,82.00,27.00,44.00,11.00,33.00,9.00,24.00,17.00,10.00,1.70,82.00,9.00,19.00,47.37,22.00,43.00,51.16,11.00,13.00,84.62,0.00,10.00,1.00,2.00,19.00,0.11,10.00,4.00,101.00
Coop/São José Basketball,1,0.00,76.00,18.00,40.00,18.00,32.00,11.00,21.00,8.00,14.00,0.57,76.00,6.00,21.00,28.57,20.00,40.00,50.00,18.00,19.00,94.74,1.00,4.00,0.29,2.00,14.00,0.14,14.00,4.00,72.00
Pinheiros,1,0.00,76.00,33.00,30.00,13.00,30.00,9.00,21.00,12.00,16.00,0.75,76.00,11.00,30.00,36.67,15.00,29.00,51.72,13.00,19.00,68.42,2.00,10.00,0.63,5.00,15.00,0.33,16.00,5.00,78.00
Flamengo,1,0.00,66.00,12.00,30.00,24.00,30.00,9.00,21.00,11.00,20.00,0.55,66.00,4.00,11.00,36.36,15.00,36.00,41.67,24.00,31.00,77.42,1.00,10.00,0.50,4.00,24.00,0.17,20.00,2.00,66.00
Espírito Santo,1,0.00,65.00,27.00,26.00,12.00,24.00,4.00,20.00,8.00,14.00,0.57,65.00,9.00,31.00,29.03,13.00,25.00,52.00,12.00,18.00,66.67,1.00,13.00,0.93,0.00,16.00,0.00,14.00,2.00,56.00
