Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,0.00,106.00,27.00,68.00,11.00,37.00,11.00,26.00,19.00,16.00,1.19,106.00,9.00,18.00,50.00,34.00,49.00,69.39,11.00,19.00,57.89,4.00,12.00,0.75,6.00,22.00,0.27,16.00,2.00,132.00
Brasília,1,0.00,102.00,45.00,36.00,21.00,37.00,7.00,30.00,27.00,11.00,2.45,102.00,15.00,31.00,48.39,18.00,25.00,72.00,21.00,31.00,67.74,2.00,11.00,1.00,1.00,19.00,0.05,11.00,0.00,134.00
Palmeiras,1,0.00,90.00,33.00,46.00,11.00,27.00,8.00,19.00,20.00,13.00,1.54,90.00,11.00,19.00,57.89,23.00,43.00,53.49,11.00,16.00,68.75,4.00,13.00,1.00,0.00,18.00,0.00,13.00,1.00,104.00
Flamengo,1,0.00,85.00,30.00,42.00,13.00,37.00,11.00,26.00,20.00,5.00,4.00,85.00,10.00,32.00,31.25,21.00,34.00,61.76,13.00,20.00,65.00,2.00,11.00,2.20,0.00,20.00,0.00,5.00,1.00,106.00
Espírito Santo,1,0.00,82.00,18.00,48.00,16.00,30.00,14.00,16.00,10.00,16.00,0.63,82.00,6.00,19.00,31.58,24.00,46.00,52.17,16.00,23.00,69.57,2.00,13.00,0.81,2.00,19.00,0.11,16.00,2.00,79.00
Uberlândia,1,0.00,82.00,27.00,38.00,17.00,29.00,7.00,22.00,13.00,8.00,1.63,82.00,9.00,24.00,37.50,19.00,32.00,59.38,17.00,22.00,77.27,2.00,15.00,1.88,2.00,19.00,0.11,8.00,1.00,100.00
Limeira,1,0.00,76.00,24.00,36.00,16.00,35.00,7.00,28.00,6.00,12.00,0.50,76.00,8.00,24.00,33.33,18.00,33.00,54.55,16.00,17.00,94.12,0.00,10.00,0.83,0.00,20.00,0.00,12.00,4.00,83.00
Paulistano,1,0.00,76.00,33.00,32.00,11.00,27.00,7.00,20.00,15.00,16.00,0.94,76.00,11.00,26.00,42.31,16.00,30.00,53.33,11.00,14.00,78.57,0.00,13.00,0.81,1.00,24.00,0.04,16.00,3.00,84.00
Goiânia,1,0.00,74.00,27.00,30.00,17.00,34.00,13.00,21.00,15.00,20.00,0.75,74.00,9.00,26.00,34.62,15.00,33.00,45.45,17.00,22.00,77.27,0.00,12.00,0.60,1.00,20.00,0.05,20.00,4.00,76.00
Fortaleza B. C. / CFO,1,0.00,74.00,18.00,44.00,12.00,42.00,13.00,29.00,10.00,11.00,0.91,74.00,6.00,19.00,31.58,22.00,51.00,43.14,12.00,15.00,80.00,0.00,14.00,1.27,2.00,18.00,0.11,11.00,3.00,86.00
Pinheiros,1,0.00,73.00,27.00,34.00,12.00,29.00,8.00,21.00,17.00,22.00,0.77,73.00,9.00,25.00,36.00,17.00,25.00,68.00,12.00,22.00,54.55,3.00,12.00,0.55,2.00,15.00,0.13,22.00,7.00,77.00
Bauru Basket,1,0.00,66.00,15.00,32.00,19.00,35.00,9.00,26.00,9.00,14.00,0.64,66.00,5.00,25.00,20.00,16.00,32.00,50.00,19.00,24.00,79.17,2.00,4.00,0.29,2.00,17.00,0.12,14.00,3.00,61.00
L. Sorocabana,1,0.00,65.00,24.00,30.00,11.00,29.00,10.00,19.00,12.00,16.00,0.75,65.00,8.00,23.00,34.78,15.00,40.00,37.50,11.00,14.00,78.57,3.00,9.00,0.56,0.00,25.00,0.00,16.00,5.00,56.00
Coop/São José Basketball,1,0.00,64.00,24.00,26.00,14.00,38.00,6.00,32.00,12.00,18.00,0.67,64.00,8.00,24.00,33.33,13.00,32.00,40.63,14.00,17.00,82.35,0.00,8.00,0.44,2.00,20.00,0.10,18.00,4.00,68.00
Macaé Basquete,1,0.00,62.00,15.00,34.00,13.00,28.00,7.00,21.00,12.00,12.00,1.00,62.00,5.00,24.00,20.83,17.00,32.00,53.13,13.00,17.00,76.47,1.00,7.00,0.58,4.00,20.00,0.20,12.00,0.00,63.00
Minas,1,0.00,61.00,12.00,36.00,13.00,36.00,17.00,19.00,10.00,16.00,0.63,61.00,4.00,15.00,26.67,18.00,44.00,40.91,13.00,17.00,76.47,1.00,7.00,0.44,2.00,21.00,0.10,16.00,1.00,59.00
