Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Uberlândia,1,0.00,96.00,24.00,52.00,20.00,31.00,8.00,23.00,18.00,12.00,1.50,96.00,8.00,17.00,47.06,26.00,40.00,65.00,20.00,23.00,86.96,3.00,4.00,0.33,2.00,15.00,0.13,12.00,1.00,113.00
Limeira,1,0.00,91.00,36.00,44.00,11.00,49.00,17.00,32.00,21.00,13.00,1.62,91.00,12.00,26.00,46.15,22.00,48.00,45.83,11.00,15.00,73.33,6.00,12.00,0.92,2.00,18.00,0.11,13.00,2.00,118.00
Mogi,1,0.00,90.00,21.00,46.00,23.00,42.00,19.00,23.00,19.00,16.00,1.19,90.00,7.00,23.00,30.43,23.00,39.00,58.97,23.00,28.00,82.14,2.00,22.00,1.38,0.00,18.00,0.00,16.00,4.00,120.00
Coop/São José Basketball,1,0.00,87.00,27.00,44.00,16.00,35.00,14.00,21.00,24.00,16.00,1.50,87.00,9.00,16.00,56.25,22.00,43.00,51.16,16.00,25.00,64.00,3.00,12.00,0.75,1.00,11.00,0.09,16.00,7.00,106.00
Flamengo,1,0.00,86.00,27.00,38.00,21.00,41.00,10.00,31.00,11.00,12.00,0.92,86.00,9.00,23.00,39.13,19.00,36.00,52.78,21.00,27.00,77.78,1.00,5.00,0.42,0.00,16.00,0.00,12.00,3.00,94.00
Fortaleza B. C. / CFO,1,0.00,86.00,24.00,56.00,6.00,32.00,16.00,16.00,15.00,5.00,3.00,86.00,8.00,22.00,36.36,28.00,54.00,51.85,6.00,10.00,60.00,1.00,11.00,2.20,2.00,21.00,0.10,5.00,1.00,97.00
Macaé Basquete,1,0.00,84.00,33.00,32.00,19.00,38.00,9.00,29.00,16.00,10.00,1.60,84.00,11.00,30.00,36.67,16.00,31.00,51.61,19.00,26.00,73.08,1.00,13.00,1.30,0.00,17.00,0.00,10.00,0.00,100.00
Brasília,1,0.00,82.00,30.00,46.00,6.00,33.00,10.00,23.00,15.00,6.00,2.50,82.00,10.00,32.00,31.25,23.00,43.00,53.49,6.00,6.00,100.00,0.00,6.00,1.00,1.00,23.00,0.04,6.00,1.00,89.00
Goiânia,1,0.00,79.00,42.00,26.00,11.00,31.00,7.00,24.00,14.00,15.00,0.93,79.00,14.00,28.00,50.00,13.00,32.00,40.63,11.00,18.00,61.11,0.00,8.00,0.53,1.00,22.00,0.05,15.00,1.00,78.00
Palmeiras,1,0.00,78.00,33.00,22.00,23.00,41.00,13.00,28.00,12.00,9.00,1.33,78.00,11.00,30.00,36.67,11.00,31.00,35.48,23.00,28.00,82.14,1.00,8.00,0.89,2.00,17.00,0.12,9.00,2.00,88.00
Bauru Basket,1,0.00,74.00,30.00,36.00,8.00,37.00,8.00,29.00,12.00,12.00,1.00,74.00,10.00,24.00,41.67,18.00,37.00,48.65,8.00,13.00,61.54,0.00,7.00,0.58,0.00,19.00,0.00,12.00,4.00,80.00
L. Sorocabana,1,0.00,72.00,33.00,32.00,7.00,24.00,5.00,19.00,17.00,15.00,1.13,72.00,11.00,25.00,44.00,16.00,28.00,57.14,7.00,10.00,70.00,1.00,9.00,0.60,3.00,24.00,0.13,15.00,2.00,81.00
Pinheiros,1,0.00,53.00,21.00,20.00,12.00,35.00,10.00,25.00,7.00,15.00,0.47,53.00,7.00,24.00,29.17,10.00,38.00,26.32,12.00,17.00,70.59,0.00,10.00,0.67,8.00,18.00,0.44,15.00,2.00,48.00
Sesi Franca,1,0.00,52.00,3.00,34.00,15.00,26.00,10.00,16.00,6.00,27.00,0.22,52.00,1.00,13.00,7.69,17.00,36.00,47.22,15.00,18.00,83.33,0.00,13.00,0.48,1.00,23.00,0.04,27.00,5.00,37.00
