Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,101.00,33.00,42.00,26.00,33.00,12.00,21.00,17.00,12.00,1.42,101.00,11.00,27.00,40.74,21.00,31.00,67.74,26.00,35.00,74.29,0.00,14.00,1.17,1.00,18.00,0.06,12.00,2.00,119.00
Uberlândia,1,0.00,95.00,45.00,36.00,14.00,26.00,11.00,15.00,20.00,14.00,1.43,95.00,15.00,29.00,51.72,18.00,34.00,52.94,14.00,18.00,77.78,4.00,10.00,0.71,1.00,26.00,0.04,14.00,0.00,104.00
Palmeiras,1,0.00,92.00,27.00,54.00,11.00,35.00,8.00,27.00,14.00,8.00,1.75,92.00,9.00,23.00,39.13,27.00,43.00,62.79,11.00,16.00,68.75,2.00,6.00,0.75,1.00,18.00,0.06,8.00,3.00,105.00
Sesi Franca,1,0.00,82.00,27.00,44.00,11.00,38.00,14.00,24.00,15.00,14.00,1.07,82.00,9.00,21.00,42.86,22.00,41.00,53.66,11.00,16.00,68.75,2.00,6.00,0.43,4.00,20.00,0.20,14.00,2.00,95.00
Brasília,1,0.00,82.00,33.00,42.00,7.00,38.00,7.00,31.00,18.00,7.00,2.57,82.00,11.00,28.00,39.29,21.00,41.00,51.22,7.00,8.00,87.50,2.00,3.00,0.43,3.00,21.00,0.14,7.00,1.00,99.00
Paulistano,1,0.00,80.00,15.00,48.00,17.00,36.00,13.00,23.00,10.00,14.00,0.71,80.00,5.00,19.00,26.32,24.00,43.00,55.81,17.00,21.00,80.95,6.00,15.00,1.07,4.00,16.00,0.25,14.00,4.00,94.00
L. Sorocabana,1,0.00,75.00,21.00,36.00,18.00,27.00,11.00,16.00,12.00,13.00,0.92,75.00,7.00,20.00,35.00,18.00,35.00,51.43,18.00,24.00,75.00,2.00,12.00,0.92,1.00,22.00,0.05,13.00,7.00,78.00
Coop/São José Basketball,1,0.00,74.00,24.00,42.00,8.00,33.00,10.00,23.00,25.00,7.00,3.57,74.00,8.00,26.00,30.77,21.00,38.00,55.26,8.00,13.00,61.54,2.00,4.00,0.57,2.00,11.00,0.18,7.00,1.00,91.00
Bauru Basket,1,0.00,72.00,12.00,50.00,10.00,43.00,15.00,28.00,10.00,4.00,2.50,72.00,4.00,29.00,13.79,25.00,44.00,56.82,10.00,21.00,47.62,2.00,6.00,1.50,3.00,12.00,0.25,4.00,1.00,75.00
Macaé Basquete,1,0.00,68.00,15.00,42.00,11.00,26.00,6.00,20.00,15.00,11.00,1.36,68.00,5.00,17.00,29.41,21.00,39.00,53.85,11.00,13.00,84.62,1.00,11.00,1.00,3.00,21.00,0.14,11.00,5.00,80.00
Limeira,1,0.00,67.00,27.00,26.00,14.00,43.00,8.00,35.00,13.00,11.00,1.18,67.00,9.00,25.00,36.00,13.00,33.00,39.39,14.00,20.00,70.00,0.00,2.00,0.18,4.00,18.00,0.22,11.00,1.00,76.00
Espírito Santo,1,0.00,67.00,18.00,38.00,11.00,28.00,7.00,21.00,10.00,18.00,0.56,67.00,6.00,17.00,35.29,19.00,30.00,63.33,11.00,20.00,55.00,1.00,5.00,0.28,2.00,23.00,0.09,18.00,6.00,63.00
Minas,1,0.00,66.00,15.00,42.00,9.00,28.00,4.00,24.00,8.00,17.00,0.47,66.00,5.00,12.00,41.67,21.00,39.00,53.85,9.00,9.00,100.00,0.00,9.00,0.53,3.00,21.00,0.14,17.00,1.00,72.00
Goiânia,1,0.00,65.00,15.00,32.00,18.00,42.00,12.00,30.00,15.00,4.00,3.75,65.00,5.00,24.00,20.83,16.00,43.00,37.21,18.00,26.00,69.23,2.00,10.00,2.50,2.00,22.00,0.09,4.00,2.00,76.00
