Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Palmeiras,1,0.00,92.00,27.00,38.00,27.00,37.00,10.00,27.00,14.00,18.00,0.78,92.00,9.00,23.00,39.13,19.00,29.00,65.52,27.00,37.00,72.97,2.00,7.00,0.39,3.00,28.00,0.11,18.00,4.00,101.00
Sesi Franca,1,0.00,92.00,18.00,52.00,22.00,40.00,15.00,25.00,19.00,10.00,1.90,92.00,6.00,17.00,35.29,26.00,46.00,56.52,22.00,33.00,66.67,2.00,9.00,0.90,6.00,13.00,0.46,10.00,1.00,114.00
Paulistano,1,0.00,87.00,30.00,42.00,15.00,35.00,9.00,26.00,10.00,20.00,0.50,87.00,10.00,20.00,50.00,21.00,36.00,58.33,15.00,15.00,100.00,1.00,7.00,0.35,1.00,24.00,0.04,20.00,4.00,95.00
Espírito Santo,1,0.00,86.00,36.00,36.00,14.00,31.00,10.00,21.00,14.00,7.00,2.00,86.00,12.00,31.00,38.71,18.00,37.00,48.65,14.00,17.00,82.35,5.00,9.00,1.29,1.00,23.00,0.04,7.00,0.00,93.00
Macaé Basquete,1,0.00,85.00,24.00,36.00,25.00,33.00,14.00,19.00,14.00,14.00,1.00,85.00,8.00,22.00,36.36,18.00,43.00,41.86,25.00,38.00,65.79,2.00,11.00,0.79,1.00,24.00,0.04,14.00,4.00,78.00
Mogi,1,0.00,85.00,30.00,44.00,11.00,34.00,8.00,26.00,12.00,14.00,0.86,85.00,10.00,17.00,58.82,22.00,47.00,46.81,11.00,14.00,78.57,0.00,11.00,0.79,2.00,23.00,0.09,14.00,2.00,95.00
Coop/São José Basketball,1,0.00,79.00,24.00,36.00,19.00,32.00,7.00,25.00,7.00,14.00,0.50,79.00,8.00,21.00,38.10,18.00,35.00,51.43,19.00,22.00,86.36,1.00,7.00,0.50,2.00,16.00,0.13,14.00,5.00,80.00
Brasília,1,0.00,78.00,27.00,36.00,15.00,31.00,6.00,25.00,16.00,15.00,1.07,78.00,9.00,28.00,32.14,18.00,30.00,60.00,15.00,18.00,83.33,2.00,11.00,0.73,5.00,17.00,0.29,15.00,4.00,92.00
Limeira,1,0.00,76.00,21.00,46.00,9.00,26.00,3.00,23.00,18.00,14.00,1.29,76.00,7.00,17.00,41.18,23.00,39.00,58.97,9.00,12.00,75.00,0.00,10.00,0.71,3.00,21.00,0.14,14.00,2.00,90.00
Goiânia,1,0.00,75.00,18.00,42.00,15.00,36.00,6.00,30.00,9.00,18.00,0.50,75.00,6.00,13.00,46.15,21.00,37.00,56.76,15.00,21.00,71.43,1.00,7.00,0.39,3.00,20.00,0.15,18.00,4.00,83.00
Uberlândia,1,0.00,75.00,15.00,46.00,14.00,27.00,8.00,19.00,13.00,13.00,1.00,75.00,5.00,15.00,33.33,23.00,46.00,50.00,14.00,16.00,87.50,3.00,8.00,0.62,3.00,24.00,0.13,13.00,4.00,78.00
L. Sorocabana,1,0.00,74.00,18.00,44.00,12.00,35.00,12.00,23.00,10.00,13.00,0.77,74.00,6.00,24.00,25.00,22.00,34.00,64.71,12.00,21.00,57.14,1.00,12.00,0.92,4.00,20.00,0.20,13.00,3.00,83.00
Pinheiros,1,0.00,74.00,27.00,40.00,7.00,34.00,7.00,27.00,15.00,9.00,1.67,74.00,9.00,26.00,34.62,20.00,38.00,52.63,7.00,11.00,63.64,2.00,9.00,1.00,5.00,16.00,0.31,9.00,0.00,89.00
Bauru Basket,1,0.00,66.00,18.00,34.00,14.00,24.00,8.00,16.00,11.00,14.00,0.79,66.00,6.00,24.00,25.00,17.00,33.00,51.52,14.00,19.00,73.68,1.00,14.00,1.00,4.00,19.00,0.21,14.00,4.00,66.00
Fortaleza B. C. / CFO,1,0.00,63.00,9.00,42.00,12.00,26.00,10.00,16.00,9.00,9.00,1.00,63.00,3.00,21.00,14.29,21.00,43.00,48.84,12.00,15.00,80.00,0.00,12.00,1.33,2.00,18.00,0.11,9.00,2.00,60.00
Flamengo,1,0.00,62.00,9.00,44.00,9.00,41.00,14.00,27.00,14.00,13.00,1.08,62.00,3.00,22.00,13.64,22.00,46.00,47.83,9.00,9.00,100.00,6.00,7.00,0.54,2.00,20.00,0.10,13.00,3.00,70.00
