Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Goiânia,1,0.00,97.00,42.00,38.00,17.00,32.00,11.00,21.00,18.00,9.00,2.00,97.00,14.00,28.00,50.00,19.00,31.00,61.29,17.00,24.00,70.83,1.00,6.00,0.67,0.00,26.00,0.00,9.00,1.00,111.00
Flamengo,1,0.00,95.00,24.00,44.00,27.00,36.00,12.00,24.00,20.00,11.00,1.82,95.00,8.00,21.00,38.10,22.00,38.00,57.89,27.00,35.00,77.14,4.00,2.00,0.18,4.00,27.00,0.15,11.00,3.00,109.00
Uberlândia,1,0.00,93.00,36.00,40.00,17.00,27.00,10.00,17.00,23.00,7.00,3.29,93.00,12.00,23.00,52.17,20.00,34.00,58.82,17.00,26.00,65.38,1.00,8.00,1.14,1.00,21.00,0.05,7.00,1.00,111.00
Pinheiros,1,0.00,88.00,27.00,40.00,21.00,34.00,8.00,26.00,16.00,9.00,1.78,88.00,9.00,30.00,30.00,20.00,33.00,60.61,21.00,27.00,77.78,2.00,12.00,1.33,5.00,21.00,0.24,9.00,0.00,106.00
Limeira,1,0.00,83.00,27.00,46.00,10.00,33.00,4.00,29.00,19.00,8.00,2.38,83.00,9.00,17.00,52.94,23.00,37.00,62.16,10.00,16.00,62.50,4.00,11.00,1.38,3.00,19.00,0.16,8.00,1.00,113.00
Mogi,1,0.00,80.00,18.00,46.00,16.00,39.00,12.00,27.00,13.00,14.00,0.93,80.00,6.00,20.00,30.00,23.00,44.00,52.27,16.00,24.00,66.67,5.00,8.00,0.57,0.00,21.00,0.00,14.00,2.00,83.00
Paulistano,1,0.00,80.00,24.00,44.00,12.00,24.00,6.00,18.00,9.00,7.00,1.29,80.00,8.00,24.00,33.33,22.00,36.00,61.11,12.00,17.00,70.59,0.00,7.00,1.00,0.00,22.00,0.00,7.00,0.00,78.00
Bauru Basket,1,0.00,76.00,27.00,32.00,17.00,39.00,13.00,26.00,15.00,10.00,1.50,76.00,9.00,25.00,36.00,16.00,33.00,48.48,17.00,24.00,70.83,3.00,6.00,0.60,3.00,18.00,0.17,10.00,1.00,89.00
Sesi Franca,1,0.00,75.00,21.00,36.00,18.00,42.00,12.00,30.00,14.00,14.00,1.00,75.00,7.00,21.00,33.33,18.00,42.00,42.86,18.00,26.00,69.23,1.00,12.00,0.86,2.00,19.00,0.11,14.00,0.00,85.00
L. Sorocabana,1,0.00,72.00,9.00,50.00,13.00,25.00,7.00,18.00,7.00,5.00,1.40,72.00,3.00,14.00,21.43,25.00,43.00,58.14,13.00,23.00,56.52,0.00,6.00,1.20,0.00,24.00,0.00,5.00,1.00,66.00
Brasília,1,0.00,70.00,30.00,32.00,8.00,33.00,4.00,29.00,10.00,18.00,0.56,70.00,10.00,30.00,33.33,16.00,30.00,53.33,8.00,12.00,66.67,2.00,13.00,0.72,1.00,20.00,0.05,18.00,5.00,71.00
Fortaleza B. C. / CFO,1,0.00,70.00,12.00,42.00,16.00,27.00,8.00,19.00,11.00,15.00,0.73,70.00,4.00,17.00,23.53,21.00,38.00,55.26,16.00,21.00,76.19,2.00,15.00,1.00,0.00,15.00,0.00,15.00,7.00,73.00
Minas,1,0.00,69.00,15.00,40.00,14.00,35.00,11.00,24.00,13.00,9.00,1.44,69.00,5.00,21.00,23.81,20.00,39.00,51.28,14.00,19.00,73.68,2.00,9.00,1.00,3.00,24.00,0.13,9.00,2.00,80.00
Palmeiras,1,0.00,69.00,24.00,36.00,9.00,31.00,9.00,22.00,18.00,22.00,0.82,69.00,8.00,25.00,32.00,18.00,28.00,64.29,9.00,10.00,90.00,5.00,8.00,0.36,1.00,19.00,0.05,22.00,7.00,77.00
Macaé Basquete,1,0.00,68.00,12.00,48.00,8.00,29.00,10.00,19.00,7.00,9.00,0.78,68.00,4.00,18.00,22.22,24.00,44.00,54.55,8.00,8.00,100.00,0.00,5.00,0.56,1.00,21.00,0.05,9.00,2.00,67.00
Espírito Santo,1,0.00,53.00,21.00,20.00,12.00,30.00,10.00,20.00,12.00,12.00,1.00,53.00,7.00,16.00,43.75,10.00,36.00,27.78,12.00,16.00,75.00,0.00,5.00,0.42,2.00,19.00,0.11,12.00,1.00,51.00
