Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Macaé Basquete,1,0.00,95.00,33.00,42.00,20.00,37.00,12.00,25.00,13.00,13.00,1.00,95.00,11.00,24.00,45.83,21.00,41.00,51.22,20.00,26.00,76.92,1.00,14.00,1.08,1.00,28.00,0.04,13.00,1.00,108.00
Bauru Basket,1,0.00,93.00,12.00,50.00,31.00,51.00,18.00,33.00,12.00,9.00,1.33,93.00,4.00,20.00,20.00,25.00,50.00,50.00,31.00,41.00,75.61,0.00,6.00,0.67,5.00,22.00,0.23,9.00,2.00,107.00
Coop/São José Basketball,1,0.00,92.00,33.00,40.00,19.00,41.00,12.00,29.00,25.00,13.00,1.92,92.00,11.00,28.00,39.29,20.00,38.00,52.63,19.00,25.00,76.00,1.00,10.00,0.77,6.00,17.00,0.35,13.00,2.00,120.00
Limeira,1,0.00,91.00,45.00,32.00,14.00,30.00,7.00,23.00,20.00,11.00,1.82,91.00,15.00,24.00,62.50,16.00,30.00,53.33,14.00,24.00,58.33,0.00,6.00,0.55,0.00,20.00,0.00,11.00,2.00,103.00
Brasília,1,0.00,85.00,36.00,34.00,15.00,31.00,7.00,24.00,15.00,9.00,1.67,85.00,12.00,29.00,41.38,17.00,40.00,42.50,15.00,19.00,78.95,2.00,7.00,0.78,1.00,31.00,0.03,9.00,2.00,86.00
Goiânia,1,0.00,83.00,36.00,32.00,15.00,26.00,6.00,20.00,14.00,11.00,1.27,83.00,12.00,28.00,42.86,16.00,25.00,64.00,15.00,22.00,68.18,0.00,7.00,0.64,0.00,24.00,0.00,11.00,3.00,87.00
Flamengo,1,0.00,82.00,27.00,36.00,19.00,35.00,7.00,28.00,18.00,13.00,1.38,82.00,9.00,22.00,40.91,18.00,39.00,46.15,19.00,21.00,90.48,3.00,10.00,0.77,1.00,16.00,0.06,13.00,2.00,97.00
L. Sorocabana,1,0.00,81.00,30.00,30.00,21.00,33.00,14.00,19.00,15.00,13.00,1.15,81.00,10.00,29.00,34.48,15.00,33.00,45.45,21.00,27.00,77.78,1.00,10.00,0.77,1.00,29.00,0.03,13.00,5.00,84.00
Sesi Franca,1,0.00,80.00,21.00,40.00,19.00,30.00,9.00,21.00,8.00,17.00,0.47,80.00,7.00,18.00,38.89,20.00,41.00,48.78,19.00,28.00,67.86,2.00,11.00,0.65,5.00,24.00,0.21,17.00,3.00,76.00
Palmeiras,1,0.00,79.00,18.00,48.00,13.00,38.00,13.00,25.00,17.00,12.00,1.42,79.00,6.00,22.00,27.27,24.00,49.00,48.98,13.00,18.00,72.22,1.00,11.00,0.92,1.00,18.00,0.06,12.00,2.00,88.00
Uberlândia,1,0.00,77.00,27.00,34.00,16.00,30.00,3.00,27.00,16.00,16.00,1.00,77.00,9.00,27.00,33.33,17.00,29.00,58.62,16.00,22.00,72.73,4.00,11.00,0.69,0.00,21.00,0.00,16.00,2.00,82.00
Minas,1,0.00,75.00,21.00,44.00,10.00,34.00,6.00,28.00,18.00,13.00,1.38,75.00,7.00,20.00,35.00,22.00,38.00,57.89,10.00,15.00,66.67,1.00,9.00,0.69,10.00,19.00,0.53,13.00,5.00,99.00
Espírito Santo,1,0.00,70.00,24.00,24.00,22.00,35.00,11.00,24.00,10.00,19.00,0.53,70.00,8.00,19.00,42.11,12.00,30.00,40.00,22.00,29.00,75.86,0.00,7.00,0.37,0.00,25.00,0.00,19.00,7.00,67.00
Paulistano,1,0.00,65.00,15.00,36.00,14.00,32.00,9.00,23.00,11.00,15.00,0.73,65.00,5.00,18.00,27.78,18.00,39.00,46.15,14.00,19.00,73.68,1.00,8.00,0.53,1.00,18.00,0.06,15.00,5.00,63.00
