Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Macaé Basquete,1,0.00,103.00,45.00,42.00,16.00,28.00,1.00,27.00,21.00,13.00,1.62,103.00,15.00,26.00,57.69,21.00,33.00,63.64,16.00,20.00,80.00,3.00,7.00,0.54,1.00,22.00,0.05,13.00,2.00,120.00
Paulistano,1,0.00,100.00,33.00,46.00,21.00,34.00,6.00,28.00,18.00,15.00,1.20,100.00,11.00,24.00,45.83,23.00,35.00,65.71,21.00,25.00,84.00,2.00,12.00,0.80,1.00,22.00,0.05,15.00,2.00,121.00
Flamengo,1,0.00,95.00,30.00,42.00,23.00,32.00,10.00,22.00,14.00,10.00,1.40,95.00,10.00,31.00,32.26,21.00,36.00,58.33,23.00,29.00,79.31,2.00,10.00,1.00,1.00,20.00,0.05,10.00,2.00,100.00
Coop/São José Basketball,1,0.00,86.00,24.00,42.00,20.00,36.00,11.00,25.00,25.00,14.00,1.79,86.00,8.00,19.00,42.11,21.00,43.00,48.84,20.00,22.00,90.91,0.00,13.00,0.93,2.00,17.00,0.12,14.00,0.00,113.00
Palmeiras,1,0.00,84.00,24.00,42.00,18.00,24.00,8.00,16.00,11.00,8.00,1.38,84.00,8.00,19.00,42.11,21.00,38.00,55.26,18.00,23.00,78.26,1.00,10.00,1.25,1.00,17.00,0.06,8.00,0.00,89.00
Bauru Basket,1,0.00,83.00,30.00,38.00,15.00,37.00,12.00,25.00,15.00,13.00,1.15,83.00,10.00,23.00,43.48,19.00,36.00,52.78,15.00,22.00,68.18,2.00,9.00,0.69,2.00,18.00,0.11,13.00,4.00,96.00
Limeira,1,0.00,81.00,24.00,38.00,19.00,29.00,6.00,23.00,11.00,11.00,1.00,81.00,8.00,19.00,42.11,19.00,34.00,55.88,19.00,23.00,82.61,1.00,9.00,0.82,3.00,23.00,0.13,11.00,2.00,92.00
Pinheiros,1,0.00,81.00,21.00,42.00,18.00,27.00,8.00,19.00,9.00,12.00,0.75,81.00,7.00,24.00,29.17,21.00,41.00,51.22,18.00,21.00,85.71,3.00,13.00,1.08,1.00,21.00,0.05,12.00,0.00,79.00
L. Sorocabana,1,0.00,79.00,36.00,34.00,9.00,38.00,17.00,21.00,18.00,15.00,1.20,79.00,12.00,27.00,44.44,17.00,38.00,44.74,9.00,11.00,81.82,0.00,7.00,0.47,3.00,23.00,0.13,15.00,4.00,92.00
Sesi Franca,1,0.00,77.00,6.00,62.00,9.00,27.00,5.00,22.00,13.00,13.00,1.00,77.00,2.00,14.00,14.29,31.00,51.00,60.78,9.00,9.00,100.00,1.00,12.00,0.92,2.00,18.00,0.11,13.00,0.00,86.00
Fortaleza B. C. / CFO,1,0.00,77.00,27.00,40.00,10.00,31.00,10.00,21.00,16.00,11.00,1.45,77.00,9.00,22.00,40.91,20.00,41.00,48.78,10.00,15.00,66.67,2.00,7.00,0.64,3.00,22.00,0.14,11.00,2.00,84.00
Brasília,1,0.00,71.00,30.00,28.00,13.00,45.00,15.00,30.00,15.00,11.00,1.36,71.00,10.00,31.00,32.26,14.00,33.00,42.42,13.00,16.00,81.25,1.00,5.00,0.45,8.00,16.00,0.50,11.00,4.00,90.00
Mogi,1,0.00,67.00,27.00,28.00,12.00,40.00,18.00,22.00,11.00,15.00,0.73,67.00,9.00,23.00,39.13,14.00,40.00,35.00,12.00,17.00,70.59,0.00,5.00,0.33,1.00,20.00,0.05,15.00,4.00,64.00
Goiânia,1,0.00,65.00,18.00,36.00,11.00,43.00,11.00,32.00,12.00,19.00,0.63,65.00,6.00,20.00,30.00,18.00,33.00,54.55,11.00,19.00,57.89,1.00,9.00,0.47,2.00,17.00,0.12,19.00,4.00,75.00
Minas,1,0.00,62.00,9.00,38.00,15.00,35.00,9.00,26.00,13.00,8.00,1.63,62.00,3.00,17.00,17.65,19.00,44.00,43.18,15.00,17.00,88.24,1.00,6.00,0.75,6.00,20.00,0.30,8.00,1.00,73.00
Espírito Santo,1,0.00,51.00,6.00,36.00,9.00,35.00,15.00,20.00,10.00,12.00,0.83,51.00,2.00,18.00,11.11,18.00,46.00,39.13,9.00,14.00,64.29,4.00,13.00,1.08,3.00,22.00,0.14,12.00,3.00,51.00
