Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Goiânia,1,0.00,98.00,27.00,46.00,25.00,29.00,3.00,26.00,20.00,17.00,1.18,98.00,9.00,20.00,45.00,23.00,33.00,69.70,25.00,30.00,83.33,2.00,11.00,0.65,2.00,21.00,0.10,17.00,5.00,117.00
Paulistano,1,0.00,96.00,33.00,46.00,17.00,35.00,7.00,28.00,14.00,11.00,1.27,96.00,11.00,28.00,39.29,23.00,34.00,67.65,17.00,18.00,94.44,0.00,9.00,0.82,1.00,23.00,0.04,11.00,1.00,115.00
L. Sorocabana,1,0.00,96.00,36.00,42.00,18.00,30.00,11.00,19.00,11.00,13.00,0.85,96.00,12.00,26.00,46.15,21.00,43.00,48.84,18.00,23.00,78.26,2.00,12.00,0.92,4.00,26.00,0.15,13.00,2.00,99.00
Bauru Basket,1,0.00,90.00,33.00,24.00,33.00,31.00,9.00,22.00,11.00,6.00,1.83,90.00,11.00,27.00,40.74,12.00,32.00,37.50,33.00,39.00,84.62,0.00,8.00,1.33,1.00,21.00,0.05,6.00,1.00,93.00
Coop/São José Basketball,1,0.00,90.00,33.00,48.00,9.00,35.00,13.00,22.00,21.00,15.00,1.40,90.00,11.00,27.00,40.74,24.00,37.00,64.86,9.00,13.00,69.23,1.00,8.00,0.53,1.00,18.00,0.06,15.00,2.00,107.00
Flamengo,1,0.00,88.00,33.00,36.00,19.00,44.00,18.00,26.00,16.00,12.00,1.33,88.00,11.00,26.00,42.31,18.00,39.00,46.15,19.00,23.00,82.61,2.00,8.00,0.67,1.00,22.00,0.05,12.00,3.00,105.00
Macaé Basquete,1,0.00,86.00,21.00,52.00,13.00,33.00,4.00,29.00,20.00,15.00,1.33,86.00,7.00,18.00,38.89,26.00,39.00,66.67,13.00,20.00,65.00,0.00,4.00,0.27,2.00,29.00,0.07,15.00,6.00,99.00
Uberlândia,1,0.00,79.00,24.00,46.00,9.00,29.00,9.00,20.00,15.00,10.00,1.50,79.00,8.00,22.00,36.36,23.00,39.00,58.97,9.00,11.00,81.82,7.00,10.00,1.00,1.00,16.00,0.06,10.00,6.00,92.00
Mogi,1,0.00,78.00,15.00,52.00,11.00,25.00,8.00,17.00,16.00,11.00,1.45,78.00,5.00,14.00,35.71,26.00,43.00,60.47,11.00,21.00,52.38,0.00,13.00,1.18,2.00,19.00,0.11,11.00,1.00,87.00
Brasília,1,0.00,74.00,21.00,32.00,21.00,29.00,9.00,20.00,7.00,12.00,0.58,74.00,7.00,25.00,28.00,16.00,34.00,47.06,21.00,24.00,87.50,2.00,9.00,0.75,0.00,19.00,0.00,12.00,1.00,68.00
Espírito Santo,1,0.00,70.00,15.00,40.00,15.00,31.00,10.00,21.00,10.00,19.00,0.53,70.00,5.00,20.00,25.00,20.00,34.00,58.82,15.00,19.00,78.95,0.00,4.00,0.21,1.00,16.00,0.06,19.00,8.00,64.00
Limeira,1,0.00,67.00,12.00,38.00,17.00,31.00,10.00,21.00,14.00,14.00,1.00,67.00,4.00,12.00,33.33,19.00,43.00,44.19,17.00,25.00,68.00,0.00,8.00,0.57,5.00,23.00,0.22,14.00,2.00,71.00
Sesi Franca,1,0.00,65.00,12.00,44.00,9.00,38.00,12.00,26.00,16.00,19.00,0.84,65.00,4.00,22.00,18.18,22.00,36.00,61.11,9.00,16.00,56.25,2.00,14.00,0.74,1.00,19.00,0.05,19.00,3.00,76.00
Minas,1,0.00,59.00,15.00,32.00,12.00,26.00,4.00,22.00,10.00,20.00,0.50,59.00,5.00,16.00,31.25,16.00,33.00,48.48,12.00,16.00,75.00,0.00,14.00,0.70,1.00,21.00,0.05,20.00,3.00,58.00
