Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,98.00,27.00,42.00,29.00,37.00,11.00,26.00,24.00,14.00,1.71,98.00,9.00,24.00,37.50,21.00,33.00,63.64,29.00,34.00,85.29,5.00,4.00,0.29,9.00,17.00,0.53,14.00,1.00,126.00
Flamengo,1,0.00,96.00,27.00,44.00,25.00,42.00,11.00,31.00,17.00,14.00,1.21,96.00,9.00,27.00,33.33,22.00,38.00,57.89,25.00,28.00,89.29,0.00,4.00,0.29,1.00,27.00,0.04,14.00,2.00,109.00
Paulistano,1,0.00,95.00,24.00,38.00,33.00,26.00,6.00,20.00,12.00,15.00,0.80,95.00,8.00,21.00,38.10,19.00,37.00,51.35,33.00,39.00,84.62,1.00,17.00,1.13,0.00,23.00,0.00,15.00,3.00,98.00
Bauru Basket,1,0.00,94.00,36.00,32.00,26.00,36.00,11.00,25.00,22.00,7.00,3.14,94.00,12.00,35.00,34.29,16.00,31.00,51.61,26.00,31.00,83.87,6.00,12.00,1.71,1.00,21.00,0.05,7.00,3.00,115.00
Goiânia,1,0.00,93.00,12.00,60.00,21.00,30.00,6.00,24.00,14.00,22.00,0.64,93.00,4.00,9.00,44.44,30.00,46.00,65.22,21.00,29.00,72.41,3.00,11.00,0.50,2.00,29.00,0.07,22.00,3.00,99.00
Palmeiras,1,0.00,91.00,24.00,56.00,11.00,36.00,17.00,19.00,12.00,8.00,1.50,91.00,8.00,20.00,40.00,28.00,58.00,48.28,11.00,17.00,64.71,4.00,12.00,1.50,1.00,24.00,0.04,8.00,3.00,96.00
Uberlândia,1,0.00,91.00,21.00,40.00,30.00,28.00,10.00,18.00,15.00,10.00,1.50,91.00,7.00,14.00,50.00,20.00,36.00,55.56,30.00,38.00,78.95,2.00,6.00,0.60,3.00,24.00,0.13,10.00,1.00,102.00
Sesi Franca,1,0.00,85.00,15.00,58.00,12.00,38.00,13.00,25.00,14.00,17.00,0.82,85.00,5.00,14.00,35.71,29.00,46.00,63.04,12.00,19.00,63.16,6.00,12.00,0.71,4.00,18.00,0.22,17.00,7.00,103.00
Brasília,1,0.00,84.00,42.00,30.00,12.00,35.00,4.00,31.00,13.00,18.00,0.72,84.00,14.00,32.00,43.75,15.00,31.00,48.39,12.00,16.00,75.00,1.00,12.00,0.67,4.00,23.00,0.17,18.00,3.00,92.00
Minas,1,0.00,83.00,12.00,54.00,17.00,34.00,14.00,20.00,17.00,13.00,1.31,83.00,4.00,14.00,28.57,27.00,45.00,60.00,17.00,26.00,65.38,5.00,7.00,0.54,1.00,31.00,0.03,13.00,3.00,92.00
L. Sorocabana,1,0.00,83.00,30.00,38.00,15.00,43.00,13.00,30.00,12.00,15.00,0.80,83.00,10.00,28.00,35.71,19.00,41.00,46.34,15.00,20.00,75.00,0.00,14.00,0.93,1.00,22.00,0.05,15.00,2.00,93.00
Limeira,1,0.00,76.00,21.00,38.00,17.00,28.00,7.00,21.00,17.00,11.00,1.55,76.00,7.00,19.00,36.84,19.00,34.00,55.88,17.00,26.00,65.38,0.00,10.00,0.91,2.00,18.00,0.11,11.00,1.00,86.00
Macaé Basquete,1,0.00,74.00,27.00,28.00,19.00,28.00,8.00,20.00,19.00,11.00,1.73,74.00,9.00,22.00,40.91,14.00,29.00,48.28,19.00,22.00,86.36,5.00,8.00,0.73,0.00,21.00,0.00,11.00,0.00,87.00
Fortaleza B. C. / CFO,1,0.00,71.00,21.00,48.00,2.00,47.00,11.00,36.00,19.00,14.00,1.36,71.00,7.00,22.00,31.82,24.00,43.00,55.81,2.00,4.00,50.00,4.00,12.00,0.86,1.00,15.00,0.07,14.00,6.00,100.00
Espírito Santo,1,0.00,61.00,21.00,30.00,10.00,27.00,11.00,16.00,12.00,14.00,0.86,61.00,7.00,21.00,33.33,15.00,37.00,40.54,10.00,13.00,76.92,1.00,10.00,0.71,4.00,20.00,0.20,14.00,2.00,61.00
Coop/São José Basketball,1,0.00,54.00,21.00,26.00,7.00,33.00,12.00,21.00,10.00,13.00,0.77,54.00,7.00,30.00,23.33,13.00,32.00,40.63,7.00,12.00,58.33,0.00,8.00,0.62,1.00,8.00,0.13,13.00,1.00,46.00
