Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,0.00,96.00,36.00,42.00,18.00,34.00,8.00,26.00,23.00,7.00,3.29,96.00,12.00,27.00,44.44,21.00,38.00,55.26,18.00,21.00,85.71,2.00,12.00,1.71,3.00,19.00,0.16,7.00,0.00,126.00
Flamengo,1,0.00,95.00,36.00,36.00,23.00,38.00,11.00,27.00,22.00,17.00,1.29,95.00,12.00,29.00,41.38,18.00,35.00,51.43,23.00,28.00,82.14,4.00,14.00,0.82,4.00,18.00,0.22,17.00,5.00,117.00
Coop/São José Basketball,1,0.00,93.00,33.00,48.00,12.00,28.00,8.00,20.00,18.00,14.00,1.29,93.00,11.00,24.00,45.83,24.00,43.00,55.81,12.00,13.00,92.31,0.00,7.00,0.50,3.00,20.00,0.15,14.00,7.00,102.00
Limeira,1,0.00,93.00,24.00,42.00,27.00,34.00,9.00,25.00,18.00,13.00,1.38,93.00,8.00,25.00,32.00,21.00,37.00,56.76,27.00,31.00,87.10,1.00,11.00,0.85,1.00,25.00,0.04,13.00,4.00,107.00
Paulistano,1,0.00,92.00,24.00,52.00,16.00,40.00,17.00,23.00,13.00,12.00,1.08,92.00,8.00,25.00,32.00,26.00,46.00,56.52,16.00,22.00,72.73,2.00,7.00,0.58,5.00,19.00,0.26,12.00,5.00,102.00
Bauru Basket,1,0.00,81.00,24.00,40.00,17.00,26.00,7.00,19.00,16.00,8.00,2.00,81.00,8.00,21.00,38.10,20.00,37.00,54.05,17.00,23.00,73.91,5.00,12.00,1.50,0.00,23.00,0.00,8.00,1.00,91.00
Palmeiras,1,0.00,81.00,18.00,52.00,11.00,33.00,8.00,25.00,14.00,15.00,0.93,81.00,6.00,15.00,40.00,26.00,45.00,57.78,11.00,17.00,64.71,3.00,6.00,0.40,1.00,27.00,0.04,15.00,1.00,86.00
Uberlândia,1,0.00,79.00,42.00,26.00,11.00,31.00,10.00,21.00,24.00,17.00,1.41,79.00,14.00,31.00,45.16,13.00,25.00,52.00,11.00,15.00,73.33,3.00,9.00,0.53,2.00,23.00,0.09,17.00,3.00,95.00
Mogi,1,0.00,76.00,27.00,28.00,21.00,27.00,9.00,18.00,10.00,13.00,0.77,76.00,9.00,19.00,47.37,14.00,36.00,38.89,21.00,25.00,84.00,3.00,14.00,1.08,0.00,22.00,0.00,13.00,4.00,78.00
Goiânia,1,0.00,74.00,18.00,38.00,18.00,36.00,10.00,26.00,15.00,18.00,0.83,74.00,6.00,17.00,35.29,19.00,41.00,46.34,18.00,24.00,75.00,1.00,11.00,0.61,4.00,25.00,0.16,18.00,1.00,83.00
Pinheiros,1,0.00,73.00,24.00,36.00,13.00,31.00,5.00,26.00,18.00,18.00,1.00,73.00,8.00,20.00,40.00,18.00,28.00,64.29,13.00,18.00,72.22,1.00,7.00,0.39,2.00,22.00,0.09,18.00,3.00,86.00
Minas,1,0.00,73.00,18.00,32.00,23.00,32.00,7.00,25.00,19.00,11.00,1.73,73.00,6.00,18.00,33.33,16.00,35.00,45.71,23.00,32.00,71.88,0.00,8.00,0.73,4.00,24.00,0.17,11.00,3.00,85.00
Sesi Franca,1,0.00,73.00,12.00,40.00,21.00,29.00,4.00,25.00,14.00,9.00,1.56,73.00,4.00,22.00,18.18,20.00,31.00,64.52,21.00,24.00,87.50,2.00,12.00,1.33,5.00,19.00,0.26,9.00,1.00,92.00
Macaé Basquete,1,0.00,71.00,21.00,38.00,12.00,29.00,3.00,26.00,9.00,18.00,0.50,71.00,7.00,17.00,41.18,19.00,38.00,50.00,12.00,13.00,92.31,1.00,7.00,0.39,1.00,22.00,0.05,18.00,4.00,69.00
Espírito Santo,1,0.00,62.00,9.00,32.00,21.00,32.00,8.00,24.00,6.00,20.00,0.30,62.00,3.00,19.00,15.79,16.00,33.00,48.48,21.00,24.00,87.50,0.00,6.00,0.30,3.00,29.00,0.10,20.00,6.00,53.00
Fortaleza B. C. / CFO,1,0.00,61.00,18.00,30.00,13.00,36.00,10.00,26.00,6.00,17.00,0.35,61.00,6.00,15.00,40.00,15.00,40.00,37.50,13.00,18.00,72.22,2.00,6.00,0.35,1.00,22.00,0.05,17.00,3.00,54.00
