Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Palmeiras,1,0.00,103.00,42.00,54.00,7.00,43.00,13.00,30.00,24.00,10.00,2.40,103.00,14.00,24.00,58.33,27.00,53.00,50.94,7.00,10.00,70.00,5.00,18.00,1.80,4.00,18.00,0.22,10.00,1.00,143.00
Mogi,1,0.00,94.00,36.00,44.00,14.00,42.00,15.00,27.00,21.00,14.00,1.50,94.00,12.00,27.00,44.44,22.00,42.00,52.38,14.00,18.00,77.78,3.00,8.00,0.57,5.00,21.00,0.24,14.00,5.00,117.00
Coop/São José Basketball,1,0.00,91.00,21.00,52.00,18.00,43.00,10.00,33.00,13.00,15.00,0.87,91.00,7.00,21.00,33.33,26.00,43.00,60.47,18.00,22.00,81.82,1.00,5.00,0.33,0.00,19.00,0.00,15.00,3.00,102.00
Pinheiros,1,0.00,90.00,24.00,50.00,16.00,25.00,6.00,19.00,20.00,15.00,1.33,90.00,8.00,20.00,40.00,25.00,34.00,73.53,16.00,18.00,88.89,5.00,13.00,0.87,0.00,16.00,0.00,15.00,5.00,110.00
Brasília,1,0.00,90.00,39.00,32.00,19.00,26.00,4.00,22.00,15.00,6.00,2.50,90.00,13.00,35.00,37.14,16.00,31.00,51.61,19.00,21.00,90.48,0.00,12.00,2.00,1.00,19.00,0.05,6.00,1.00,99.00
Flamengo,1,0.00,90.00,45.00,26.00,19.00,26.00,7.00,19.00,20.00,9.00,2.22,90.00,15.00,36.00,41.67,13.00,26.00,50.00,19.00,21.00,90.48,0.00,8.00,0.89,2.00,20.00,0.10,9.00,0.00,101.00
Bauru Basket,1,0.00,85.00,21.00,48.00,16.00,37.00,12.00,25.00,16.00,6.00,2.67,85.00,7.00,26.00,26.92,24.00,37.00,64.86,16.00,21.00,76.19,1.00,12.00,2.00,1.00,15.00,0.07,6.00,1.00,108.00
Minas,1,0.00,82.00,30.00,44.00,8.00,24.00,9.00,15.00,15.00,17.00,0.88,82.00,10.00,24.00,41.67,22.00,36.00,61.11,8.00,11.00,72.73,0.00,9.00,0.53,2.00,19.00,0.11,17.00,3.00,84.00
Limeira,1,0.00,82.00,21.00,50.00,11.00,28.00,10.00,18.00,16.00,8.00,2.00,82.00,7.00,21.00,33.33,25.00,43.00,58.14,11.00,13.00,84.62,1.00,13.00,1.63,1.00,18.00,0.06,8.00,3.00,98.00
Sesi Franca,1,0.00,81.00,30.00,36.00,15.00,30.00,10.00,20.00,12.00,13.00,0.92,81.00,10.00,20.00,50.00,18.00,37.00,48.65,15.00,16.00,93.75,3.00,5.00,0.38,2.00,14.00,0.14,13.00,0.00,87.00
Fortaleza B. C. / CFO,1,0.00,78.00,21.00,42.00,15.00,47.00,14.00,33.00,15.00,12.00,1.25,78.00,7.00,20.00,35.00,21.00,48.00,43.75,15.00,21.00,71.43,0.00,10.00,0.83,3.00,21.00,0.14,12.00,1.00,95.00
Macaé Basquete,1,0.00,75.00,24.00,40.00,11.00,39.00,9.00,30.00,14.00,14.00,1.00,75.00,8.00,26.00,30.77,20.00,39.00,51.28,11.00,21.00,52.38,4.00,10.00,0.71,2.00,21.00,0.10,14.00,4.00,79.00
Uberlândia,1,0.00,70.00,36.00,24.00,10.00,27.00,5.00,22.00,12.00,12.00,1.00,70.00,12.00,26.00,46.15,12.00,29.00,41.38,10.00,12.00,83.33,0.00,5.00,0.42,1.00,16.00,0.06,12.00,0.00,70.00
Espírito Santo,1,0.00,64.00,24.00,28.00,12.00,32.00,8.00,24.00,11.00,22.00,0.50,64.00,8.00,29.00,27.59,14.00,30.00,46.67,12.00,15.00,80.00,0.00,8.00,0.36,2.00,10.00,0.20,22.00,3.00,55.00
