Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,0.00,110.00,39.00,54.00,17.00,42.00,11.00,31.00,23.00,6.00,3.83,110.00,13.00,31.00,41.94,27.00,41.00,65.85,17.00,19.00,89.47,2.00,9.00,1.50,3.00,15.00,0.20,6.00,0.00,147.00
Limeira,1,0.00,99.00,33.00,56.00,10.00,19.00,6.00,13.00,18.00,4.00,4.50,99.00,11.00,24.00,45.83,28.00,42.00,66.67,10.00,10.00,100.00,2.00,12.00,3.00,2.00,21.00,0.10,4.00,0.00,119.00
Bauru Basket,1,0.00,91.00,45.00,40.00,6.00,35.00,9.00,26.00,22.00,16.00,1.38,91.00,15.00,29.00,51.72,20.00,41.00,48.78,6.00,6.00,100.00,2.00,9.00,0.56,4.00,21.00,0.19,16.00,2.00,110.00
Fortaleza B. C. / CFO,1,0.00,85.00,30.00,42.00,13.00,37.00,16.00,21.00,18.00,18.00,1.00,85.00,10.00,21.00,47.62,21.00,37.00,56.76,13.00,17.00,76.47,2.00,5.00,0.28,2.00,13.00,0.15,18.00,5.00,98.00
Uberlândia,1,0.00,85.00,27.00,48.00,10.00,37.00,12.00,25.00,15.00,6.00,2.50,85.00,9.00,27.00,33.33,24.00,45.00,53.33,10.00,16.00,62.50,3.00,14.00,2.33,3.00,15.00,0.20,6.00,0.00,103.00
Coop/São José Basketball,1,0.00,83.00,42.00,38.00,3.00,38.00,9.00,29.00,20.00,15.00,1.33,83.00,14.00,28.00,50.00,19.00,36.00,52.78,3.00,8.00,37.50,0.00,5.00,0.33,1.00,19.00,0.05,15.00,1.00,96.00
L. Sorocabana,1,0.00,82.00,27.00,42.00,13.00,27.00,6.00,21.00,18.00,13.00,1.38,82.00,9.00,25.00,36.00,21.00,33.00,63.64,13.00,18.00,72.22,2.00,13.00,1.00,0.00,21.00,0.00,13.00,4.00,94.00
Mogi,1,0.00,79.00,24.00,34.00,21.00,35.00,12.00,23.00,16.00,15.00,1.07,79.00,8.00,22.00,36.36,17.00,39.00,43.59,21.00,29.00,72.41,1.00,13.00,0.87,2.00,16.00,0.13,15.00,3.00,86.00
Pinheiros,1,0.00,76.00,21.00,38.00,17.00,34.00,8.00,26.00,16.00,17.00,0.94,76.00,7.00,26.00,26.92,19.00,28.00,67.86,17.00,20.00,85.00,4.00,9.00,0.53,1.00,21.00,0.05,17.00,2.00,88.00
Paulistano,1,0.00,76.00,27.00,28.00,21.00,41.00,16.00,25.00,15.00,14.00,1.07,76.00,9.00,31.00,29.03,14.00,33.00,42.42,21.00,24.00,87.50,0.00,13.00,0.93,3.00,19.00,0.16,14.00,3.00,90.00
Minas,1,0.00,75.00,21.00,34.00,20.00,34.00,8.00,26.00,15.00,17.00,0.88,75.00,7.00,19.00,36.84,17.00,35.00,48.57,20.00,23.00,86.96,1.00,9.00,0.53,7.00,23.00,0.30,17.00,6.00,90.00
Goiânia,1,0.00,74.00,18.00,38.00,18.00,29.00,7.00,22.00,11.00,15.00,0.73,74.00,6.00,14.00,42.86,19.00,40.00,47.50,18.00,27.00,66.67,0.00,11.00,0.73,1.00,21.00,0.05,15.00,4.00,73.00
Palmeiras,1,0.00,67.00,12.00,46.00,9.00,39.00,12.00,27.00,11.00,17.00,0.65,67.00,4.00,12.00,33.33,23.00,50.00,46.00,9.00,18.00,50.00,0.00,10.00,0.59,3.00,21.00,0.14,17.00,0.00,69.00
Espírito Santo,1,0.00,66.00,27.00,26.00,13.00,34.00,13.00,21.00,10.00,13.00,0.77,66.00,9.00,31.00,29.03,13.00,39.00,33.33,13.00,17.00,76.47,1.00,5.00,0.38,2.00,19.00,0.11,13.00,3.00,52.00
