Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Coop/São José Basketball,1,0.00,90.00,9.00,44.00,37.00,54.00,15.00,39.00,16.00,16.00,1.00,90.00,3.00,29.00,10.34,22.00,45.00,48.89,37.00,45.00,82.22,0.00,11.00,0.69,4.00,22.00,0.18,16.00,4.00,102.00
Brasília,1,0.00,88.00,24.00,46.00,18.00,40.00,8.00,32.00,10.00,13.00,0.77,88.00,8.00,19.00,42.11,23.00,44.00,52.27,18.00,21.00,85.71,0.00,4.00,0.31,0.00,18.00,0.00,13.00,1.00,94.00
Minas,1,0.00,87.00,24.00,48.00,15.00,41.00,6.00,35.00,21.00,16.00,1.31,87.00,8.00,24.00,33.33,24.00,53.00,45.28,15.00,22.00,68.18,2.00,10.00,0.63,5.00,31.00,0.16,16.00,2.00,96.00
Bauru Basket,1,0.00,85.00,33.00,32.00,20.00,24.00,6.00,18.00,10.00,17.00,0.59,85.00,11.00,16.00,68.75,16.00,25.00,64.00,20.00,29.00,68.97,2.00,8.00,0.47,3.00,19.00,0.16,17.00,3.00,90.00
Flamengo,1,0.00,84.00,21.00,38.00,25.00,40.00,10.00,30.00,12.00,16.00,0.75,84.00,7.00,19.00,36.84,19.00,39.00,48.72,25.00,33.00,75.76,3.00,12.00,0.75,6.00,18.00,0.33,16.00,1.00,98.00
Pinheiros,1,0.00,82.00,33.00,40.00,9.00,32.00,11.00,21.00,16.00,11.00,1.45,82.00,11.00,25.00,44.00,20.00,42.00,47.62,9.00,22.00,40.91,0.00,14.00,1.27,5.00,20.00,0.25,11.00,3.00,89.00
Macaé Basquete,1,0.00,78.00,21.00,44.00,13.00,40.00,10.00,30.00,14.00,15.00,0.93,78.00,7.00,20.00,35.00,22.00,41.00,53.66,13.00,17.00,76.47,1.00,8.00,0.53,2.00,22.00,0.09,15.00,0.00,91.00
Mogi,1,0.00,78.00,27.00,28.00,23.00,40.00,10.00,30.00,9.00,14.00,0.64,78.00,9.00,28.00,32.14,14.00,32.00,43.75,23.00,29.00,79.31,0.00,2.00,0.14,2.00,18.00,0.11,14.00,2.00,74.00
Fortaleza B. C. / CFO,1,0.00,75.00,9.00,58.00,8.00,31.00,8.00,23.00,5.00,7.00,0.71,75.00,3.00,14.00,21.43,29.00,55.00,52.73,8.00,13.00,61.54,4.00,10.00,1.43,2.00,20.00,0.10,7.00,2.00,74.00
Limeira,1,0.00,72.00,21.00,40.00,11.00,39.00,9.00,30.00,15.00,13.00,1.15,72.00,7.00,17.00,41.18,20.00,36.00,55.56,11.00,12.00,91.67,0.00,3.00,0.23,5.00,22.00,0.23,13.00,6.00,94.00
L. Sorocabana,1,0.00,72.00,9.00,44.00,19.00,21.00,6.00,15.00,13.00,10.00,1.30,72.00,3.00,13.00,23.08,22.00,35.00,62.86,19.00,24.00,79.17,2.00,13.00,1.30,1.00,25.00,0.04,10.00,1.00,82.00
Palmeiras,1,0.00,71.00,15.00,42.00,14.00,39.00,14.00,25.00,10.00,15.00,0.67,71.00,5.00,15.00,33.33,21.00,52.00,40.38,14.00,26.00,53.85,4.00,14.00,0.93,5.00,25.00,0.20,15.00,1.00,71.00
Goiânia,1,0.00,64.00,12.00,40.00,12.00,40.00,12.00,28.00,13.00,11.00,1.18,64.00,4.00,27.00,14.81,20.00,40.00,50.00,12.00,16.00,75.00,0.00,9.00,0.82,3.00,23.00,0.13,11.00,7.00,71.00
Paulistano,1,0.00,56.00,18.00,28.00,10.00,34.00,18.00,16.00,8.00,6.00,1.33,56.00,6.00,28.00,21.43,14.00,39.00,35.90,10.00,14.00,71.43,1.00,6.00,1.00,2.00,19.00,0.11,6.00,2.00,49.00
