Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,93.00,27.00,38.00,28.00,40.00,16.00,24.00,9.00,15.00,0.60,93.00,9.00,26.00,34.62,19.00,40.00,47.50,28.00,34.00,82.35,1.00,13.00,0.87,1.00,25.00,0.04,15.00,4.00,97.00
Sesi Franca,1,0.00,91.00,27.00,52.00,12.00,33.00,8.00,25.00,23.00,8.00,2.88,91.00,9.00,21.00,42.86,26.00,45.00,57.78,12.00,16.00,75.00,3.00,10.00,1.25,3.00,8.00,0.38,8.00,0.00,117.00
Pinheiros,1,0.00,91.00,39.00,34.00,18.00,31.00,5.00,26.00,18.00,17.00,1.06,91.00,13.00,30.00,43.33,17.00,27.00,62.96,18.00,25.00,72.00,1.00,11.00,0.65,6.00,27.00,0.22,17.00,3.00,106.00
Fortaleza B. C. / CFO,1,0.00,84.00,24.00,40.00,20.00,34.00,10.00,24.00,9.00,13.00,0.69,84.00,8.00,17.00,47.06,20.00,41.00,48.78,20.00,27.00,74.07,0.00,7.00,0.54,2.00,21.00,0.10,13.00,3.00,86.00
Espírito Santo,1,0.00,83.00,30.00,36.00,17.00,28.00,12.00,16.00,14.00,7.00,2.00,83.00,10.00,27.00,37.04,18.00,38.00,47.37,17.00,24.00,70.83,1.00,9.00,1.29,1.00,20.00,0.05,7.00,4.00,84.00
Coop/São José Basketball,1,0.00,82.00,36.00,44.00,2.00,34.00,12.00,22.00,18.00,12.00,1.50,82.00,12.00,24.00,50.00,22.00,47.00,46.81,2.00,2.00,100.00,0.00,8.00,0.67,1.00,13.00,0.08,12.00,1.00,94.00
Goiânia,1,0.00,82.00,36.00,38.00,8.00,28.00,4.00,24.00,18.00,13.00,1.38,82.00,12.00,21.00,57.14,19.00,31.00,61.29,8.00,10.00,80.00,0.00,3.00,0.23,3.00,23.00,0.13,13.00,2.00,98.00
Brasília,1,0.00,82.00,30.00,38.00,14.00,38.00,12.00,26.00,16.00,9.00,1.78,82.00,10.00,32.00,31.25,19.00,35.00,54.29,14.00,16.00,87.50,1.00,10.00,1.11,6.00,20.00,0.30,9.00,1.00,103.00
Bauru Basket,1,0.00,80.00,21.00,40.00,19.00,34.00,11.00,23.00,11.00,10.00,1.10,80.00,7.00,25.00,28.00,20.00,38.00,52.63,19.00,23.00,82.61,0.00,9.00,0.90,1.00,20.00,0.05,10.00,2.00,85.00
Limeira,1,0.00,78.00,27.00,36.00,15.00,38.00,13.00,25.00,14.00,17.00,0.82,78.00,9.00,22.00,40.91,18.00,31.00,58.06,15.00,15.00,100.00,0.00,9.00,0.53,2.00,20.00,0.10,17.00,3.00,98.00
L. Sorocabana,1,0.00,71.00,18.00,44.00,9.00,39.00,15.00,24.00,8.00,12.00,0.67,71.00,6.00,12.00,50.00,22.00,53.00,41.51,9.00,13.00,69.23,2.00,13.00,1.08,3.00,16.00,0.19,12.00,2.00,81.00
Palmeiras,1,0.00,69.00,18.00,40.00,11.00,35.00,10.00,25.00,21.00,15.00,1.40,69.00,6.00,27.00,22.22,20.00,34.00,58.82,11.00,15.00,73.33,5.00,10.00,0.67,2.00,14.00,0.14,15.00,2.00,83.00
Mogi,1,0.00,67.00,24.00,34.00,9.00,26.00,13.00,13.00,10.00,12.00,0.83,67.00,8.00,28.00,28.57,17.00,34.00,50.00,9.00,14.00,64.29,1.00,11.00,0.92,0.00,17.00,0.00,12.00,1.00,60.00
Minas,1,0.00,54.00,18.00,26.00,10.00,40.00,13.00,27.00,9.00,18.00,0.50,54.00,6.00,16.00,37.50,13.00,39.00,33.33,10.00,20.00,50.00,0.00,7.00,0.39,3.00,19.00,0.16,18.00,6.00,49.00
