Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,97.00,18.00,68.00,11.00,37.00,8.00,29.00,19.00,9.00,2.11,97.00,6.00,15.00,40.00,34.00,46.00,73.91,11.00,13.00,84.62,4.00,11.00,1.22,5.00,17.00,0.29,9.00,1.00,137.00
Bauru Basket,1,0.00,87.00,18.00,52.00,17.00,39.00,12.00,27.00,17.00,13.00,1.31,87.00,6.00,15.00,40.00,26.00,43.00,60.47,17.00,19.00,89.47,3.00,10.00,0.77,2.00,22.00,0.09,13.00,0.00,113.00
Minas,1,0.00,85.00,24.00,42.00,19.00,33.00,12.00,21.00,20.00,14.00,1.43,85.00,8.00,15.00,53.33,21.00,43.00,48.84,19.00,23.00,82.61,1.00,9.00,0.64,2.00,15.00,0.13,14.00,3.00,102.00
Coop/São José Basketball,1,0.00,82.00,24.00,40.00,18.00,42.00,11.00,31.00,15.00,20.00,0.75,82.00,8.00,19.00,42.11,20.00,36.00,55.56,18.00,25.00,72.00,0.00,7.00,0.35,2.00,17.00,0.12,20.00,3.00,94.00
Uberlândia,1,0.00,81.00,30.00,38.00,13.00,36.00,9.00,27.00,16.00,15.00,1.07,81.00,10.00,19.00,52.63,19.00,34.00,55.88,13.00,19.00,68.42,3.00,4.00,0.27,5.00,24.00,0.21,15.00,5.00,97.00
Macaé Basquete,1,0.00,79.00,24.00,34.00,21.00,31.00,8.00,23.00,11.00,13.00,0.85,79.00,8.00,20.00,40.00,17.00,35.00,48.57,21.00,26.00,80.77,1.00,7.00,0.54,1.00,24.00,0.04,13.00,2.00,81.00
Palmeiras,1,0.00,75.00,9.00,56.00,10.00,30.00,10.00,20.00,8.00,19.00,0.42,75.00,3.00,15.00,20.00,28.00,48.00,58.33,10.00,13.00,76.92,0.00,8.00,0.42,3.00,20.00,0.15,19.00,8.00,70.00
Goiânia,1,0.00,75.00,30.00,32.00,13.00,30.00,11.00,19.00,18.00,9.00,2.00,75.00,10.00,21.00,47.62,16.00,47.00,34.04,13.00,15.00,86.67,0.00,15.00,1.67,2.00,24.00,0.08,9.00,2.00,87.00
Mogi,1,0.00,74.00,30.00,24.00,20.00,37.00,15.00,22.00,10.00,13.00,0.77,74.00,10.00,25.00,40.00,12.00,33.00,36.36,20.00,27.00,74.07,0.00,10.00,0.77,1.00,25.00,0.04,13.00,4.00,76.00
Sesi Franca,1,0.00,72.00,24.00,32.00,16.00,25.00,9.00,16.00,13.00,11.00,1.18,72.00,8.00,17.00,47.06,16.00,38.00,42.11,16.00,21.00,76.19,0.00,12.00,1.09,1.00,19.00,0.05,11.00,1.00,75.00
Flamengo,1,0.00,72.00,24.00,40.00,8.00,29.00,7.00,22.00,20.00,14.00,1.43,72.00,8.00,29.00,27.59,20.00,31.00,64.52,8.00,12.00,66.67,4.00,12.00,0.86,1.00,16.00,0.06,14.00,1.00,84.00
Fortaleza B. C. / CFO,1,0.00,69.00,15.00,42.00,12.00,38.00,12.00,26.00,8.00,20.00,0.40,69.00,5.00,17.00,29.41,21.00,43.00,48.84,12.00,17.00,70.59,4.00,12.00,0.60,0.00,16.00,0.00,20.00,7.00,68.00
Limeira,1,0.00,69.00,21.00,30.00,18.00,25.00,9.00,16.00,16.00,7.00,2.29,69.00,7.00,22.00,31.82,15.00,37.00,40.54,18.00,24.00,75.00,1.00,7.00,1.00,3.00,25.00,0.12,7.00,1.00,70.00
Espírito Santo,1,0.00,50.00,15.00,24.00,11.00,21.00,7.00,14.00,7.00,15.00,0.47,50.00,5.00,21.00,23.81,12.00,31.00,38.71,11.00,14.00,78.57,0.00,7.00,0.47,1.00,18.00,0.06,15.00,3.00,33.00
