Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
15/10/2022,123 Minas,73,85,Flamengo,1,1
15/10/2022,UNIFACISA,90,79,Cerrado Basquete,1,1
15/10/2022,Rio Claro,93,88,Paulistano,1,1
15/10/2022,Corinthians,82,77,Oscar São José Basketball,1,1
17/10/2022,Pato Basquete,61,71,Oscar São José Basketball,2,1
17/10/2022,UNIFACISA,84,71,BRB/Brasília,2,1
17/10/2022,Fortaleza B. C.,80,86,Cerrado Basquete,2,1
17/10/2022,Rio Claro,71,98,São Paulo,2,1
18/10/2022,Pinheiros,81,72,123 Minas,2,1
18/10/2022,Sesi Franca,83,62,Paulistano,2,1
19/10/2022,Fortaleza B. C.,62,75,BRB/Brasília,2,1
20/10/2022,Corinthians,70,82,Flamengo,2,1
20/10/2022,Bauru Basket,72,82,123 Minas,2,1
21/10/2022,Caxias do Sul Basquete,68,65,União Corinthians,2,1
22/10/2022,Pato Basquete,64,91,Flamengo,2,1
22/10/2022,Corinthians,61,57,Paulistano,2,1
22/10/2022,Rio Claro,79,93,Sesi Franca,2,1
22/10/2022,Cerrado Basquete,93,95,Pinheiros,2,1
24/10/2022,Paulistano,76,69,Pato Basquete,3,1
24/10/2022,123 Minas,92,94,Sesi Franca,3,1
24/10/2022,BRB/Brasília,68,71,Pinheiros,3,1
25/10/2022,Flamengo,80,60,Fortaleza B. C.,3,1
25/10/2022,Corinthians,98,77,Rio Claro,3,1
26/10/2022,BRB/Brasília,66,86,Bauru Basket,3,1
27/10/2022,Flamengo,91,53,UNIFACISA,3,1
27/10/2022,Oscar São José Basketball,83,74,Fortaleza B. C.,3,1
27/10/2022,São Paulo,99,90,Pato Basquete,3,1
28/10/2022,123 Minas,87,81,Caxias do Sul Basquete,3,1
28/10/2022,Cerrado Basquete,69,80,Bauru Basket,3,1
29/10/2022,Sesi Franca,82,69,São Paulo,3,1
29/10/2022,Oscar São José Basketball,62,71,UNIFACISA,3,1
31/10/2022,Pato Basquete,61,59,Rio Claro,4,1
01/11/2022,União Corinthians,72,74,BRB/Brasília,4,1
01/11/2022,Bauru Basket,82,77,Flamengo,4,1
01/11/2022,São Paulo,76,72,Pinheiros,4,1
02/11/2022,Fortaleza B. C.,55,78,Paulistano,4,1
03/11/2022,Pinheiros,65,74,Flamengo,4,1
03/11/2022,Corinthians,82,85,Sesi Franca,4,1
03/11/2022,União Corinthians,92,81,Cerrado Basquete,4,1
03/11/2022,Caxias do Sul Basquete,86,76,BRB/Brasília,4,1
03/11/2022,Bauru Basket,94,76,Oscar São José Basketball,4,1
04/11/2022,UNIFACISA,61,72,Paulistano,4,1
05/11/2022,São Paulo,78,72,Corinthians,4,1
05/11/2022,Caxias do Sul Basquete,82,67,Cerrado Basquete,4,1
05/11/2022,123 Minas,81,75,União Corinthians,4,1
05/11/2022,Pato Basquete,70,94,Sesi Franca,4,1
15/11/2022,Rio Claro,57,72,Fortaleza B. C.,5,1
17/11/2022,Paulistano,62,76,Pinheiros,5,1
17/11/2022,Rio Claro,104,80,UNIFACISA,5,1
17/11/2022,São Paulo,82,73,Bauru Basket,5,1
17/11/2022,Oscar São José Basketball,78,73,Caxias do Sul Basquete,5,1
17/11/2022,Cerrado Basquete,102,112,123 Minas,5,1
17/11/2022,Sesi Franca,78,62,Fortaleza B. C.,5,1
18/11/2022,Pato Basquete,68,96,Corinthians,5,1
19/11/2022,Flamengo,80,69,Caxias do Sul Basquete,5,1
19/11/2022,Oscar São José Basketball,103,84,União Corinthians,5,1
19/11/2022,Paulistano,71,68,Bauru Basket,5,1
19/11/2022,BRB/Brasília,74,94,123 Minas,5,1
19/11/2022,Sesi Franca,106,94,UNIFACISA,5,1
21/11/2022,Fortaleza B. C.,80,60,Pato Basquete,6,1
21/11/2022,Flamengo,79,74,União Corinthians,6,1
22/11/2022,Pinheiros,86,74,Rio Claro,6,1
22/11/2022,Bauru Basket,78,88,Sesi Franca,6,1
23/11/2022,123 Minas,104,53,Oscar São José Basketball,6,1
23/11/2022,UNIFACISA,89,79,Pato Basquete,6,1
23/11/2022,Caxias do Sul Basquete,70,86,São Paulo,6,1
23/11/2022,Fortaleza B. C.,77,81,Corinthians,6,1
25/11/2022,União Corinthians,71,93,São Paulo,6,1
25/11/2022,Bauru Basket,92,48,Rio Claro,6,1
25/11/2022,UNIFACISA,76,92,Corinthians,6,1
25/11/2022,Caxias do Sul Basquete,66,63,Paulistano,6,1
26/11/2022,Pinheiros,77,85,Sesi Franca,6,1
26/11/2022,Cerrado Basquete,88,96,BRB/Brasília,6,1
27/11/2022,União Corinthians,72,78,Paulistano,7,1
29/11/2022,123 Minas,79,71,Fortaleza B. C.,7,1
29/11/2022,Flamengo,91,80,Cerrado Basquete,7,1
30/11/2022,Pato Basquete,95,76,Pinheiros,7,1
01/12/2022,Flamengo,72,50,BRB/Brasília,7,1
01/12/2022,Oscar São José Basketball,88,79,Cerrado,7,1
01/12/2022,Rio Claro,75,83,Caxias do Sul Basquete,7,1
01/12/2022,Sesi Franca,104,65,União Corinthians,7,1
03/12/2022,Paulistano,90,73,123 Minas,7,1
03/12/2022,Oscar São José Basketball,89,94,BRB/Brasília,7,1
03/12/2022,Sesi Franca,84,83,Caxias do Sul Basquete,7,1
03/12/2022,Corinthians,94,70,Pinheiros,7,1
03/12/2022,Rio Claro,74,81,União Corinthians,7,1
06/12/2022,Oscar São José Basketball,74,84,Flamengo,8,1
06/12/2022,Caxias do Sul Basquete,73,84,Pato Basquete,8,1
08/12/2022,123 Minas,90,61,Rio Claro,8,1
08/12/2022,Caxias do Sul Basquete,62,72,Corinthians,8,1
08/12/2022,União Corinthians,85,93,Pato Basquete,8,1
08/12/2022,Fortaleza B. C.,81,111,São Paulo,8,1
10/12/2022,Pinheiros,98,90,Oscar São José Basketball,8,1
10/12/2022,União Corinthians,86,91,Corinthians,8,1
10/12/2022,UNIFACISA,73,82,São Paulo,8,1
13/12/2022,Pinheiros,95,73,Fortaleza B. C.,9,1
13/12/2022,Cerrado,80,93,Paulistano,9,1
13/12/2022,Bauru Basket,68,76,UNIFACISA,9,1
15/12/2022,Pinheiros,100,86,UNIFACISA,9,1
15/12/2022,Cerrado,101,94,São Paulo,9,1
15/12/2022,BRB/Brasília,72,82,Paulistano,9,1
15/12/2022,Bauru Basket,82,50,Fortaleza B. C.,9,1
17/12/2022,BRB/Brasília,89,96,São Paulo,9,1
19/12/2022,Pato Basquete,85,96,Bauru Basket,10,1
19/12/2022,UNIFACISA,63,56,Caxias do Sul Basquete,10,1
19/12/2022,Fortaleza B. C.,83,94,União Corinthians,10,1
19/12/2022,Corinthians,65,94,123 Minas,10,1
20/12/2022,Paulistano,72,62,Oscar São José Basketball,10,1
20/12/2022,São Paulo,66,91,Flamengo,10,1
20/12/2022,Sesi Franca,98,76,Cerrado,10,1
20/12/2022,Rio Claro,85,87,BRB/Brasília,10,1
21/12/2022,Pato Basquete,74,88,123 Minas,10,1
21/12/2022,UNIFACISA,71,66,União Corinthians,10,1
21/12/2022,Corinthians,77,72,Bauru Basket,10,1
21/12/2022,Fortaleza B. C.,84,73,Caxias do Sul Basquete,10,1
22/12/2022,Paulistano,84,90,Flamengo,10,1
22/12/2022,Rio Claro,93,90,Cerrado,10,1
22/12/2022,Sesi Franca,99,94,BRB/Brasília,10,1
22/12/2022,São Paulo,96,68,Oscar São José Basketball,10,1
23/12/2022,Pinheiros,68,65,Bauru Basket,10,1
27/12/2022,Oscar São José Basketball,73,83,Sesi Franca,11,1
27/12/2022,São Paulo,100,83,123 Minas,11,1
27/12/2022,Flamengo,110,57,Rio Claro,11,1
29/12/2022,Flamengo,59,69,Sesi Franca,11,1
29/12/2022,Oscar São José Basketball,98,63,Rio Claro,11,1
03/01/2023,BRB/Brasília,79,66,Pato Basquete,12,1
03/01/2023,Cerrado,89,79,Corinthians,12,1
04/01/2023,União Corinthians,67,79,Bauru Basket,12,1
04/01/2023,Fortaleza B. C.,88,79,UNIFACISA,12,1
04/01/2023,Caxias do Sul Basquete,69,77,Pinheiros,12,1
05/01/2023,São Paulo,77,78,Paulistano,12,1
05/01/2023,BRB/Brasília,88,101,Corinthians,12,1
05/01/2023,Cerrado,109,110,Pato Basquete,12,1
06/01/2023,123 Minas,88,87,UNIFACISA,12,1
06/01/2023,União Corinthians,70,79,Pinheiros,12,1
06/01/2023,Caxias do Sul Basquete,61,74,Bauru Basket,12,1
07/01/2023,São Paulo,102,105,Sesi Franca,12,2
08/01/2023,Flamengo,89,75,Pato Basquete,1,2
09/01/2023,Paulistano,64,70,Sesi Franca,1,2
09/01/2023,BRB/Brasília,80,82,Fortaleza B. C.,1,2
10/01/2023,123 Minas,63,58,Bauru Basket,1,2
10/01/2023,Oscar São José Basketball,96,69,Pato Basquete,1,2
10/01/2023,São Paulo,92,76,Rio Claro,1,2
10/01/2023,Flamengo,70,66,Pinheiros,1,2
11/01/2023,BRB/Brasília,88,101,UNIFACISA,1,2
